Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Tulln (Austria),clay,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
10.01.2023,Pucinelli de Almeida M.,1,4,7^7,5,,,2,2,69%,69% (53/77),44% (15/34),50% (4/8),18% (10/55),55% (30/55),29% (2/7),29,37,60% (26/43),6,61% (69/113),36% (39/109),49% (108/222),3,76% (13/17),12% (2/17),44% (15/34),"['1', '1']",[],"['2', '1']",[],[],2.68
10.01.2023,Paire B.,2,6,6^5,7,,,4,13,50%,82% (45/55),45% (25/55),71% (5/7),31% (24/77),56% (19/34),50% (4/8),48,42,73% (30/41),7,64% (70/109),39% (44/113),51% (114/222),3,88% (15/17),24% (4/17),56% (19/34),"['1', '0', '3', '2']",[],"['4', '4', '7', '5']",[],[],1.48
CHALLENGER MEN - SINGLES :  Sao Leopoldo (Brazil),clay,header
15.11.2022,Pucinelli de Almeida M.,0,5,2,,,,0,4,64%,61% (28/46),38% (10/26),64% (9/14),19% (7/36),59% (16/27),33% (2/6),5,53% (38/72),37% (23/63),45% (61/135),2,50% (5/10),20% (2/10),35% (7/20),"['5', '4']","['1', '2']",[],[],[],1.23
15.11.2022,Dutra Da Silva D.,2,7,6,,,,2,2,57%,81% (29/36),41% (11/27),67% (4/6),39% (18/46),62% (16/26),36% (5/14),6,63% (40/63),47% (34/72),55% (74/135),5,80% (8/10),50% (5/10),65% (13/20),"['5', '5', '7', '5']","['2', '0', '4', '2', '6', '2']",[],[],[],3.86
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
09.11.2022,Pucinelli de Almeida M.,1,6,3,3,,,0,4,71%,57% (39/68),46% (13/28),60% (9/15),35% (19/54),50% (17/34),44% (4/9),5,54% (52/96),41% (36/88),48% (88/184),4,57% (8/14),29% (4/14),43% (12/28),"['2', '2', '3', '3', '4', '4', '6', '4']",[],[],[],[],1.72
09.11.2022,Kicker N.,2,4,6,6,,,0,1,61%,65% (35/54),50% (17/34),56% (5/9),43% (29/68),54% (15/28),40% (6/15),6,59% (52/88),46% (44/96),52% (96/184),5,71% (10/14),43% (6/14),57% (16/28),"['1', '0', '3', '2', '4', '3']","['4', '3', '6', '3']","['3', '1']",[],[],2.10
08.11.2022,Pucinelli de Almeida M.,2,7^7,6,,,,2,1,71%,76% (39/51),48% (10/21),67% (4/6),35% (12/34),45% (14/31),27% (3/11),4,68% (49/72),40% (26/65),55% (75/137),4,82% (9/11),30% (3/10),57% (12/21),"['1', '0']","['3', '1', '5', '1']",[],[],[],1.65
08.11.2022,Rodriguez Taverna S.,0,6^5,3,,,,1,3,52%,65% (22/34),55% (17/31),73% (8/11),24% (12/51),52% (11/21),33% (2/6),5,60% (39/65),32% (23/72),45% (62/137),2,70% (7/10),18% (2/11),43% (9/21),"['1', '1']","['2', '5']",[],[],[],2.12
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
04.11.2022,Pucinelli de Almeida M.,0,4,4,,,,0,1,67%,56% (29/52),46% (12/26),67% (6/9),30% (13/43),46% (6/13),100% (1/1),13,60% (41/68),34% (19/56),48% (60/124),3,70% (7/10),10% (1/10),40% (8/20),"['2', '4']",[],[],[],[],2.50
04.11.2022,Coria F.,2,6,6,,,,3,1,77%,70% (30/43),54% (7/13),0% (0/1),25% (13/52),54% (14/26),33% (3/9),6,66% (37/56),40% (27/68),52% (64/124),4,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '3', '0']","['4', '3']",[],[],[],1.52
03.11.2022,Pucinelli de Almeida M.,2,6,6,,,,6,3,60%,85% (29/34),52% (12/23),50% (1/2),41% (16/39),48% (11/23),33% (3/9),7,72% (41/57),44% (27/62),57% (68/119),3,90% (9/10),33% (3/9),63% (12/19),"['3', '1']","['3', '2', '4', '3']",[],[],[],1.77
03.11.2022,Meligeni Alves F.,0,3,4,,,,3,1,63%,59% (23/39),52% (12/23),67% (6/9),15% (5/34),48% (11/23),50% (1/2),5,56% (35/62),28% (16/57),43% (51/119),1,67% (6/9),10% (1/10),37% (7/19),[],"['3', '3']",[],[],[],2.02
02.11.2022,Pucinelli de Almeida M.,2,6,7^10,,,,2,2,61%,73% (29/40),50% (13/26),0% (0/2),41% (17/41),50% (7/14),100% (4/4),8,64% (42/66),44% (24/55),55% (66/121),5,80% (8/10),44% (4/9),63% (12/19),"['3', '1', '5', '1']","['2', '3', '5', '4']",[],[],[],1.52
02.11.2022,Sanchez Izquierdo N.,0,1,6^8,,,,0,1,75%,59% (24/41),50% (7/14),0% (0/4),28% (11/40),50% (13/26),100% (2/2),5,56% (31/55),36% (24/66),45% (55/121),2,56% (5/9),20% (2/10),37% (7/19),[],"['3', '1', '5', '5']",[],[],[],2.44
CHALLENGER MEN - SINGLES :  Rio de Janeiro (Brazil),clay,header
15.10.2022,Pucinelli de Almeida M.,1,6^3,6,6^3,,,0,4,70%,74% (60/81),46% (16/35),89% (8/9),29% (23/78),54% (21/39),50% (3/6),9,66% (76/116),38% (44/117),52% (120/233),3,94% (15/16),19% (3/16),56% (18/32),[],"['3', '1', '6', '2']","['6', '6']",[],[],2.40
15.10.2022,Cecchinato M.,2,7^7,2,7^7,,,1,4,67%,71% (55/78),46% (18/39),50% (3/6),26% (21/81),54% (19/35),11% (1/9),5,62% (73/117),34% (40/116),48% (113/233),2,81% (13/16),6% (1/16),44% (14/32),[],[],"['6', '5']",[],[],1.55
14.10.2022,Pucinelli de Almeida M.,2,6,6,,,,1,2,59%,70% (21/30),71% (15/21),67% (2/3),44% (18/41),53% (10/19),40% (4/10),5,71% (36/51),47% (28/60),58% (64/111),5,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '6', '3']","['2', '2', '4', '2']",[],[],[],1.45
14.10.2022,Mpetshi Perricard G.,0,3,3,,,,6,3,68%,56% (23/41),47% (9/19),60% (6/10),30% (9/30),29% (6/21),33% (1/3),7,53% (32/60),29% (15/51),42% (47/111),2,56% (5/9),11% (1/9),33% (6/18),[],"['1', '0']",[],[],[],2.69
11.10.2022,Pucinelli de Almeida M.,2,6,6,,,,5,0,69%,88% (21/24),73% (8/11),100% (1/1),64% (18/28),50% (7/14),56% (5/9),7,83% (29/35),60% (25/42),70% (54/77),7,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '1']",[],[],[],1.54
11.10.2022,Comesana F.,0,0,1,,,,0,2,67%,36% (10/28),50% (7/14),44% (4/9),13% (3/24),27% (3/11),0% (0/1),4,40% (17/42),17% (6/35),30% (23/77),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],2.38
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
07.10.2022,Pucinelli de Almeida M.,1,3,7^9,3,,,4,8,63%,71% (54/76),33% (15/45),54% (7/13),25% (11/44),35% (14/40),67% (2/3),5,57% (69/121),30% (25/84),46% (94/205),2,63% (10/16),14% (2/14),40% (12/30),"['3', '5']","['6', '5']",[],[],[],1.64
07.10.2022,Darderi L.,2,6,6^7,6,,,0,4,52%,75% (33/44),65% (26/40),33% (1/3),29% (22/76),67% (30/45),46% (6/13),7,70% (59/84),43% (52/121),54% (111/205),3,86% (12/14),38% (6/16),60% (18/30),"['1', '0', '4', '1', '6', '3']","['6', '6']","['2', '1', '6', '3']",[],[],2.08
05.10.2022,Pucinelli de Almeida M.,2,6,7^7,,,,5,1,63%,85% (34/40),54% (13/24),100% (3/3),32% (10/31),37% (10/27),100% (2/2),5,73% (47/64),34% (20/58),55% (67/122),3,100% (10/10),20% (2/10),60% (12/20),"['2', '1', '5', '2']",[],[],[],[],1.46
05.10.2022,Rincon D.,0,2,6^3,,,,0,2,53%,68% (21/31),63% (17/27),0% (0/2),15% (6/40),46% (11/24),0% (0/3),5,66% (38/58),27% (17/64),45% (55/122),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.67
CHALLENGER MEN - SINGLES :  Braga (Portugal),clay,header
25.09.2022,Pucinelli de Almeida M.,0,2,4,,,,1,4,65%,55% (27/49),42% (11/26),72% (13/18),34% (12/35),35% (6/17),40% (2/5),5,51% (38/75),35% (18/52),44% (56/127),3,44% (4/9),22% (2/9),33% (6/18),[],"['1', '0', '3', '0']",[],[],[],2.16
25.09.2022,Moreno De Alboran N.,2,6,6,,,,0,2,67%,66% (23/35),65% (11/17),60% (3/5),45% (22/49),58% (15/26),28% (5/18),7,65% (34/52),49% (37/75),56% (71/127),4,78% (7/9),56% (5/9),67% (12/18),"['2', '0', '6', '2']","['1', '3', '4', '4', '6', '4']",[],[],[],1.68
24.09.2022,Pucinelli de Almeida M.,2,6,6,,,,1,4,52%,70% (19/27),64% (16/25),100% (3/3),48% (13/27),56% (14/25),67% (4/6),8,67% (35/52),52% (27/52),60% (62/104),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '5', '2']","['3', '2', '5', '2']",[],[],[],2.10
24.09.2022,Sels J.,0,2,2,,,,3,3,52%,52% (14/27),44% (11/25),33% (2/6),30% (8/27),36% (9/25),0% (0/3),4,48% (25/52),33% (17/52),40% (42/104),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.71
23.09.2022,Pucinelli de Almeida M.,2,6,6,,,,1,2,65%,72% (28/39),52% (11/21),67% (2/3),46% (25/54),50% (9/18),57% (4/7),7,65% (39/60),47% (34/72),55% (73/132),6,89% (8/9),44% (4/9),67% (12/18),"['2', '3', '4', '3', '6', '3']","['4', '2']",[],[],[],1.39
23.09.2022,Llamas Ruiz P.,0,3,3,,,,0,1,75%,54% (29/54),50% (9/18),43% (3/7),28% (11/39),48% (10/21),33% (1/3),4,53% (38/72),35% (21/60),45% (59/132),2,56% (5/9),11% (1/9),33% (6/18),"['3', '1']",[],[],[],[],2.94
22.09.2022,Pucinelli de Almeida M.,2,6,6,,,,2,1,73%,75% (27/36),69% (9/13),0% (0/0),34% (11/32),52% (11/21),43% (3/7),7,73% (36/49),42% (22/53),57% (58/102),5,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '4', '1']","['3', '2']",[],[],[],3.90
22.09.2022,Borges N.,0,2,4,,,,1,4,60%,66% (21/32),48% (10/21),57% (4/7),25% (9/36),31% (4/13),0% (0/0),4,58% (31/53),27% (13/49),43% (44/102),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.25
20.09.2022,Pucinelli de Almeida M.,2,6,6,,,,3,3,61%,59% (22/37),50% (12/24),20% (1/5),52% (12/23),58% (21/36),50% (6/12),7,56% (34/61),56% (33/59),56% (67/120),3,60% (6/10),60% (6/10),60% (12/20),"['4', '2', '6', '4']","['1', '1', '2', '2', '5', '3', '6', '4']",[],[],[],1.20
20.09.2022,Jahn J.,0,4,4,,,,0,2,39%,48% (11/23),42% (15/36),50% (6/12),41% (15/37),50% (12/24),80% (4/5),4,44% (26/59),44% (27/61),44% (53/120),2,40% (4/10),40% (4/10),40% (8/20),"['4', '5']","['1', '0', '2', '1', '4', '5']",[],[],[],4.28
CHALLENGER MEN - SINGLES :  Cassis (France),hard,header
06.09.2022,Pucinelli de Almeida M.,0,1,6^4,,,,1,2,63%,59% (20/34),65% (13/20),33% (1/3),8% (3/37),41% (7/17),0% (0/0),4,61% (33/54),19% (10/54),40% (43/108),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.72
06.09.2022,Atmane T.,2,6,7^7,,,,3,0,69%,92% (34/37),59% (10/17),0% (0/0),41% (14/34),35% (7/20),67% (2/3),10,81% (44/54),39% (21/54),60% (65/108),3,100% (10/10),22% (2/9),63% (12/19),"['2', '0', '5', '1']",[],[],[],[],2.05
CHALLENGER MEN - SINGLES :  Mallorca (Spain),hard,header
01.09.2022,Pucinelli de Almeida M.,0,2,4,,,,1,2,73%,60% (24/40),40% (6/15),56% (5/9),17% (5/30),53% (9/17),50% (1/2),4,55% (30/55),30% (14/47),43% (44/102),2,56% (5/9),11% (1/9),33% (6/18),[],"['2', '4']",[],[],[],2.77
01.09.2022,Kukushkin M.,2,6,6,,,,2,0,64%,83% (25/30),47% (8/17),50% (1/2),40% (16/40),60% (9/15),44% (4/9),6,70% (33/47),45% (25/55),57% (58/102),5,89% (8/9),44% (4/9),67% (12/18),"['3', '2', '5', '2']","['2', '1', '4', '1']",[],[],[],1.43
30.08.2022,Pucinelli de Almeida M.,2,3,7^7,6,,,4,1,75%,63% (50/79),62% (16/26),60% (6/10),28% (16/57),58% (21/36),30% (3/10),10,63% (66/105),40% (37/93),52% (103/198),3,75% (12/16),21% (3/14),50% (15/30),[],"['3', '4']","['1', '1', '5', '3']",[],[],3.26
30.08.2022,Masur D.,1,6,6^1,3,,,3,3,61%,72% (41/57),42% (15/36),70% (7/10),37% (29/79),38% (10/26),40% (4/10),6,60% (56/93),37% (39/105),48% (95/198),5,79% (11/14),25% (4/16),50% (15/30),"['4', '3', '6', '3']","['3', '1']","['1', '0']",[],[],1.33
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
25.08.2022,Pucinelli de Almeida M.,0,3,2,,,,3,5,63%,51% (20/39),48% (11/23),50% (4/8),23% (7/30),48% (10/21),50% (1/2),5,50% (31/62),33% (17/51),42% (48/113),1,50% (4/8),11% (1/9),29% (5/17),[],"['2', '4']",[],[],[],4.38
25.08.2022,Couacaud E.,2,6,6,,,,5,3,59%,77% (23/30),52% (11/21),50% (1/2),49% (19/39),52% (12/23),50% (4/8),5,67% (34/51),50% (31/62),58% (65/113),4,89% (8/9),50% (4/8),71% (12/17),"['3', '1']","['2', '1', '4', '1', '5', '2']",[],[],[],1.21
CHALLENGER MEN - SINGLES :  San Benedetto (Italy),clay,header
27.07.2022,Pucinelli de Almeida M.,0,2,0,,,,0,0,82%,33% (12/36),25% (2/8),40% (4/10),34% (11/32),17% (1/6),33% (1/3),3,32% (14/44),32% (12/38),32% (26/82),2,14% (1/7),14% (1/7),14% (2/14),"['2', '3']",[],[],[],[],2.47
27.07.2022,Brancaccio R.,2,6,6,,,,0,1,84%,66% (21/32),83% (5/6),67% (2/3),67% (24/36),75% (6/8),60% (6/10),13,68% (26/38),68% (30/44),68% (56/82),9,86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '2', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.55
26.07.2022,Pucinelli de Almeida M.,2,7,6,,,,2,1,83%,75% (30/40),50% (4/8),33% (1/3),40% (18/45),55% (18/33),38% (5/13),6,71% (34/48),46% (36/78),56% (70/126),3,80% (8/10),45% (5/11),62% (13/21),"['1', '2', '3', '2', '6', '5']","['2', '1', '6', '3']",[],[],[],1.50
26.07.2022,Domingues J.,0,5,3,,,,1,3,58%,60% (27/45),45% (15/33),62% (8/13),25% (10/40),50% (4/8),67% (2/3),7,54% (42/78),29% (14/48),44% (56/126),2,55% (6/11),20% (2/10),38% (8/21),"['2', '0', '3', '3']",[],[],[],[],2.55
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
19.07.2022,Pucinelli de Almeida M.,0,3,2,,,,1,1,71%,54% (22/41),59% (10/17),50% (3/6),24% (7/29),38% (12/32),0% (0/2),4,55% (32/58),31% (19/61),43% (51/119),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.33
19.07.2022,Zhang Z.,2,6,6,,,,0,1,48%,76% (22/29),63% (20/32),100% (2/2),46% (19/41),41% (7/17),50% (3/6),7,69% (42/61),45% (26/58),57% (68/119),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0']","['2', '1', '5', '2']",[],[],[],1.58
CHALLENGER MEN - SINGLES :  Iasi (Romania),clay,header
16.07.2022,Pucinelli de Almeida M.,1,6,2,3,,,3,1,67%,52% (30/58),48% (14/29),50% (6/12),41% (23/56),44% (11/25),40% (4/10),7,51% (44/87),42% (34/81),46% (78/168),3,54% (7/13),31% (4/13),42% (11/26),"['2', '0', '5', '3']","['2', '5']","['2', '5']",[],[],2.81
16.07.2022,Andujar P.,2,3,6,6,,,1,5,69%,59% (33/56),56% (14/25),60% (6/10),48% (28/58),52% (15/29),50% (6/12),8,58% (47/81),49% (43/87),54% (90/168),6,69% (9/13),46% (6/13),58% (15/26),"['3', '4']","['2', '0', '4', '0', '6', '2']","['2', '0', '4', '0']",[],[],1.44
15.07.2022,Pucinelli de Almeida M.,2,6,6,,,,0,1,64%,66% (27/41),61% (14/23),60% (3/5),43% (17/40),48% (12/25),50% (4/8),7,64% (41/64),45% (29/65),54% (70/129),3,80% (8/10),40% (4/10),60% (12/20),"['2', '1', '3', '2']","['2', '3', '5', '4']",[],[],[],1.90
15.07.2022,Blancaneaux G.,0,4,4,,,,0,4,62%,58% (23/40),52% (13/25),50% (4/8),34% (14/41),39% (9/23),40% (2/5),4,55% (36/65),36% (23/64),46% (59/129),2,60% (6/10),20% (2/10),40% (8/20),"['2', '2']","['3', '1']",[],[],[],1.90
13.07.2022,Pucinelli de Almeida M.,2,6,6^5,6,,,3,3,66%,76% (50/66),56% (19/34),50% (2/4),35% (24/68),49% (21/43),33% (4/12),11,69% (69/100),41% (45/111),54% (114/211),3,88% (14/16),27% (4/15),58% (18/31),"['3', '1']","['1', '0']","['3', '3', '6', '4']",[],[],1.76
13.07.2022,De Loore J.,1,3,7^7,4,,,7,2,61%,65% (44/68),51% (22/43),67% (8/12),24% (16/66),44% (15/34),50% (2/4),5,59% (66/111),31% (31/100),46% (97/211),3,73% (11/15),13% (2/16),42% (13/31),[],"['5', '5']","['3', '2']",[],[],2.06
12.07.2022,Pucinelli de Almeida M.,2,6,6,,,,0,1,68%,65% (26/40),63% (12/19),67% (2/3),47% (16/34),56% (15/27),57% (4/7),9,64% (38/59),51% (31/61),58% (69/120),4,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['1', '2', '3', '2']",[],[],[],2.95
12.07.2022,Shevchenko A.,0,1,4,,,,0,4,56%,53% (18/34),44% (12/27),43% (3/7),35% (14/40),37% (7/19),33% (1/3),4,49% (30/61),36% (21/59),43% (51/120),2,50% (4/8),11% (1/9),29% (5/17),[],"['2', '0']",[],[],[],1.38
CHALLENGER MEN - SINGLES :  Iasi (Romania) - Qualification,clay,header
11.07.2022,Pucinelli de Almeida M.,2,6,6,,,,3,0,70%,76% (28/37),50% (8/16),33% (1/3),34% (13/38),76% (19/25),50% (5/10),9,68% (36/53),51% (32/63),59% (68/116),4,78% (7/9),56% (5/9),67% (12/18),"['4', '2', '6', '2']","['2', '2', '4', '4', '6', '4']",[],[],[],1.32
11.07.2022,Gima S.,0,2,4,,,,0,10,60%,66% (25/38),24% (6/25),50% (5/10),24% (9/37),50% (8/16),67% (2/3),4,49% (31/63),32% (17/53),41% (48/116),2,44% (4/9),22% (2/9),33% (6/18),[],"['1', '0', '4', '3']",[],[],[],3.30
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
22.06.2022,Pucinelli de Almeida M.,0,4,4,,,,5,4,60%,70% (23/33),50% (11/22),40% (2/5),43% (15/35),32% (13/41),11% (1/9),22,22,58% (21/36),5,62% (34/55),37% (28/76),47% (62/131),2,70% (7/10),10% (1/10),40% (8/20),"['2', '0']",[],[],[],[],3.27
22.06.2022,Piros Z.,2,6,6,,,,3,3,46%,57% (20/35),68% (28/41),89% (8/9),30% (10/33),50% (11/22),60% (3/5),14,17,55% (12/22),8,63% (48/76),38% (21/55),53% (69/131),5,90% (9/10),30% (3/10),60% (12/20),"['1', '2', '5', '4']","['1', '0']",[],[],[],1.34
20.06.2022,Pucinelli de Almeida M.,2,6,6,,,,2,0,61%,85% (23/27),76% (13/17),0% (0/0),38% (13/34),44% (7/16),43% (3/7),18,17,82% (18/22),7,82% (36/44),40% (20/50),60% (56/94),3,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['2', '1', '5', '2']",[],[],[],1.68
20.06.2022,Olivieri G. A.,0,3,2,,,,0,0,68%,62% (21/34),56% (9/16),57% (4/7),15% (4/27),24% (4/17),0% (0/0),7,18,55% (6/11),5,60% (30/50),18% (8/44),40% (38/94),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.20
CHALLENGER MEN - SINGLES :  Ilkley (United Kingdom) - Qualification,grass,header
12.06.2022,Pucinelli de Almeida M.,1,4,6,5,,,5,0,81%,64% (51/80),68% (13/19),75% (6/8),29% (19/66),53% (17/32),15% (2/13),5,65% (64/99),37% (36/98),51% (100/197),3,87% (13/15),14% (2/14),52% (15/29),[],"['2', '0', '5', '1']",[],[],[],3.38
12.06.2022,Jung J.,2,6,1,7,,,1,6,67%,71% (47/66),47% (15/32),85% (11/13),36% (29/80),32% (6/19),25% (2/8),5,63% (62/98),35% (35/99),49% (97/197),2,86% (12/14),13% (2/15),48% (14/29),"['1', '0']",[],"['7', '5']",[],[],1.31
CHALLENGER MEN - SINGLES :  Bratislava (Slovakia),clay,header
07.06.2022,Pucinelli de Almeida M.,1,7^7,4,6^5,,,3,3,73%,67% (55/82),55% (17/31),57% (4/7),24% (15/63),48% (19/40),50% (2/4),7,64% (72/113),33% (34/103),49% (106/216),3,82% (14/17),12% (2/17),47% (16/34),"['2', '0']",[],"['3', '2']",[],[],0
07.06.2022,Wessels L.,2,6^0,6,7^7,,,6,5,61%,76% (48/63),53% (21/40),50% (2/4),33% (27/82),45% (14/31),43% (3/7),7,67% (69/103),36% (41/113),51% (110/216),3,88% (15/17),18% (3/17),53% (18/34),"['3', '4']","['6', '4']","['4', '4']",[],[],0
CHALLENGER MEN - SINGLES :  Prostejov (Czech Republic),clay,header
02.06.2022,Pucinelli de Almeida M.,0,3,3,,,,1,0,62%,59% (24/41),36% (9/25),60% (6/10),18% (5/28),41% (9/22),100% (1/1),4,50% (33/66),28% (14/50),41% (47/116),2,56% (5/9),11% (1/9),33% (6/18),[],"['3', '5']",[],[],[],3.03
02.06.2022,Kopriva V.,2,6,6,,,,1,3,56%,82% (23/28),59% (13/22),0% (0/1),41% (17/41),64% (16/25),40% (4/10),8,72% (36/50),50% (33/66),59% (69/116),5,89% (8/9),44% (4/9),67% (12/18),"['4', '2']","['1', '0', '3', '0', '6', '3']",[],[],[],1.39
01.06.2022,Pucinelli de Almeida M.,2,3,7^7,6,,,2,4,66%,66% (39/59),61% (19/31),57% (4/7),27% (13/48),64% (25/39),80% (4/5),6,64% (58/90),44% (38/87),54% (96/177),3,79% (11/14),27% (4/15),52% (15/29),[],"['2', '2', '5', '3']","['1', '0', '4', '1']",[],[],3.38
01.06.2022,Ymer E.,1,6,6^3,2,,,0,4,55%,73% (35/48),36% (14/39),20% (1/5),34% (20/59),39% (12/31),43% (3/7),4,56% (49/87),36% (32/90),46% (81/177),3,73% (11/15),21% (3/14),48% (14/29),"['3', '1']","['1', '0', '4', '5']",[],[],[],1.33
30.05.2022,Pucinelli de Almeida M.,1,7,3,,,,2,2,64%,64% (30/47),46% (12/26),86% (12/14),50% (14/28),45% (10/22),57% (4/7),6,58% (42/73),48% (24/50),54% (66/123),3,75% (6/8),50% (4/8),63% (10/16),"['2', '2', '4', '4', '7', '5']","['3', '1']",[],[],[],2.45
30.05.2022,Novak D.,0,5,1,,,,0,2,56%,50% (14/28),55% (12/22),43% (3/7),36% (17/47),54% (14/26),14% (2/14),9,52% (26/50),42% (31/73),46% (57/123),2,50% (4/8),25% (2/8),38% (6/16),"['1', '0', '3', '2']",[],[],[],[],1.54
CHALLENGER MEN - SINGLES :  Troisdorf (Germany),clay,header
24.05.2022,Pucinelli de Almeida M.,1,4,6,4,,,1,1,62%,59% (38/64),55% (22/40),62% (8/13),38% (25/66),43% (15/35),29% (4/14),6,58% (60/104),40% (40/101),49% (100/205),3,67% (10/15),27% (4/15),47% (14/30),"['1', '1', '3', '1']","['6', '4']","['2', '2']",[],[],1.83
24.05.2022,Sels J.,2,6,4,6,,,0,4,65%,62% (41/66),57% (20/35),71% (10/14),41% (26/64),45% (18/40),38% (5/13),6,60% (61/101),42% (44/104),51% (105/205),4,73% (11/15),33% (5/15),53% (16/30),"['1', '0', '2', '3', '4', '3']",[],"['1', '0', '5', '4']",[],[],1.93
ATP - SINGLES :  French Open (France) - Qualification,clay,header
16.05.2022,Pucinelli de Almeida M.,1,6,3,3,,,3,2,65%,54% (28/52),50% (14/28),45% (5/11),35% (20/57),54% (13/24),40% (4/10),26,46,6,53% (42/80),41% (33/81),47% (75/161),3,57% (8/14),31% (4/13),44% (12/27),"['5', '3']","['1', '2', '2', '3']","['2', '0']",[],[],2.70
16.05.2022,Albot R.,2,3,6,6,,,0,2,70%,65% (37/57),46% (11/24),60% (6/10),46% (24/52),50% (14/28),55% (6/11),25,28,8,59% (48/81),48% (38/80),53% (86/161),4,69% (9/13),43% (6/14),56% (15/27),[],"['2', '0', '3', '1', '5', '3']","['1', '2', '3', '2', '6', '3']",[],[],1.47
CHALLENGER MEN - SINGLES :  Bordeaux (France) - Qualification,clay,header
08.05.2022,Pucinelli de Almeida M.,0,2,2,,,,0,5,72%,45% (19/42),44% (7/16),38% (3/8),28% (10/36),40% (4/10),20% (1/5),4,45% (26/58),30% (14/46),38% (40/104),1,38% (3/8),13% (1/8),25% (4/16),[],"['1', '0']",[],[],[],1.86
08.05.2022,Bourgue M.,2,6,6,,,,0,0,78%,72% (26/36),60% (6/10),80% (4/5),55% (23/42),56% (9/16),63% (5/8),9,70% (32/46),55% (32/58),62% (64/104),4,88% (7/8),63% (5/8),75% (12/16),"['3', '1', '6', '2']","['1', '1', '4', '2', '6', '2']",[],[],[],1.90
CHALLENGER MEN - SINGLES :  Salvador De Bahia (Brazil),clay,header
03.05.2022,Pucinelli de Almeida M.,0,5,2,,,,0,0,74%,63% (27/43),40% (6/15),33% (2/6),24% (8/34),45% (14/31),33% (1/3),6,57% (33/58),34% (22/65),45% (55/123),3,60% (6/10),10% (1/10),35% (7/20),"['2', '1']",[],[],[],[],1.17
03.05.2022,Leite W.,2,7,6,,,,1,1,52%,76% (26/34),55% (17/31),67% (2/3),37% (16/43),60% (9/15),67% (4/6),6,66% (43/65),43% (25/58),55% (68/123),7,90% (9/10),40% (4/10),65% (13/20),"['5', '5', '7', '5']","['2', '0', '6', '2']",[],[],[],4.90
CHALLENGER MEN - SINGLES :  San Luis Potosi (Mexico),clay,header
12.04.2022,Pucinelli de Almeida M.,1,7^7,1,3,,,2,6,53%,62% (29/47),52% (22/42),33% (3/9),20% (11/55),57% (17/30),33% (2/6),6,57% (51/89),33% (28/85),45% (79/174),3,57% (8/14),14% (2/14),36% (10/28),"['3', '1']",[],"['3', '5']",[],[],1.36
12.04.2022,Istomin D.,2,6^3,6,6,,,4,3,65%,80% (44/55),43% (13/30),67% (4/6),38% (18/47),48% (20/42),67% (6/9),8,67% (57/85),43% (38/89),55% (95/174),5,86% (12/14),43% (6/14),64% (18/28),"['4', '5']","['2', '0', '4', '0']","['1', '0', '4', '1', '6', '3']",[],[],3.07
CHALLENGER MEN - SINGLES :  Mexico City (Mexico),clay,header
06.04.2022,Pucinelli de Almeida M.,0,6^5,2,,,,2,5,56%,65% (32/49),42% (16/38),73% (8/11),24% (10/42),52% (15/29),17% (1/6),5,55% (48/87),35% (25/71),46% (73/158),2,70% (7/10),10% (1/10),40% (8/20),"['1', '0']",[],[],[],[],2.51
