Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
03.05.2024,Hudd E.,2,,,,,,"['4', '2', '6', '2']","['2', '0']",[],[],[],2.24
02.11.2023,Cox D.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '5', '1']",[],[],[],1.14
02.11.2023,Vatteroni L.,0,,,,,,[],"['1', '4']",[],[],[],5.04
31.10.2023,Cox D.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['4', '2']",[],[],[],1.01
31.10.2023,MacKinlay J.,0,,,,,,[],[],[],[],[],12.60
25.10.2023,Matusevich A.,2,,,,,,"['6', '4']","['2', '0', '7', '5']",[],[],[],1.51
25.10.2023,Cox D.,0,,,,,,[],"['2', '3']",[],[],[],2.43
17.10.2023,Hodkin S.,2,,,,,,"['3', '1']","['3', '4']",[],[],[],4.28
17.10.2023,Cox D.,0,,,,,,[],"['3', '1']",[],[],[],1.19
03.10.2023,Klein L.,2,,,,,,5,2,49%,79% (19/24),64% (16/25),50% (1/2),47% (16/34),55% (18/33),31% (4/13),71% (35/49),51% (34/67),59% (69/116),89% (8/9),50% (4/8),71% (12/17),"['2', '2', '4', '2']","['2', '1', '4', '1']",[],[],[],1.29
03.10.2023,Cox D.,0,,,,,,4,3,51%,53% (18/34),45% (15/33),69% (9/13),21% (5/24),36% (9/25),50% (1/2),49% (33/67),29% (14/49),41% (47/116),50% (4/8),11% (1/9),29% (5/17),"['2', '1']",[],[],[],[],3.41
02.10.2023,Cukierman D.,2,,,,,,3,2,62%,75% (27/36),59% (13/22),67% (2/3),41% (13/32),50% (16/32),67% (4/6),69% (40/58),45% (29/64),57% (69/122),90% (9/10),40% (4/10),65% (13/20),"['1', '0', '4', '1']","['2', '1', '6', '5']",[],[],[],2.15
02.10.2023,Cox D.,0,,,,,,3,2,50%,59% (19/32),50% (16/32),33% (2/6),25% (9/36),41% (9/22),33% (1/3),55% (35/64),31% (18/58),43% (53/122),60% (6/10),10% (1/10),35% (7/20),[],"['2', '2']",[],[],[],1.66
01.10.2023,Cox D.,2,,,,,,6,3,53%,74% (35/47),61% (25/41),0% (0/1),32% (19/59),43% (23/53),31% (4/13),68% (60/88),38% (42/112),51% (102/200),93% (14/15),25% (4/16),58% (18/31),"['4', '3', '6', '3']","['5', '5']","['4', '3']",[],[],1.70
01.10.2023,Butvilas E.,1,,,,,,11,4,53%,68% (40/59),57% (30/53),69% (9/13),26% (12/47),39% (16/41),100% (1/1),63% (70/112),32% (28/88),49% (98/200),75% (12/16),7% (1/15),42% (13/31),[],"['1', '0']",[],[],[],2.08
15.09.2023,Pujol Navarro B.,2,,,,,,[],"['4', '4', '7', '5']","['2', '0', '4', '2', '5', '3']",[],[],-
15.09.2023,Cox D.,1,,,,,,"['3', '1']","['2', '1']","['2', '3', '3', '4']",[],[],-
14.09.2023,Cox D.,2,,,,,,"['2', '1', '3', '2', '4', '3', '6', '5']","['2', '0', '4', '4', '6', '4']",[],[],[],1.15
14.09.2023,Marrero Curbelo I.,0,,,,,,"['2', '2', '3', '3', '5', '5']","['2', '3', '4', '3']",[],[],[],4.99
13.09.2023,Cox D.,2,,,,,,"['2', '0', '4', '2', '5', '5']","['2', '3', '4', '3']",[],[],[],1.03
13.09.2023,Alvarado P.,0,,,,,,"['1', '2', '3', '4', '5', '4']","['3', '1']",[],[],[],9.95
05.09.2023,Ferreira Silva F.,2,,,,,,6,2,62%,78% (28/36),59% (13/22),50% (2/4),31% (11/35),59% (19/32),67% (4/6),71% (41/58),45% (30/67),57% (71/125),80% (8/10),40% (4/10),60% (12/20),"['2', '0', '4', '2', '6', '2']","['3', '3']",[],[],[],1.65
05.09.2023,Cox D.,0,,,,,,3,9,52%,69% (24/35),41% (13/32),33% (2/6),22% (8/36),41% (9/22),50% (2/4),55% (37/67),29% (17/58),43% (54/125),60% (6/10),20% (2/10),40% (8/20),"['2', '3']","['2', '1']",[],[],[],2.17
04.09.2023,Cox D.,2,,,,,,10,2,61%,79% (22/28),78% (14/18),0% (0/0),29% (8/28),60% (15/25),60% (3/5),78% (36/46),43% (23/53),60% (59/99),100% (9/9),38% (3/8),71% (12/17),"['2', '0']","['1', '0', '4', '1']",[],[],[],2.61
04.09.2023,Gojowczyk P.,0,,,,,,6,4,53%,71% (20/28),40% (10/25),40% (2/5),21% (6/28),22% (4/18),0% (0/0),57% (30/53),22% (10/46),40% (40/99),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.46
03.09.2023,Cox D.,2,,,,,,13,6,59%,84% (48/57),45% (18/40),67% (4/6),23% (15/66),55% (11/20),25% (1/4),68% (66/97),30% (26/86),50% (92/183),87% (13/15),7% (1/15),47% (14/30),[],[],"['6', '4']",[],[],1.35
03.09.2023,Whitehouse M.,1,,,,,,14,2,77%,77% (51/66),45% (9/20),75% (3/4),16% (9/57),55% (22/40),33% (2/6),70% (60/86),32% (31/97),50% (91/183),93% (14/15),13% (2/15),53% (16/30),[],"['2', '1', '5', '2']",[],[],[],3.06
28.08.2023,Dzumhur D.,2,,,,,,1,2,61%,71% (27/38),54% (13/24),75% (3/4),40% (19/47),52% (16/31),27% (3/11),65% (40/62),45% (35/78),54% (75/140),90% (9/10),30% (3/10),60% (12/20),"['3', '2']","['2', '3', '5', '4']",[],[],[],1.56
28.08.2023,Cox D.,0,,,,,,5,4,60%,60% (28/47),48% (15/31),73% (8/11),29% (11/38),46% (11/24),25% (1/4),55% (43/78),35% (22/62),46% (65/140),70% (7/10),10% (1/10),40% (8/20),[],"['2', '0']",[],[],[],2.34
12.08.2023,Pinnington Jones J.,2,,,,,,"['1', '0', '2', '1']","['1', '1', '4', '2']","['2', '1', '4', '1']",[],[],2.09
12.08.2023,Cox D.,1,,,,,,"['1', '1', '3', '3']","['1', '0', '3', '4']",[],[],[],1.68
11.08.2023,Cox D.,2,,,,,,"['1', '0', '3', '0']","['5', '4']",[],[],[],2.91
11.08.2023,Samuel T.,0,,,,,,[],[],[],[],[],1.37
10.08.2023,Cox D.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['3', '1', '5', '1']",[],[],[],1.15
10.08.2023,Hodkin S.,0,,,,,,[],[],[],[],[],4.94
08.08.2023,Cox D.,2,,,,,,"['3', '1', '6', '4']","['2', '0']",[],[],[],1.10
08.08.2023,Summers M.,0,,,,,,"['2', '3']",[],[],[],[],6.66
30.07.2023,Braynin A.,2,,,,,,2,8,56%,69% (22/32),48% (12/25),40% (2/5),35% (15/43),67% (14/21),56% (5/9),60% (34/57),45% (29/64),52% (63/121),70% (7/10),50% (5/10),60% (12/20),"['3', '3', '6', '4']","['2', '2', '4', '2', '6', '4']",[],[],[],3.29
30.07.2023,Cox D.,0,,,,,,3,5,67%,65% (28/43),33% (7/21),44% (4/9),31% (10/32),52% (13/25),60% (3/5),55% (35/64),40% (23/57),48% (58/121),50% (5/10),30% (3/10),40% (8/20),"['2', '1']","['1', '0', '4', '5']",[],[],[],1.31
22.07.2023,Saville L.,2,,,,,,"['1', '0', '5', '4']",[],"['3', '1', '5', '1']",[],[],1.78
22.07.2023,Cox D.,1,,,,,,"['2', '2']","['3', '1', '5', '1']",[],[],[],1.93
21.07.2023,Cox D.,2,,,,,,"['4', '4']","['1', '0']",[],[],[],1.91
21.07.2023,Broom C.,0,,,,,,"['1', '0']",[],[],[],[],1.80
20.07.2023,Cox D.,2,,,,,,"['1', '0', '5', '2']","['6', '5']",[],[],[],2.03
20.07.2023,Harris B.,0,,,,,,"['3', '5']",[],[],[],[],1.70
19.07.2023,Cox D.,2,,,,,,[],"['1', '0', '3', '0', '4', '3']","['6', '5']",[],[],1.14
19.07.2023,Jansen W.,1,,,,,,[],"['1', '3', '3', '3']",[],[],[],5.13
18.07.2023,Cox D.,2,,,,,,"['4', '2']","['6', '5']",[],[],[],1.17
18.07.2023,Hohmann R.,0,,,,,,[],[],[],[],[],4.57
14.07.2023,Samuel T.,2,,,,,,"['3', '2', '6', '5']",[],[],[],[],1.57
14.07.2023,Cox D.,0,,,,,,"['4', '4']",[],[],[],[],2.29
13.07.2023,Cox D.,2,,,,,,"['2', '0', '7', '5']","['2', '0', '4', '0', '6', '2']",[],[],[],1.27
13.07.2023,Brady P.,0,,,,,,"['4', '5']","['2', '5']",[],[],[],3.48
12.07.2023,Cox D.,2,,,,,,"['2', '0']","['2', '1', '4', '1']",[],[],[],1.26
12.07.2023,Storrie R. J.,0,,,,,,[],[],[],[],[],3.72
12.07.2023,Cox D.,2,,,,,,"['1', '0', '2', '1', '4', '1', '6', '1']","['1', '1', '7', '5']",[],[],[],1.11
12.07.2023,Weightman O.,0,,,,,,"['1', '1']","['1', '0']",[],[],[],5.74
