Time,Strasbourg,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 -,Buyukakcay C.,,,,,,,0,,
23. 05. 2025 14:00,Hruncakova V. (1),,,,,,,0,2.74,1.39
23. 05. 2025 -,Oliynykova O. (8),,,,,,,0,,
23. 05. 2025 14:00,Ce G.,,,,,,,0,3.59,1.25
23. 05. 2025 -,Werner C.,,,,,,,0,,
Time,Andong ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 03:00,You X.,2,4,6,6,,,,1.71,2.02
23. 05. 2025 -,Back D. (6),1,6,1,4,,,,,
23. 05. 2025 03:10,Tjen J.,2,6,6,,,,,1.24,3.68
23. 05. 2025 -,Park S. (5),0,0,1,,,,,,
23. 05. 2025 04:30,Ma Y. (2),2,6,6,,,,,1.56,2.28
23. 05. 2025 -,Shimizu E.,0,3,2,,,,,,
23. 05. 2025 06:50,Matsuda M.,2,7,6,,,,,1.50,2.43
23. 05. 2025 -,Lee Y.,0,63,3,,,,,,
Time,Bol 2 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 10:55,Hobgarski K. (5),0,0,,,,,0,1.98,1.73
23. 05. 2025 -,Gasanova A. (3),0,0,,,,,0,,
23. 05. 2025 11:10,Lahey A.,,,,,,,0,2.67,1.38
23. 05. 2025 -,Craciun G. (6),,,,,,,0,,
23. 05. 2025 13:30,Falkowska W.,,,,,,,0,2.96,1.30
23. 05. 2025 -,Lukas T. (2),,,,,,,1,,
23. 05. 2025 14:30,Pedone G. (1),,,,,,,0,1.54,2.30
23. 05. 2025 -,Helgo M.,,,,,,,0,,
Time,Orlando 6 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 15:00,Bhatia R. (3),,,,,,,0,1.91,1.80
23. 05. 2025 -,Plekhanova D. (5),,,,,,,0,,
23. 05. 2025 15:00,Duerst J. (1),,,,,,,0,1.67,1.97
23. 05. 2025 -,Zamarripa A.,,,,,,,0,,
23. 05. 2025 15:00,Snells J.,,,,,,,0,3.20,1.30
23. 05. 2025 -,Payne B.,,,,,,,0,,
23. 05. 2025 15:00,Ekstrand M. (6),,,,,,,1,1.92,1.79
23. 05. 2025 -,Scott K. (2),,,,,,,1,,
Time,Santo Domingo 3 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 17:00,Pedretti T. (7),,,,,,,0,1.50,2.43
23. 05. 2025 -,Tona M. (3),,,,,,,0,,
23. 05. 2025 17:00,Arakawa H. (4),,,,,,,0,1.73,1.99
23. 05. 2025 -,Van De Peer V. (12),,,,,,,0,,
23. 05. 2025 17:00,Papamichail D. (1),,,,,,,0,1.37,2.87
23. 05. 2025 -,Pace F. (10),,,,,,,0,,
23. 05. 2025 18:00,Jokic K. (9),,,,,,,0,1.32,3.10
23. 05. 2025 -,Allen V.,,,,,,,0,,
Time,UTR Pro Tennis Series 5,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 08:00,Lazarova V.,,,,,,,0,1.90,1.73
23. 05. 2025 -,Radulova Y.,,,,,,,0,,
23. 05. 2025 09:00,Hurkacz N.,,,,,,,0,4.57,1.15
23. 05. 2025 -,Molnar K.,,,,,,,0,,
23. 05. 2025 09:00,Damaskova K.,,,,,,,0,1.13,4.70
23. 05. 2025 -,Krymlova M.,,,,,,,0,,
23. 05. 2025 09:00,Komlodi K.,,,,,,,0,,
23. 05. 2025 -,Bak Szabo N.,,,,,,,0,,
23. 05. 2025 09:10,Stevanovic A.,,,,,,,0,1.56,2.22
23. 05. 2025 -,Mateva A.,,,,,,,0,,
23. 05. 2025 09:45,Toneva E.,,,,,,,0,,
23. 05. 2025 -,Mihaylova G.,,,,,,,0,,
23. 05. 2025 10:15,Perhacova T.,,,,,,,0,2.62,1.40
23. 05. 2025 -,Czajka A.,,,,,,,0,,
23. 05. 2025 10:20,Dunda K.,,,,,,,0,10.33,1.01
23. 05. 2025 -,Grammatikopoulou V.,,,,,,,0,,
23. 05. 2025 11:00,Cisovska R.,,,,,,,0,8.00,1.03
23. 05. 2025 -,Kulikova A.,,,,,,,1,,
23. 05. 2025 11:10,Coreisa R.,,,,,,,0,,
23. 05. 2025 -,Karatancheva A.,,,,,,,0,,
23. 05. 2025 11:30,Shoshyna D.,,,,,,,0,1.01,10.33
23. 05. 2025 -,Nanova G.,,,,,,,0,,
23. 05. 2025 11:35,Chramcova V.,,,,,,,0,1.11,5.25
23. 05. 2025 -,Molchanova O.,,,,,,,0,,
23. 05. 2025 12:10,Alexandrova R.,,,,,,,0,1.47,2.43
23. 05. 2025 -,Iancu A.,,,,,,,0,,
23. 05. 2025 12:45,Velikova D.,,,,,,,0,,
23. 05. 2025 -,Pire F.,,,,,,,0,,
Time,Estepona ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 11:00,Bouzo Zanotti N.,,,,,,,1,2.42,1.50
23. 05. 2025 -,Weckerle M.,,,,,,,0,,
23. 05. 2025 12:00,Vlasselaer C. (3),,,,,,,0,2.38,1.52
23. 05. 2025 -,Stoiber R. (6),,,,,,,1,,
23. 05. 2025 12:30,Wobker I.,,,,,,,0,,
23. 05. 2025 -,Gillan A.,,,,,,,0,,
23. 05. 2025 14:00,Karunaratne A.,,,,,,,0,1.81,1.89
23. 05. 2025 -,Burdina E.,,,,,,,0,,
Time,Fukui ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 03:00,Kinoshita H. (2),2,3,6,6,,,,1.31,3.20
23. 05. 2025 -,Miyamoto A. (6),1,6,4,4,,,,,
23. 05. 2025 03:00,Tsujioka S.,2,6,6,,,,,1.18,4.24
23. 05. 2025 -,Koyama H.,0,3,1,,,,,,
23. 05. 2025 03:10,Mushika M. (4),2,6,6,,,,,1.41,2.69
23. 05. 2025 -,Nishino N.,0,3,3,,,,,,
23. 05. 2025 03:10,Kobayashi H. (3),2,6,7,,,,,2.52,1.47
23. 05. 2025 -,Noguchi S.,0,3,5,,,,,,
Time,Maanshan 4 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 04:00,Plipuech P. (7),2,7,6,,,,,1.90,1.80
23. 05. 2025 -,Jialin T.,0,64,3,,,,,,
23. 05. 2025 04:10,Yang Y. (3),2,6,6,,,,,1.22,3.86
23. 05. 2025 -,Wang J.,0,0,4,,,,,,
23. 05. 2025 04:10,Nugroho P. (1),2,6,6,,,,,1.10,6.09
23. 05. 2025 -,Guo M. (6),0,1,3,,,,,,
23. 05. 2025 05:55,Zhang J.,2,6,2,7,,,,2.82,1.38
23. 05. 2025 -,Liu F. (2),1,2,6,67,,,,,
Time,Monastir 36 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 10:40,Khayrutdinova E.,,,,,,,0,1.41,2.69
23. 05. 2025 -,Bhunu V.,,,,,,,0,,
23. 05. 2025 10:40,Sramkova T.,,,,,,,0,4.23,1.19
23. 05. 2025 -,Noel C.,,,,,,,0,,
23. 05. 2025 10:40,Navarro Oliva M.,,,,,,,0,3.57,1.26
23. 05. 2025 -,Penickova K.,,,,,,,0,,
23. 05. 2025 11:45,Penickova A.,,,,,,,0,1.96,1.76
23. 05. 2025 -,Dunne K.,,,,,,,0,,
Time,Trelew 2 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 16:00,Labrana F. (1),,,,,,,0,1.42,2.68
23. 05. 2025 -,Vergara Rivera A. (8),,,,,,,1,,
23. 05. 2025 16:00,Markus C. (6),,,,,,,0,2.42,1.50
23. 05. 2025 -,Romero C. (3),,,,,,,1,,
23. 05. 2025 17:30,Ccuno R. (5),,,,,,,0,3.61,1.25
23. 05. 2025 -,Bosio V. (2),,,,,,,1,,
23. 05. 2025 19:00,Capurro Taborda M. (4),,,,,,,1,1.52,2.36
23. 05. 2025 -,McNeil C. (7),,,,,,,0,,
Time,Tsaghkadzor 2 ITF,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 08:05,Kroitor K. (6),2,6,6,,,,,1.06,7.55
23. 05. 2025 -,Teso K.,0,0,2,,,,,,
23. 05. 2025 08:10,Yushchenko V. (4),2,6,6,,,,,1.07,6.89
23. 05. 2025 -,Dapkute I.,0,0,0,,,,,,
23. 05. 2025 08:15,Tkachenko A.,2,6,6,,,,,6.91,1.07
23. 05. 2025 -,Nepliy E. (5),0,4,1,,,,,,
23. 05. 2025 08:35,Vogt M. (3),2,6,6,,,,,1.87,1.84
23. 05. 2025 -,Horvit M. (8),0,1,4,,,,,,
Time,UTR Pro Match Series,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 18:00,Bruno A.,,,,,,,0,1.82,1.82
23. 05. 2025 -,Goetz T.,,,,,,,0,,
23. 05. 2025 18:00,Dunac E.,,,,,,,0,3.00,1.30
23. 05. 2025 -,Kovalcik J.,,,,,,,0,,
23. 05. 2025 19:10,Bencheikh L.,,,,,,,0,1.10,6.50
23. 05. 2025 -,Cerda P.,,,,,,,1,,
23. 05. 2025 19:10,Madatali A.,,,,,,,0,3.32,1.98
23. 05. 2025 -,Rabjohns A.,,,,,,,0,,
23. 05. 2025 21:00,Madatali A.,,,,,,,0,,
23. 05. 2025 -,Gonzalez K.,,,,,,,0,,
23. 05. 2025 22:10,Madatali S.,,,,,,,0,,
23. 05. 2025 -,Souhrada S.,,,,,,,0,,
Time,French Open,S,1,2,3,4,5,H2H,H,A,header
23. 05. 2025 11:10,Klimovicova L.,,,,,,,0,1.91,1.84
23. 05. 2025 -,Romero Gormaz L. (27),,,,,,,0,,
23. 05. 2025 11:10,Starodubtseva Y. (1),,,,,,,0,2.13,1.68
23. 05. 2025 -,Bejlek S.,,,,,,,0,,
23. 05. 2025 11:10,Sierra S. (9),,,,,,,0,1.68,2.14
23. 05. 2025 -,Wang X. (29),,,,,,,0,,
23. 05. 2025 11:10,Mikulskyte J.,,,,,,,0,7.65,1.08
23. 05. 2025 -,Carle M. (18),,,,,,,0,,
23. 05. 2025 11:10,Townsend T. (6),,,,,,,0,1.57,2.33
23. 05. 2025 -,Saville D. (26),,,,,,,1,,
23. 05. 2025 12:40,Mboko V.,,,,,,,0,1.46,2.65
23. 05. 2025 -,Juvan K.,,,,,,,0,,
23. 05. 2025 12:40,Sobolieva A.,,,,,,,0,4.06,1.22
23. 05. 2025 -,Jones F. (22),,,,,,,1,,
23. 05. 2025 12:40,Bulgaru M.,,,,,,,0,2.84,1.40
23. 05. 2025 -,Riera J.,,,,,,,2,,
23. 05. 2025 12:40,Garland J.,,,,,,,1,1.92,1.83
23. 05. 2025 -,Friedsam A.,,,,,,,2,,
23. 05. 2025 14:10,Stefanini L.,,,,,,,0,2.09,1.70
23. 05. 2025 -,Erjavec V.,,,,,,,0,,
23. 05. 2025 14:10,Valentova T.,,,,,,,0,1.49,2.56
23. 05. 2025 -,Waltert S.,,,,,,,0,,
