56.,Shevchenko Alexander, Kazakhstan,875
57.,Diaz Acosta Facundo, Argentina,865
58.,Ofner Sebastian, Austria,854
59.,Nishioka Yoshihito, Japan,849
60.,Rinderknech Arthur, France,843
61.,Bautista-Agut Roberto, Spain,841
62.,Munar Jaume, Spain,839
63.,Kotov Pavel, Russia,832
64.,Davidovich Fokina Alejandro, Spain,820
65.,Goffin David, Belgium,812
66.,Mensik Jakub, Czech Republic,797
67.,Van De Zandschulp Botic, Netherlands,794
68.,Lajovic Dusan, Serbia,791
69.,Safiullin Roman, Russia,790
70.,Moutet Corentin, France,751
71.,Muller Alexandre, France,748
72.,Duckworth James, Australia,748
73.,Kovacevic Aleksandar, USA,740
74.,Bergs Zizou, Belgium,738
75.,Monteiro Thiago, Brazil,736
76.,Hijikata Rinky, Australia,718
77.,Gaston Hugo, France,714
78.,Kokkinakis Thanasi, Australia,712
79.,O'Connell Christopher, Australia,700
80.,Fognini Fabio, Italy,691
81.,Koepfer Dominik, Germany,686
82.,Hanfmann Yannick, Germany,681
83.,Nagal Sumit, India,681
84.,Altmaier Daniel, Germany,675
85.,Ruusuvuori Emil, Finland,673
86.,Fucsovics Marton, Hungary,659
87.,Seyboth Wild Thiago, Brazil,656
88.,Nardi Luca, Italy,647
89.,Purcell Max, Australia,625
90.,Vukic Aleksandar, Australia,624
91.,Daniel Taro, Japan,619
92.,Cazaux Arthur, France,608
93.,Coria Federico, Argentina,606
94.,Dzumhur Damir, Bosnia and Herzeg.,605
95.,Walton Adam, Australia,604
96.,Yunchaokete Bu, China,584
97.,Tirante Thiago Agustin, Argentina,584
98.,Coric Borna, Croatia,582
99.,Halys Quentin, France,578
100.,Kukushkin Mikhail, Kazakhstan,561
101.,Shapovalov Denis, Canada,560
102.,Comesana Francisco, Argentina,559
103.,Bellucci Mattia, Italy,554
104.,Harris Billy, Great Britain,552
105.,Diallo Gabriel, Canada,543
106.,Marterer Maximilian, Germany,543
107.,Dellien Hugo, Bolivia,542
108.,Ajdukovic Duje, Croatia,539
109.,Passaro Francesco, Italy,527
110.,Virtanen Otto, Finland,521
111.,Van Assche Luca, France,519
112.,Ugo Carabelli Camilo, Argentina,518
113.,Djere Laslo, Serbia,516
114.,Eubanks Christopher, USA,512
115.,Mayot Harold, France,493
116.,Vacherot Valentin, Monaco,491
117.,Tseng Chun Hsin, Chinese Taipei,489
118.,Harris Lloyd, RSA,488
119.,Garin Cristian, Chile,488
120.,Gasquet Richard, France,487
121.,Ritschard Alexander, Switzerland,485
122.,Klein Lukas, Slovakia,482
123.,Kovalik Jozef, Slovakia,475
124.,Pouille Lucas, France,472
125.,Herbert Pierre-Hugues, France,468
126.,Fearnley Jacob, Great Britain,463
127.,Galan Daniel Elahi, Colombia,461
128.,De Jong Jesper, Netherlands,460
129.,Riedi Leandro, Switzerland,456
130.,Burruchaga Roman Andres, Argentina,452
131.,Svajda Zachary, USA,452
132.,Bagnis Facundo, Argentina,450
133.,Ramos-Vinolas Albert, Spain,442
134.,Wong Coleman, Hong Kong,441
135.,Medjedovic Hamad, Serbia,440
136.,Uchiyama Yasutaka, Japan,433
137.,Trungelliti Marco, Argentina,429
138.,Lestienne Constant, France,428
139.,Karatsev Aslan, Russia,418
140.,Blanchet Ugo, France,416
141.,Hong Seong Chan, South Korea,413
142.,Krueger Mitchell, USA,412
143.,Kopriva Vit, Czech Republic,411
144.,Albot Radu, Moldavsko,411
145.,Moreno De Alboran Nicolas, USA,411
146.,Mochizuki Shintaro, Japan,408
147.,Majchrzak Kamil, Poland,399
148.,Barrere Gregoire, France,394
149.,Napolitano Stefano, Italy,394
150.,Grenier Hugo, France,388
151.,Tien Learner, USA,384
152.,Kym Jerome, Switzerland,383
153.,Moro Canas Alejandro, Spain,381
154.,Nadal Rafael, Spain,380
155.,Gigante Matteo, Italy,380
156.,Heide Gustavo, Brazil,375
157.,Fonseca Joao, Brazil,374
158.,Gomez Federico Agustin, Argentina,373
159.,Barrios Vera Marcelo Tomas, Chile,370
160.,Roca Batalla Oriol, Spain,370
161.,Atmane Terence, France,369
162.,Brouwer Gijs, Netherlands,366
163.,Faria Jaime, Portugal,366
164.,Droguet Titouan, France,361
165.,Shimabukuro Sho, Japan,355
166.,Meligeni Rodrigues Alves Felipe, Brazil,353
167.,Holmgren August, Denmark,353
168.,Rocha Henrique, Portugal,350
169.,Wolf Jeffrey John, USA,349
170.,Rodionov Jurij, Austria,348
171.,Huesler Marc-Andrea, Switzerland,348
172.,McDonald Mackenzie, USA,342
173.,Schoolkate Tristan, Australia,342
174.,Bonzi Benjamin, France,338
175.,Kasnikowski Maks, Poland,337
176.,Evans Daniel, Great Britain,334
177.,Popko Dmitry, Kazakhstan,330
178.,Choinski Jan, Great Britain,327
179.,Kachmazov Alibek, Russia,327
180.,Gaubas Vilius, Lithuania,324
181.,Jacquet Kyrian, France,323
182.,Royer Valentin, France,322
183.,Hsu Yu Hsiou, Chinese Taipei,321
184.,Kypson Patrick, USA,320
185.,Dellien Murkel, Bolivia,319
186.,Jubb Paul, Great Britain,316
187.,Squire Henri, Germany,314
188.,Bolt Alex, Australia,312
189.,Shelbayh Abedallah, Jordan,312
190.,Varillas Juan Pablo, Peru,311
191.,Collignon Raphael, Belgium,309
192.,Hassan Benjamin, Lebanon,305
193.,Tu Li, Australia,304
194.,Nava Emilio, USA,300
195.,Skatov Timofey, Kazakhstan,299
196.,Zhukayev Beibit, Kazakhstan,298
197.,Yevseyev Denis, Kazakhstan,295
198.,Taberner Carlos, Spain,291
199.,Travaglia Stefano, Italy,291
200.,Nishikori Kei, Japan,288
201.,Carreno-Busta Pablo, Spain,287
202.,Holt Brandon, USA,287
203.,Zeppieri Giulio, Italy,286
204.,Martineau Matteo, France,286
205.,Hardt Nick, Dominican Rep.,285
206.,Cerundolo Juan Manuel, Argentina,285
207.,Ficovich Juan Pablo, Argentina,284
208.,Damm Martin (2003), USA,283
209.,Pellegrino Andrea, Italy,283
210.,Mena Facundo, Argentina,283
211.,Buse Ignacio, Peru,282
212.,Couacaud Enzo, France,278
213.,Jasika Omar, Australia,277
214.,Andreev Adrian, Bulgaria,277
215.,Cressy Maxime, USA,276
216.,De Loore Joris, Belgium,273
217.,Chidekh Clement, France,271
218.,Escoffier Antoine, France,271
219.,Barranco Cosano Javier, Spain,268
220.,Schwartzman Diego, Argentina,266
221.,Janvier Maxime, France,266
222.,Rodriguez Taverna Santiago, Argentina,258
223.,Kudla Denis, USA,257
224.,Quinn Ethan, USA,257
225.,Mmoh Michael, USA,255
226.,Dougaz Aziz, Tunisia,252
227.,Basavareddy Nishesh, USA,247
228.,Arnaboldi Federico, Italy,247
229.,Collarini Andrea, Argentina,245
230.,Lajal Mark, Estonia,244
231.,Boyer Tristan, USA,244
232.,Tomic Bernard, Australia,244
233.,Wawrinka Stan, Switzerland,243
234.,Sultanov Khumoun, Uzbekistan,243
235.,Bueno Gonzalo, Peru,243
236.,Jianu Filip Cristian, Romania,243
237.,Mejia Nicolas, Colombia,242
238.,Hemery Calvin, France,242
239.,Ymer Elias, Sweden,241
240.,Landaluce Martin, Spain,241
241.,Misolic Filip, Austria,240
242.,Raonic Milos, Canada,240
243.,Blancaneaux Geoffrey, France,239
244.,Molleker Rudolf, Germany,239
245.,Thiem Dominic, Austria,238
246.,Vavassori Andrea, Italy,238
247.,Andrade Andres, Ecuador,235
248.,Blockx Alexander, Belgium,232
249.,Piros Zsombor, Hungary,231
250.,Moller Elmer, Denmark,231
251.,Cachin Pedro, Argentina,227
252.,Mager Gianluca, Italy,227
253.,Polmans Marc, Australia,227
254.,Galarneau Alexis, Canada,223
255.,Shimizu Yuta, Japan,222
256.,Broom Charles, Great Britain,219
257.,Draxl Liam, Canada,218
258.,Crawford Oliver, Great Britain,215
259.,Trotter James, Japan,214
260.,Guillen Meza Alvaro, Ecuador,213
261.,Fery Arthur, Great Britain,209
262.,Bai Yan, China,209
263.,Paire Benoit, France,209
264.,Llamas Ruiz Pablo, Spain,206
265.,Habib Hady, Lebanon,205
266.,Dalla Valle Enrico, Italy,205
267.,Gerasimov Egor, Belarus,202
268.,Debru Gabriel, France,200
269.,Clarke Jay, Great Britain,200
270.,Neumayer Lukas, Austria,199
271.,Rincon Daniel, Spain,198
272.,Vincent Ruggeri Samuel, Italy,198
273.,Masur Daniel, Germany,197
274.,Den Ouden Guy, Netherlands,196
275.,Dodig Matej, Croatia,195
276.,Sweeny Dane, Australia,192
277.,Sharipov Marat (2002), Russia,191
278.,Zapata Miralles Bernabe, Spain,189
279.,Nicod Jakub, Czech Republic,189
280.,Olivo Renzo, Argentina,189
281.,Oliveira Gonzalo, Venezuela,189
282.,Houkes Max, Netherlands,188
283.,Vrbensky Michael, Czech Republic,186
284.,Sakamoto Pedro, Brazil,186
285.,Guinard Manuel, France,183
286.,Vallejo Adolfo Daniel, Paraguay,183
287.,Marie Jules, France,183
288.,Bertrand Robin, France,183
289.,Giustino Lorenzo, Italy,182
290.,Cretu Cezar (2001), Romania,181
291.,Bertola Remy, Switzerland,180
292.,Onclin Gauthier, Belgium,179
293.,Alves Mateus (2001), Brazil,178
294.,Svrcina Dalibor, Czech Republic,178
295.,Noguchi Rio, Japan,178
296.,McCabe James, Australia,176
297.,Martin Tiffon Pol, Spain,176
298.,Spizzirri Eliot, USA,175
299.,Sell Karue, Brazil,175
300.,Fonio Giovanni, Italy,175
301.,Novak Dennis, Austria,174
302.,Kirkin Ergi, Turkey,171
303.,Elias Gastao, Portugal,170
304.,Ursu Vadym, Ukraine,170
305.,Mayo Aidan, USA,168
306.,Opelka Reilly, USA,167
307.,Kwiatkowski Thai-Son, USA,167
308.,Soto Matias, Chile,167
309.,Torres Juan Bautista, Argentina,166
310.,Gakhov Ivan, Russia,166
311.,Klizan Martin, Slovakia,165
312.,Sanchez Izquierdo Nikolas, Spain,165
313.,Naw Hazem, Syria,164
314.,Wu Tung-lin, Chinese Taipei,164
315.,Marchenko Illya, Ukraine,163
316.,Zakharov Alexey, Russia,163
317.,Maestrelli Francesco, Italy,163
318.,Sekulic Philip, Australia,162
319.,Sels Jelle, Netherlands,162
320.,Tabur Clement, France,162
321.,Gill Felix, Great Britain,161
322.,Gea Arthur, France,160
323.,Agamenone Franco, Italy,159
324.,Hussey Giles, Great Britain,158
325.,Berankis Ricardas, Lithuania,157
326.,Poljicak Mili, Croatia,157
327.,Stricker Dominic, Switzerland,156
328.,Basilashvili Nikoloz, Georgia,156
329.,Molcan Alex, Slovakia,155
330.,Forejtek Jonas, Czech Republic,155
331.,Berrettini Jacopo, Italy,154
332.,Jorda Sanchis David, Spain,154
333.,Merida Aguilar Daniel, Spain,154
334.,Ramanathan Ramkumar, India,153
335.,Nakagawa Naoki, Japan,151
336.,Prado Angelo Juan Carlos, Bolivia,150
337.,Watanuki Yosuke, Japan,149
338.,Kopp Sandro, Austria,149
339.,Geerts Michael, Belgium,148
340.,Pucinelli De Almeida Matheus, Brazil,147
341.,Bellier Antoine, Switzerland,146
342.,Rehberg Max Hans, Germany,146
343.,Krumich Martin, Czech Republic,146
344.,Kwon Soon Woo, South Korea,145
345.,Kuhn Nicola, Germany,144
346.,Fanselow Sebastian, Germany,144
347.,Lock Benjamin, Zimbabwe,144
348.,Prizmic Dino, Croatia,143
349.,Kozlov Stefan, USA,141
350.,Pavlovic Luka, France,141
351.,Ionel Nicholas David, Romania,140
352.,Sun Fajing, China,139
353.,Picchione Andrea, Italy,139
354.,Roncadelli Franco, Uruguay,138
355.,Henning Philip, RSA,137
356.,Olivieri Genaro Alberto, Argentina,137
357.,Chazal Maxime, France,136
358.,Boitan Gabi Adrian, Romania,136
359.,Dutra da Silva Daniel, Brazil,136
360.,Kuzmanov Dimitar, Bulgaria,135
361.,Sanchez Jover Carlos, Spain,135
362.,Campana Lee Gerard, South Korea,135
363.,Vatutin Alexey, Russia,135
364.,Paulson Andrew, Czech Republic,134
365.,Butvilas Edas, Lithuania,134
366.,Edmund Kyle, Great Britain,133
367.,Weis Alexander, Italy,133
368.,Damas Miguel, Spain,131
369.,Ellis Blake, Australia,131
370.,Cecchinato Marco, Italy,130
371.,Fatic Nerman, Bosnia and Herzeg.,130
372.,Michalski Daniel, Poland,129
373.,Cilic Marin, Croatia,128
374.,Schwaerzler Joel, Austria,128
375.,Cui Jie, China,128
376.,Bourgue Mathias, France,127
377.,Mikrut Luka, Croatia,127
378.,Marti Pujolras Alex, Spain,127
379.,Reis Da Silva Joao Lucas, Brazil,126
380.,Kodat Toby Alex, USA,126
381.,Lingua Lavallen Alejo Lorenzo, Argentina,125
382.,Lamasine Tristan, France,125
383.,Uchida Kaichi, Japan,125
384.,Bobrov Bogdan, Russia,124
385.,Van Wyk Kris, RSA,124
386.,Aboian Valerio, Argentina,124
387.,Dellavedova Matthew, Australia,124
388.,Tiurnev Evgenii, Russia,123
389.,Artnak Bor, Slovenia,122
390.,Glinka Daniil, Estonia,122
391.,Cid Subervi Roberto, Dominican Rep.,121
392.,Seggerman Ryan, USA,120
393.,Erhard Mathys, France,120
394.,Vesely Jiri, Czech Republic,119
395.,Sandgren Tennys, USA,119
396.,Valkusz Mate, Hungary,117
397.,Marmousez Lilian, France,117
398.,Escobedo Ernesto, Mexico,116
399.,Prihodko Oleg, Ukraine,116
400.,Moriya Hiroki, Japan,116
401.,Mott Blake, Australia,116
402.,Echargui Moez, Tunisia,116
403.,Moeller Marvin, Germany,115
404.,Poullain Lucas, France,115
405.,Kuzuhara Bruno, USA,115
406.,Gombos Norbert, Slovakia,114
407.,Sachko Vitaliy, Ukraine,114
408.,Mukund Sasi Kumar, India,114
409.,Ambrogi Luciano Emanuel, Argentina,113
410.,Barroso Campos Alberto, Spain,113
411.,Villanueva Gonzalo, Argentina,113
412.,Nesterov Petr, Bulgaria,112
413.,Luz Orlando, Brazil,111
414.,Brancaccio Raul, Italy,110
415.,Feldbausch Kilian, Switzerland,109
416.,Denolly Corentin, France,109
417.,Safwat Mohamed, Egypt,108
418.,Ovcharenko Oleksandr, Ukraine,107
419.,Bouquier Arthur, France,107
420.,Coulibaly Eliakim, Ivory Coast,107
421.,Barton Hynek, Czech Republic,106
422.,Ilagan Andre, USA,106
423.,Paul Jakub, Switzerland,106
424.,Gengel Marek, Czech Republic,105
425.,Negritu Christoph, Germany,104
426.,Nijboer Ryan, Netherlands,103
427.,Purtseladze Saba, Georgia,103
428.,Simakin Ilia, Russia,100
429.,Piraino Gabriele, Italy,100
430.,Strombachs Robert, Latvia,100
431.,Imai Shintaro, Japan,99
432.,Serafini Marcello, Italy,99
433.,Alvarez Varona Nicolas, Spain,99
434.,Delaney Jake, Australia,99
435.,McHugh Aidan, Great Britain,99
436.,Popovic Stefan, Serbia,99
437.,Gojo Borna, Croatia,98
438.,Bonadio Riccardo, Italy,98
439.,Serdarusic Nino, Croatia,98
440.,Handel Tim, Germany,98
441.,Gautier Alexis, France,98
442.,Justo Guido Ivan, Argentina,98
443.,Lopez Montagud Carlos, Spain,98
444.,Pennaforti Gabriele, Italy,98
445.,Peniston Ryan, Great Britain,97
446.,Zhou Yi, China,97
447.,Pacheco Mendez Rodrigo, Mexico,97
448.,Milev Yanaki, Bulgaria,97
449.,Martin Andres, USA,96
450.,Topo Marko, Germany,96
451.,Alcala Gurri Max, Spain,96
452.,Pinnington Jones Jack, Great Britain,95
453.,Pecci Alessandro, Italy,95
454.,Casanova Hernan, Argentina,94
455.,Matusevich Anton, Great Britain,93
456.,Lokoli Laurent, France,93
457.,Adams Harrison, USA,93
458.,Brunold Mika, Switzerland,93
459.,Rodesch Chris, Luxembourg,92
460.,Ilkel Cem, Turkey,92
461.,Pereira Jose, Brazil,92
462.,Pannu Kiranpal, New Zealand,92
463.,Kolar Zdenek, Czech Republic,92
464.,Gueymard Wayenburg Sascha, France,92
465.,Soriano Barrera Adria, Colombia,91
466.,Bicknell Blaise, Jamaica,91
467.,Oliel Yshai, Israel,91
468.,Oberleitner Neil, Austria,91
469.,Sousa Joao, Portugal,90
470.,Kumar Omni, USA,90
471.,Donskoy Evgeny, Russia,90
472.,Gerch Lucas, Germany,89
473.,Wenger Damien, Switzerland,89
474.,Karlovskiy Evgeny, Russia,88
475.,Colson Tibo, Belgium,87
476.,Imamura Masamichi, Japan,87
477.,Farjat Tomas, Argentina,87
478.,Gentzsch Tom, Germany,87
479.,Langmo Christian, USA,85
480.,Tomescu Dan Alexandru, Romania,85
481.,Broady Liam, Great Britain,84
482.,Johns Garrett, USA,84
483.,Vanshelboim Eric, Ukraine,84
484.,Andreozzi Guido, Argentina,83
485.,Agwi Michael, Ireland,83
486.,Oradini Giovanni, Italy,83
487.,Silva Frederico Ferreira, Portugal,83
488.,Compagnucci Tommaso, Italy,83
489.,Durasovic Viktor, Norway,83
490.,Stewart Hamish, Great Britain,82
491.,Gulin Svyatoslav, Russia,82
492.,Bittoun Kouzmine Constantin, France,82
493.,Sanchez Quilez Alejo, Spain,82
494.,Lavagno Edoardo, Italy,81
495.,Gaio Federico, Italy,81
496.,Rai Ajeet, New Zealand,81
497.,Wessels Louis, Germany,81
498.,Added Dan, France,81
499.,Kestelboim Mariano, Argentina,80
500.,Ayeni Alafia, USA,80
501.,Midon Lautaro, Argentina,80
502.,Agafonov Egor, Russia,80
503.,Klier Junior Gilbert, Brazil,79
504.,Cias Pawel, Poland,79
505.,Shiraishi Hikaru, Japan,79
506.,Rosenkranz Mats, Germany,79
507.,Sakellaridis Stefanos, Greece,79
508.,Dzhavakian Yurii, Ukraine,79
509.,Saville Luke, Australia,78
510.,Bertran Peter, Dominican Rep.,78
511.,Cukierman Daniel, Israel,77
512.,Gray Alastair, Great Britain,77
513.,Ochi Makoto, Japan,77
514.,Bax Florent, France,77
515.,Palosi Stefan, Romania,76
516.,Araujo Pedro (2002), Portugal,76
517.,Kumasaka Takuya, Japan,75
518.,Iannaccone Federico, Italy,75
519.,Bakshi Aleksandre, Georgia,75
520.,Kivattsev Kirill, Russia,75
521.,Papoe Radu Mihai, Romania,74
522.,Parker Stuart, Great Britain,74
523.,Samrej Kasidit, Thailand,74
524.,Bradshaw Jacob, Australia,74
525.,Vale Duarte, Portugal,74
526.,De Krom Michiel, Netherlands,74
527.,Wiskandt Max, Germany,74
528.,Pereira Tiago, Portugal,74
529.,Engel Justin, Germany,73
530.,Gimeno Valero Carlos, Spain,73
531.,Bielinskyi Viacheslav, Ukraine,73
532.,Pokorny Lukas, Slovakia,73
533.,Caruso Salvatore, Italy,71
534.,Searle Henry, Great Britain,71
535.,Giannessi Alessandro, Italy,71
536.,Isomura Kokoro, Japan,71
537.,Pieczkowski Olaf, Poland,71
538.,Erel Yanki, Turkey,70
539.,Fomin Sergey, Uzbekistan,70
540.,Juarez Facundo, Italy,69
541.,Diez Steven, Canada,69
542.,Smith Keegan, USA,69
543.,Ly Nam Hoang, Viet Nam,68
544.,Vylegzhanin Nikolay, Russia,68
545.,Aboian Leonardo, Argentina,68
546.,Kirchheimer Strong, USA,67
547.,Takahashi Yusuke, Japan,67
548.,Krutykh Oleksii, Ukraine,67
549.,Smith Colton, USA,66
550.,Porras Julio Cesar, Argentina,66
551.,Cadenasso Gianluca, Italy,66
552.,Bouquet Lucas, France,66
553.,Rodriguez Lorenzo Joaquin, Argentina,66
554.,Ferrari Gianmarco, Italy,66
555.,Gavrielides Liam, Germany,66
556.,Martin Andrej, Slovakia,65
557.,Bar Biryukov Petr, Russia,65
558.,Leite Wilson, Brazil,65
559.,Jung Jason, Chinese Taipei,64
560.,Ejupovic Elmar, Germany,64
561.,Slump Stijn, Netherlands,64
562.,Boscardin Dias Pedro, Brazil,64
563.,Orlov Vladyslav, Ukraine,64
564.,Wu Yibing, China,63
565.,Snitari Ilya, Moldavsko,63
566.,Guerrieri Andrea, Italy,62
567.,Domingues Joao, Portugal,62
568.,Peliwo Filip, Poland,62
569.,Borg Leo, Sweden,61
570.,Loffhagen George, Great Britain,60
571.,Visker Niels, Netherlands,60
572.,Kellovsky Dominik, Czech Republic,60
573.,Barreto Sanchez Diego Augusto, Spain,60
574.,Gima Sebastian, Romania,60
575.,Martinez Alex, Spain,59
576.,Basic Mirza, Bosnia and Herzeg.,59
577.,Mo Ye Cong, China,59
578.,Pichler David, Austria,59
579.,Palan Dominik, Czech Republic,59
580.,Singh Karan, India,59
581.,Chappell Nick, USA,59
582.,Lopez Morillo Imanol, Spain,59
583.,Matsuda Ryuki, Japan,59
584.,Oetzbach Adrian, Germany,59
585.,Taguchi Ryotaro, Japan,58
586.,Broska Florian, Germany,58
587.,Zahraj Patrick, Germany,58
588.,Sorger Sebastian, Austria,58
589.,Copil Marius, Romania,57
590.,Nam Ji Sung, South Korea,57
591.,Maloney Patrick, USA,57
592.,Shin Sanhui, South Korea,57
593.,Andaloro Fabrizio, Italy,57
594.,Hudd Emile, Great Britain,57
595.,Paz Juan Pablo, Argentina,57
596.,Vishwakarma Siddharth, India,56
597.,Kingsley Cannon, USA,56
598.,Schiessl Joao Eduardo, Brazil,56
599.,Beckley Alec, RSA,56
600.,Gonzalez Fernandez Mario, Spain,56
601.,Friberg Karl, Sweden,55
602.,Paris Tom, France,55
603.,Te Rigele, China,55
604.,Gimenez Igor, Brazil,55
605.,Celikbilek Altug, Turkey,54
606.,Blanch Dali, USA,54
607.,Braswell Micah, USA,53
608.,Ribeiro Eduardo, Brazil,53
609.,Zink Tyler, USA,52
610.,Jong Sander, Netherlands,52
611.,Barrena Alex, Argentina,51
612.,Heller Peter, Germany,51
613.,Wassermann Deney, Netherlands,51
614.,Barreiros Reyes Mateo, Brazil,51
615.,Kimhi Orel, Israel,51
616.,Huang Tsung-Hao, Chinese Taipei,51
617.,Trongcharoenchaikul Wishaya, Thailand,51
618.,Bouzige Moerani, Australia,51
619.,Johnson Steve, USA,50
620.,Bailly Gilles Arnaud, Belgium,50
621.,Corwin Felix, USA,50
622.,Wehnelt Kai, Germany,50
623.,Obradovic Dusan, Serbia,50
624.,Tarvet Oliver, Great Britain,49
625.,Svajda Trevor, USA,49
626.,Krajinovic Filip, Serbia,49
627.,Cassone Murphy, USA,49
628.,Rybakov Alex, USA,49
629.,Sinclair Colin, N. Mariana Isl.,49
630.,Fajta Peter, Hungary,49
631.,Chepelev Andrey, Russia,49
632.,Bondioli Federico, Italy,49
633.,Beaupain Simon, Belgium,49
634.,Knaff Alex, Luxembourg,49
635.,Montes-De La Torre Inaki, Spain,48
636.,Shah Aryan, India,48
637.,Hoang Antoine, France,48
638.,La Serna Juan Manuel, Argentina,48
639.,Giunta Massimo, Italy,48
640.,Shin Woobin, South Korea,48
641.,Wallart Enzo, France,48
642.,Elsayed Amr, Egypt,48
643.,Otte Oscar, Germany,47
644.,Reymond Arthur, France,47
645.,Kang Kyle, USA,47
646.,Rivet Maxence, France,47
647.,Gadamauri Buvaysar, Belgium,47
648.,Melzer Gerald, Austria,46
649.,Forti Francesco, Italy,46
650.,Gomez Juan Sebastian, Colombia,46
651.,Polukhin Savva, Russia,46
652.,Winter Edward, Australia,46
653.,Pawelski Martyn, Poland,46
654.,Rossi Leonardo, Italy,46
655.,Bocchi Lorenzo, Italy,45
656.,Djuric Branko, Serbia,45
657.,Benchetrit Elliot, Morocco,45
658.,Tammaro Mariano, Italy,45
659.,Demanet Emilien, Belgium,45
660.,Karol Milos, Slovakia,45
661.,Jones Ben, Great Britain,45
662.,Fernandez Flores Diego, Chile,45
663.,Basing Max, Great Britain,44
664.,Badenhorst Devin, RSA,44
665.,Banerjee Samir, USA,44
666.,Stodder Timo, Germany,44
667.,Rodriguez Rodriguez Johan Alexander, Colombia,44
668.,Weber Arthur, France,44
669.,Ghibaudo Antoine, France,44
670.,Grant William, USA,44
671.,Zanellato Nicolas, Brazil,44
672.,Pontjodikromo Sidane, Netherlands,44
673.,Legout Timo, France,43
674.,Neff Adam, USA,43
675.,Decamps Gabriel, Brazil,43
676.,Malige Mae, France,43
677.,Monday Johannus, Great Britain,42
678.,Sperle John, Germany,42
679.,Vilicich Bautista, Argentina,42
680.,Saitoh Keisuke, Japan,42
681.,Privara Peter Benjamin, Slovakia,42
682.,de Schepper Kenny, France,42
683.,Arutiunian Erik, Belarus,42
684.,Moroni Gian Marco, Italy,41
685.,Ozolins Karlis, Latvia,41
686.,Mansouri Skander, Tunisia,41
687.,Vandecasteele Quinn, USA,41
688.,Raynel Amaury, France,41
689.,Tkemaladze Zura, Georgia,41
690.,Hamza Reguig Samir, Algeria,41
691.,Blanch Ulises, USA,40
692.,Voisin Emilien, France,40
693.,Chanta Thanapet, Thailand,40
694.,Rubio Fierros Alan Fernando, Mexico,40
695.,Demin Yaroslav, Russia,40
696.,Wiedenmann Luca, Germany,40
697.,McCormick Tristan, USA,40
698.,Vasa Eero, Finland,40
699.,Dancu Vlad Andrei, Romania,40
700.,Ouakaa Aziz, Tunisia,40
701.,Thanos Aristotelis, Greece,39
702.,Chung Yunseong, South Korea,39
703.,Nikles Johan, Switzerland,39
704.,Ribero Franco, Argentina,39
705.,Manzanera Pertusa Alejandro, Spain,39
706.,Philippov Evgeny, Russia,38
707.,Descotte Matias Franco, Argentina,38
708.,Loge Jack, Belgium,38
709.,Estevez Juan, Argentina,38
710.,La Vela Giuseppe, Italy,38
711.,Vankan Marlon, Germany,38
712.,Ichikawa Taisei, Japan,37
713.,Buldorini Peter, Italy,37
714.,Castagnola Luca, Italy,37
715.,Pieri Samuele, Italy,37
716.,Rocha Francisco, Portugal,37
717.,Otegui Juan Bautista, Argentina,37
718.,Giacomini Luca, Italy,37
719.,Monzon Ignacio, Argentina,37
720.,Zhukov Maxim, Russia,37
