Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.07.,McKennon M.,2,,,,,,3,3,65%,83% (29/35),58% (11/19),100% (3/3),21% (5/24),64% (16/25),60% (3/5),20,13,100% (9/9),74% (40/54),43% (21/49),59% (61/103),6,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['4', '2']",[],[],[],1.28
27.07.,Pavel B.,0,,,,,,3,1,49%,79% (19/24),36% (9/25),40% (2/5),17% (6/35),42% (8/19),0% (0/3),14,17,64% (7/11),57% (28/49),26% (14/54),41% (42/103),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.48
29.06.,Palosi S.,2,,,,,,7,3,62%,79% (30/38),48% (11/23),83% (5/6),43% (16/37),56% (20/36),29% (4/14),67% (41/61),49% (36/73),57% (77/134),6,0,89% (8/9),44% (4/9),67% (12/18),"['4', '4', '6', '4']","['2', '0', '6', '2']",[],[],[],1.39
29.06.,Pavel B.,0,,,,,,1,2,51%,57% (21/37),44% (16/36),71% (10/14),21% (8/38),52% (12/23),17% (1/6),51% (37/73),33% (20/61),43% (57/134),4,1,56% (5/9),11% (1/9),33% (6/18),"['2', '1']",[],[],[],[],2.85
24.06.,Ghetu G.,2,,,,,,"['1', '1', '3', '3', '5', '3']","['2', '1', '4', '1', '5', '2', '6', '3']",[],[],[],1.43
14.01.,Ilkel C.,2,,,,,,"['1', '1', '3', '1', '5', '1']","['3', '2', '5', '2']",[],[],[],1.82
14.01.,Pavel B.,0,,,,,,"['1', '0']",[],[],[],[],1.88
19.11.2024,Rehberg M. H.,2,,,,,,7,2,65%,74% (40/54),55% (16/29),71% (5/7),33% (19/57),55% (18/33),27% (3/11),67% (56/83),41% (37/90),54% (93/173),5,0,86% (12/14),23% (3/13),56% (15/27),"['3', '1', '5', '3']",[],"['4', '2']",[],[],1.20
19.11.2024,Pavel B.,1,,,,,,3,0,63%,67% (38/57),45% (15/33),73% (8/11),26% (14/54),45% (13/29),29% (2/7),59% (53/90),33% (27/83),46% (80/173),5,0,77% (10/13),14% (2/14),44% (12/27),"['3', '4']","['2', '0']",[],[],[],4.22
18.11.2024,Pavel B.,2,,,,,,7,2,63%,68% (25/37),55% (12/22),60% (3/5),41% (14/34),58% (11/19),71% (5/7),63% (37/59),47% (25/53),55% (62/112),10,0,80% (8/10),50% (5/10),65% (13/20),"['1', '0', '5', '2']","['1', '0', '4', '5', '6', '5']",[],[],[],3.33
18.11.2024,Ivanovski K.,0,,,,,,8,6,64%,59% (20/34),42% (8/19),29% (2/7),32% (12/37),45% (10/22),40% (2/5),53% (28/53),37% (22/59),45% (50/112),0,0,50% (5/10),20% (2/10),35% (7/20),[],"['2', '2', '4', '2']",[],[],[],1.30
17.11.2024,Pavel B.,2,,,,,,13,4,58%,84% (36/43),58% (18/31),100% (3/3),26% (12/47),52% (12/23),17% (1/6),73% (54/74),34% (24/70),54% (78/144),8,0,100% (11/11),10% (1/10),57% (12/21),[],"['5', '3']",[],[],[],4.70
17.11.2024,Gerasimov E.,0,,,,,,11,2,67%,74% (35/47),48% (11/23),83% (5/6),16% (7/43),42% (13/31),0% (0/3),66% (46/70),27% (20/74),46% (66/144),2,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.17
31.10.2024,Ovcharenko O.,2,,,,,,"['1', '0', '5', '4']","['1', '0', '3', '0', '6', '1']",[],[],[],1.37
31.10.2024,Pavel B.,0,,,,,,"['3', '3']",[],[],[],[],2.89
30.10.2024,Pavel B.,2,,,,,,"['5', '4']","['1', '0', '5', '2']",[],[],[],3.09
30.10.2024,Visker N.,0,,,,,,[],[],[],[],[],1.33
14.10.2024,Edmund K.,2,,,,,,12,1,59%,80% (48/60),61% (25/41),67% (2/3),25% (14/55),46% (22/48),50% (3/6),72% (73/101),35% (36/103),53% (109/204),7,2,94% (15/16),19% (3/16),56% (18/32),[],"['3', '4']","['4', '2', '6', '2']",[],[],1.13
14.10.2024,Pavel B.,1,,,,,,7,7,53%,75% (41/55),54% (26/48),50% (3/6),20% (12/60),39% (16/41),33% (1/3),65% (67/103),28% (28/101),47% (95/204),3,0,81% (13/16),6% (1/16),44% (14/32),[],"['4', '2']",[],[],[],5.45
13.10.2024,Pavel B.,2,,,,,,20,1,56%,82% (47/57),44% (20/45),67% (6/9),21% (12/57),56% (28/50),50% (5/10),66% (67/102),37% (40/107),51% (107/209),9,0,82% (14/17),29% (5/17),56% (19/34),"['5', '5']","['1', '0', '3', '0']","['4', '5', '6', '5']",[],[],4.51
13.10.2024,Gautier A.,1,,,,,,12,3,53%,79% (45/57),44% (22/50),50% (5/10),18% (10/57),56% (25/45),33% (3/9),63% (67/107),34% (35/102),49% (102/209),1,0,71% (12/17),18% (3/17),44% (15/34),"['2', '1']","['2', '4']","['5', '3']",[],[],1.18
25.09.2024,Ferrari F.,2,,,,,,"['1', '0', '2', '1', '4', '3', '6', '5']","['1', '0', '2', '1', '4', '3', '6', '3']",[],[],[],2.16
25.09.2024,Pavel B.,0,,,,,,"['1', '1', '2', '2', '5', '5']","['1', '1', '3', '3']",[],[],[],1.63
15.09.2024,Gea A.,2,,,,,,2,3,56%,77% (33/43),62% (21/34),100% (2/2),35% (17/48),43% (13/30),25% (1/4),70% (54/77),38% (30/78),54% (84/155),8,0,100% (11/11),10% (1/10),57% (12/21),[],"['5', '3']",[],[],[],1.23
15.09.2024,Pavel B.,0,,,,,,3,0,62%,65% (31/48),57% (17/30),75% (3/4),23% (10/43),38% (13/34),0% (0/2),62% (48/78),30% (23/77),46% (71/155),2,1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],3.95
31.08.2024,Tomescu D. A.,2,,,,,,"['5', '3']","['4', '3']","['4', '4', '7', '5']",[],[],1.70
31.08.2024,Pavel B.,1,,,,,,[],"['4', '4']","['1', '0']",[],[],2.05
30.08.2024,Pavel B.,2,,,,,,[],"['2', '0', '6', '2']",[],[],[],2.47
30.08.2024,Ionel N. D.,0,,,,,,[],[],[],[],[],1.50
29.08.2024,Pavel B.,1,,,,,,"['6', '5']","['1', '0', '3', '0']",[],[],[],1.47
29.08.2024,Martin D.,0,,,,,,[],[],[],[],[],2.56
27.08.2024,Pavel B.,2,,,,,,"['3', '3', '5', '3']","['3', '2', '6', '3']",[],[],[],1.64
27.08.2024,Baadi T.,0,,,,,,"['3', '2']",[],[],[],[],2.17
01.08.2024,Roncadelli F.,2,,,,,,"['2', '0']","['1', '0', '6', '3']",[],[],[],1.32
01.08.2024,Pavel B.,0,,,,,,"['3', '4']",[],[],[],[],3.18
31.07.2024,Pavel B.,2,,,,,,"['5', '4']",[],"['3', '1', '5', '1']",[],[],1.49
31.07.2024,Rapagnetta D.,1,,,,,,[],"['2', '0']","['2', '5']",[],[],2.50
25.07.2024,Roncadelli F.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['2', '0', '5', '1']",[],[],[],1.32
25.07.2024,Pavel B.,0,,,,,,"['1', '0']",[],[],[],[],3.18
24.07.2024,Pavel B.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['2', '2', '5', '3']",[],[],[],1.10
24.07.2024,Valsecchi P.,0,,,,,,[],"['1', '0']",[],[],[],6.26
07.07.2024,Vrbensky M.,2,,,,,,6,2,45%,95% (21/22),63% (17/27),0% (0/0),30% (8/27),52% (14/27),38% (3/8),78% (38/49),41% (22/54),58% (60/103),8,0,100% (9/9),33% (3/9),67% (12/18),"['3', '1']","['4', '3', '6', '3']",[],[],[],1.14
07.07.2024,Pavel B.,0,,,,,,6,2,50%,70% (19/27),48% (13/27),63% (5/8),5% (1/22),37% (10/27),0% (0/0),59% (32/54),22% (11/49),42% (43/103),2,1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],5.38
30.06.2024,Dancu V. A.,2,,,,,,4,0,45%,81% (17/21),73% (19/26),75% (3/4),25% (6/24),63% (24/38),57% (4/7),77% (36/47),48% (30/62),61% (66/109),9,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1', '6', '2']","['5', '3']",[],[],[],2.13
30.06.2024,Pavel B.,0,,,,,,4,6,39%,75% (18/24),37% (14/38),43% (3/7),19% (4/21),27% (7/26),25% (1/4),52% (32/62),23% (11/47),39% (43/109),1,0,50% (4/8),11% (1/9),29% (5/17),"['2', '5']",[],[],[],[],1.68
14.04.2024,Vacherot V.,2,,,,,,2,1,67%,73% (24/33),63% (10/16),50% (1/2),37% (11/30),61% (17/28),44% (4/9),69% (34/49),48% (28/58),58% (62/107),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['2', '3', '4', '3']",[],[],[],1.04
14.04.2024,Pavel B.,0,,,,,,5,0,52%,63% (19/30),39% (11/28),56% (5/9),27% (9/33),38% (6/16),50% (1/2),52% (30/58),31% (15/49),42% (45/107),5,4,50% (4/8),11% (1/9),29% (5/17),[],"['3', '1']",[],[],[],9.15
