Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
01.08.,Thanos A.,2,,,,,,[],"['2', '0', '5', '1']","['1', '0', '5', '2']",[],[],1.74
14.04.,Sigsgaard C.,2,,,,,,0,4,67%,66% (40/61),57% (17/30),67% (4/6),39% (29/75),36% (12/33),60% (3/5),63% (57/91),38% (41/108),49% (98/199),7,0,86% (12/14),19% (3/16),50% (15/30),"['1', '0']",[],"['3', '2', '6', '3']",[],[],2.09
14.04.,Rybakov A.,1,,,,,,5,1,69%,61% (46/75),64% (21/33),40% (2/5),34% (21/61),43% (13/30),33% (2/6),62% (67/108),37% (34/91),51% (101/199),3,2,81% (13/16),14% (2/14),50% (15/30),"['2', '2', '5', '3']",[],[],[],[],1.69
13.04.,Sakamoto P.,1,,,,,,6,1,57%,77% (33/43),41% (13/32),0% (0/4),25% (13/52),48% (20/42),13% (1/8),61% (46/75),35% (33/94),47% (79/169),0,0,69% (9/13),8% (1/12),40% (10/25),"['1', '2']",[],[],[],[],1.62
13.04.,Sigsgaard C.,1,,,,,,3,7,55%,75% (39/52),52% (22/42),88% (7/8),23% (10/43),59% (19/32),100% (4/4),65% (61/94),39% (29/75),53% (90/169),10,0,92% (11/12),31% (4/13),60% (15/25),"['2', '0']","['1', '0']","['1', '0', '3', '0']",[],[],2.21
06.04.,Olivieri G. A.,2,,,,,,0,1,80%,63% (30/48),58% (7/12),71% (5/7),47% (18/38),63% (17/27),33% (5/15),62% (37/60),54% (35/65),58% (72/125),5,0,78% (7/9),56% (5/9),67% (12/18),"['2', '1', '4', '1']","['1', '0', '2', '1', '4', '3']",[],[],[],1.49
06.04.,Sigsgaard C.,0,,,,,,0,5,58%,53% (20/38),37% (10/27),67% (10/15),38% (18/48),42% (5/12),29% (2/7),46% (30/65),38% (23/60),42% (53/125),5,3,44% (4/9),22% (2/9),33% (6/18),[],"['1', '1', '2', '2']",[],[],[],2.51
23.02.,Sigsgaard C.,2,,,,,,"['4', '2', '6', '2']","['2', '0']",[],[],[],1.68
23.02.,Glinka D.,0,,,,,,[],[],[],[],[],2.06
22.02.,Sigsgaard C.,2,,,,,,"['5', '3']","['1', '2', '4', '3']",[],[],[],2.16
22.02.,Moeller M.,0,,,,,,[],"['2', '0', '4', '4']",[],[],[],1.63
21.02.,Sigsgaard C.,2,,,,,,"['2', '0', '6', '4']","['4', '2', '6', '2']",[],[],[],2.07
21.02.,Novak D.,0,,,,,,"['3', '4']",[],[],[],[],1.69
20.02.,Sigsgaard C.,2,,,,,,"['4', '2']","['1', '0', '3', '2', '5', '2']",[],[],[],1.47
20.02.,Pecci A.,0,,,,,,[],"['2', '2']",[],[],[],2.53
18.02.,Sigsgaard C.,2,,,,,,"['2', '0']","['1', '0', '4', '1']",[],[],[],1.50
18.02.,Serdarusic N.,0,,,,,,"['2', '3']",[],[],[],[],2.44
23.01.,Gombos N.,2,,,,,,[],"['5', '3']",[],[],[],1.69
23.01.,Sigsgaard C.,0,,,,,,[],[],[],[],[],2.07
22.01.,Sigsgaard C.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '6', '3']",[],[],[],1.01
22.01.,Ymer R.,0,,,,,,[],[],[],[],[],10.70
19.12.2024,Sigsgaard C.,2,,,,,,"['3', '2']","['4', '3', '5', '4']","['2', '1', '5', '2']",[],[],1.57
19.12.2024,Colson T.,1,,,,,,"['3', '3', '7', '5']","['4', '4']",[],[],[],2.28
17.12.2024,Sigsgaard C.,2,,,,,,"['3', '2', '5', '2']","['3', '2', '5', '2']",[],[],[],1.82
17.12.2024,Ilkel C.,0,,,,,,[],[],[],[],[],1.88
12.12.2024,Gea A.,2,,,,,,"['4', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.45
12.12.2024,Sigsgaard C.,0,,,,,,[],[],[],[],[],2.59
10.12.2024,Sigsgaard C.,2,,,,,,"['1', '0', '4', '5']",[],"['1', '1', '5', '3']",[],[],1.32
10.12.2024,Raynel A.,1,,,,,,"['3', '3', '5', '3']","['1', '0', '5', '2']","['1', '0']",[],[],3.14
27.10.2024,Sigsgaard C.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '3', '0']",[],[],[],2.24
27.10.2024,Matusevich A.,0,,,,,,[],"['2', '4', '4', '4']",[],[],[],1.59
26.10.2024,Sigsgaard C.,2,,,,,,"['4', '2']","['1', '0', '2', '1', '6', '3']",[],[],[],1.57
26.10.2024,Wendelken H.,0,,,,,,[],"['1', '1']",[],[],[],2.28
25.10.2024,Sigsgaard C.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['3', '1']",[],[],[],2.20
25.10.2024,Durasovic V.,0,,,,,,[],[],[],[],[],1.61
24.10.2024,Sigsgaard C.,2,,,,,,"['4', '2', '6', '2']","['2', '0', '4', '2']",[],[],[],2.06
24.10.2024,Parker S.,0,,,,,,[],"['2', '3']",[],[],[],1.68
23.10.2024,Sigsgaard C.,2,,,,,,"['2', '2']","['3', '2', '5', '2']",[],[],[],1.63
23.10.2024,Wessels L.,0,,,,,,"['1', '0']",[],[],[],[],2.16
15.10.2024,Majdandzic M.,2,,,,,,"['3', '3']","['3', '4', '5', '4']","['1', '0']",[],[],6.34
15.10.2024,Sigsgaard C.,1,,,,,,"['1', '0']","['3', '1']",[],[],[],1.09
27.09.2024,Wallin O.,2,,,,,,"['1', '0', '6', '5']","['4', '3']",[],[],[],2.00
27.09.2024,Sigsgaard C.,0,,,,,,"['1', '1']",[],[],[],[],1.72
25.09.2024,Sigsgaard C.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['4', '2', '6', '2']",[],[],[],1.55
25.09.2024,Dellavedova M.,0,,,,,,"['2', '1']",[],[],[],[],2.32
23.09.2024,Sigsgaard C.,2,,,,,,"['1', '0']","['2', '0', '5', '1']",[],[],[],1.65
23.09.2024,Heinonen A.,0,,,,,,"['2', '2']",[],[],[],[],2.13
15.08.2024,Heinonen A.,2,,,,,,"['4', '4', '7', '5']",[],"['1', '0', '3', '0']",[],[],2.26
15.08.2024,Sigsgaard C.,1,,,,,,"['1', '0']","['3', '2', '6', '3']",[],[],[],1.59
14.08.2024,Sigsgaard C.,2,,,,,,"['2', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],1.09
14.08.2024,Rivera L.,0,,,,,,[],[],[],[],[],6.41
