Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Novak D.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['1', '1', '3', '1', '5', '1']",[],[],[],1.02
09.01.,Novak D.,1,,,,,,4,1,66%,71% (48/68),49% (17/35),67% (8/12),29% (19/66),46% (18/39),29% (2/7),63% (65/103),35% (37/105),49% (102/208),3,1,73% (11/15),13% (2/16),42% (13/31),[],"['2', '0']","['2', '1']",[],[],1.49
08.01.,Novak D.,2,,,,,,10,0,69%,69% (47/68),65% (20/31),89% (8/9),25% (18/71),64% (30/47),36% (4/11),68% (67/99),41% (48/118),53% (115/217),7,0,93% (14/15),25% (4/16),58% (18/31),"['3', '2', '6', '3']",[],"['1', '2', '5', '4']",[],[],1.57
08.01.,Brancaccio R.,1,,,,,,2,4,60%,75% (53/71),36% (17/47),64% (7/11),31% (21/68),35% (11/31),11% (1/9),59% (70/118),32% (32/99),47% (102/217),3,2,75% (12/16),7% (1/15),42% (13/31),[],[],"['2', '0']",[],[],2.31
06.01.,Novak D.,2,,,,,,0,1,76%,71% (46/65),48% (10/21),89% (8/9),33% (15/46),56% (18/32),33% (2/6),65% (56/86),42% (33/78),54% (89/164),6,0,91% (10/11),20% (2/10),57% (12/21),"['4', '3']","['2', '0']",[],[],[],2.11
06.01.,Butvilas E.,0,,,,,,3,6,59%,67% (31/46),44% (14/32),67% (4/6),29% (19/65),52% (11/21),11% (1/9),58% (45/78),35% (30/86),46% (75/164),4,2,80% (8/10),9% (1/11),43% (9/21),"['5', '5']",[],[],[],[],1.68
18.11.2024,Damas M.,2,,,,,,0,7,59%,57% (34/60),45% (19/42),50% (5/10),49% (21/43),60% (15/25),86% (6/7),52% (53/102),53% (36/68),52% (89/170),8,0,55% (6/11),55% (6/11),55% (12/22),"['2', '2', '5', '3', '6', '4']","['1', '1', '2', '2', '5', '5']",[],[],[],3.47
18.11.2024,Novak D.,0,,,,,,2,1,63%,51% (22/43),40% (10/25),14% (1/7),43% (26/60),55% (23/42),50% (5/10),47% (32/68),48% (49/102),48% (81/170),2,1,45% (5/11),45% (5/11),45% (10/22),"['1', '0', '4', '5']","['1', '0', '2', '1', '3', '2']",[],[],[],1.28
17.11.2024,Novak D.,2,,,,,,1,0,58%,69% (18/26),74% (14/19),0% (0/1),47% (14/30),58% (11/19),40% (4/10),71% (32/45),47% (23/49),59% (55/94),5,0,89% (8/9),44% (4/9),67% (12/18),"['1', '2', '3', '2']","['1', '0', '3', '0']",[],[],[],1.19
17.11.2024,Blanch Dar.,0,,,,,,1,5,61%,60% (18/30),42% (8/19),60% (6/10),31% (8/26),26% (5/19),100% (1/1),53% (26/49),29% (13/45),41% (39/94),5,2,56% (5/9),11% (1/9),33% (6/18),"['2', '0']",[],[],[],[],4.36
04.11.2024,Gautier A.,2,,,,,,3,2,55%,69% (24/35),59% (17/29),50% (2/4),44% (18/41),63% (12/19),40% (4/10),64% (41/64),50% (30/60),57% (71/124),8,0,80% (8/10),44% (4/9),63% (12/19),"['3', '3', '5', '3', '6', '4']","['5', '3']",[],[],[],3.47
04.11.2024,Novak D.,0,,,,,,1,5,68%,56% (23/41),37% (7/19),60% (6/10),31% (11/35),41% (12/29),50% (2/4),50% (30/60),36% (23/64),43% (53/124),2,0,56% (5/9),20% (2/10),37% (7/19),"['3', '2', '4', '5']",[],[],[],[],1.28
03.11.2024,Novak D.,2,,,,,,0,2,64%,70% (21/30),65% (11/17),80% (4/5),64% (14/22),65% (13/20),67% (6/9),68% (32/47),64% (27/42),66% (59/89),8,0,86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['3', '1', '4', '2', '6', '2']",[],[],[],1.70
03.11.2024,Agwi M.,0,,,,,,1,3,52%,36% (8/22),35% (7/20),33% (3/9),30% (9/30),35% (6/17),20% (1/5),36% (15/42),32% (15/47),34% (30/89),2,0,14% (1/7),14% (1/7),14% (2/14),[],"['2', '3']",[],[],[],2.06
27.10.2024,Piros Z.,2,,,,,,1,2,58%,71% (25/35),60% (15/25),80% (4/5),41% (19/46),60% (9/15),44% (4/9),67% (40/60),46% (28/61),56% (68/121),7,0,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '4', '2', '6', '2']","['6', '4']",[],[],[],1.51
27.10.2024,Novak D.,0,,,,,,2,2,75%,59% (27/46),40% (6/15),56% (5/9),29% (10/35),40% (10/25),20% (1/5),54% (33/61),33% (20/60),44% (53/121),3,1,56% (5/9),11% (1/9),33% (6/18),"['1', '2']",[],[],[],[],2.46
27.10.2024,Karol M.,2,,,,,,"['2', '1', '5', '2']","['5', '4']",[],[],[],2.81
27.10.2024,Novak D.,0,,,,,,[],[],[],[],[],1.39
26.10.2024,Novak D.,2,,,,,,"['1', '1', '3', '3', '5', '3']","['1', '2', '3', '4']","['4', '2', '6', '2']",[],[],2.09
26.10.2024,Bertrand R.,1,,,,,,"['1', '0', '2', '1']","['2', '0', '3', '1']",[],[],[],1.68
25.10.2024,Novak D.,2,,,,,,[],"['2', '0', '4', '2']","['3', '2', '5', '4']",[],[],1.54
25.10.2024,Kolar Z.,1,,,,,,"['2', '0']","['1', '2']","['3', '3', '5', '5']",[],[],2.35
