Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
07.06.,Vithoontien L.,2,,,,,,"['4', '3', '6', '3']",[],[],[],[],4.38
07.08.2024,Chopra K.,0,,,,,,"['1', '0']","['2', '5']",[],[],[],3.86
19.07.2024,Kim A.,2,,,,,,"['4', '3']","['2', '3']","['2', '1', '4', '1']",[],[],2.47
19.07.2024,Kotzen A.,1,,,,,,[],"['3', '1', '7', '5']",[],[],[],1.50
18.07.2024,Kotzen A.,2,,,,,,[],"['6', '5']","['1', '0', '3', '0', '5', '0']",[],[],1.53
18.07.2024,Young G.,1,,,,,,"['2', '1', '6', '3']",[],[],[],[],2.39
17.07.2024,Kotzen A.,2,,,,,,"['1', '0', '3', '0', '4', '1']","['1', '0', '3', '0']",[],[],[],1.63
17.07.2024,Wallart E.,0,,,,,,"['1', '3']",[],[],[],[],2.18
22.06.2024,Tomic B.,2,,,,,,"['2', '3', '4', '3']","['1', '0', '3', '0']",[],[],[],1.46
22.06.2024,Kotzen A.,0,,,,,,"['3', '1']",[],[],[],[],2.59
21.06.2024,Kotzen A.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '6', '3']",[],[],[],2.62
21.06.2024,Ilagan A.,0,,,,,,[],[],[],[],[],1.45
20.06.2024,Kotzen A.,2,,,,,,"['3', '1', '5', '1']","['2', '1', '4', '1', '5', '2']",[],[],[],1.26
20.06.2024,Okonkwo O.,0,,,,,,[],"['2', '4']",[],[],[],3.59
19.06.2024,Kotzen A.,0,,,,,,"['2', '2', '4', '2']",[],[],[],[],2.97
19.06.2024,Andrade A.,0,,,,,,"['1', '0']",[],[],[],[],1.36
13.06.2024,Kotzen A.,2,,,,,,"['2', '2', '5', '3']","['2', '1', '4', '1']",[],[],[],1.23
13.06.2024,Pearson K.,0,,,,,,"['2', '1']",[],[],[],[],3.86
12.06.2024,Kotzen A.,2,,,,,,"['2', '0', '6', '2']","['3', '1', '5', '1']",[],[],[],1.72
12.06.2024,Kotzen N. I.,0,,,,,,[],[],[],[],[],2.02
15.11.2023,Martin D.,0,,,,,,0,0,75%,78% (7/9),33% (1/3),0% (0/0),40% (2/5),75% (3/4),0% (0/1),67% (8/12),56% (5/9),62% (13/21),100% (2/2),0% (0/1),67% (2/3),[],[],[],[],[],2.26
15.11.2023,Kotzen A.,0,,,,,,1,1,56%,60% (3/5),25% (1/4),100% (1/1),22% (2/9),67% (2/3),0% (0/0),44% (4/9),33% (4/12),38% (8/21),100% (1/1),0% (0/2),33% (1/3),[],[],[],[],[],1.60
13.11.2023,Kotzen A.,2,,,,,,0,0,65%,77% (30/39),62% (13/21),100% (3/3),43% (10/23),41% (9/22),60% (3/5),72% (43/60),42% (19/45),59% (62/105),100% (9/9),38% (3/8),71% (12/17),"['2', '0', '5', '1']","['4', '3']",[],[],[],1.81
13.11.2023,Pieczkowski O.,0,,,,,,0,1,51%,57% (13/23),59% (13/22),40% (2/5),23% (9/39),38% (8/21),0% (0/3),58% (26/45),28% (17/60),41% (43/105),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.92
12.11.2023,Kotzen A.,2,,,,,,1,3,53%,73% (19/26),65% (15/23),75% (3/4),45% (14/31),76% (13/17),83% (5/6),69% (34/49),56% (27/48),63% (61/97),88% (7/8),63% (5/8),75% (12/16),"['2', '0', '3', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.25
12.11.2023,Horvat R.,0,,,,,,2,4,65%,55% (17/31),24% (4/17),17% (1/6),27% (7/26),35% (8/23),25% (1/4),44% (21/48),31% (15/49),37% (36/97),38% (3/8),13% (1/8),25% (4/16),"['1', '2']",[],[],[],[],3.72
05.11.2023,Boitan G. A.,2,,,,,,9,7,55%,79% (45/57),52% (24/46),50% (2/4),28% (15/54),46% (19/41),67% (4/6),67% (69/103),36% (34/95),52% (103/198),88% (14/16),27% (4/15),58% (18/31),[],"['2', '0', '6', '4']","['2', '0', '5', '3']",[],[],1.45
05.11.2023,Kotzen A.,1,,,,,,2,2,57%,72% (39/54),54% (22/41),33% (2/6),21% (12/57),48% (22/46),50% (2/4),64% (61/95),33% (34/103),48% (95/198),73% (11/15),13% (2/16),42% (13/31),[],"['3', '4']","['1', '2']",[],[],2.64
10.08.2023,Damm M.,2,,,,,,"['3', '1']",[],"['2', '0', '5', '3']",[],[],1.31
10.08.2023,Kotzen A.,1,,,,,,[],"['5', '3']","['3', '4']",[],[],3.22
09.08.2023,Kotzen A.,2,,,,,,"['2', '1', '6', '5']","['3', '1', '5', '1']",[],[],[],1.40
09.08.2023,Ravichander I.,0,,,,,,"['4', '4', '6', '6']",[],[],[],[],2.78
03.08.2023,Braswell J.,2,,,,,,"['3', '2', '5', '2']",[],"['5', '4']",[],[],3.32
03.08.2023,Kotzen A.,1,,,,,,[],"['2', '0', '4', '0', '6', '0']","['5', '5']",[],[],1.30
02.08.2023,Kotzen A.,2,,,,,,"['4', '3', '6', '3']","['2', '0', '4', '0']",[],[],[],1.60
02.08.2023,Brumm J.,0,,,,,,[],[],[],[],[],2.23
27.07.2023,Kuzuhara B.,2,,,,,,[],"['3', '3', '5', '5']","['1', '0', '5', '2']",[],[],1.48
27.07.2023,Kotzen A.,1,,,,,,"['4', '3']","['1', '0', '4', '3']",[],[],[],2.51
26.07.2023,Kotzen A.,2,,,,,,[],[],[],[],[],1.33
26.07.2023,Salle F.,0,,,,,,[],[],[],[],[],3.10
14.07.2023,Ilagan A.,2,,,,,,"['4', '2', '6', '2']","['5', '5']","['6', '4']",[],[],1.37
14.07.2023,Kotzen A.,1,,,,,,[],"['4', '3', '6', '5']",[],[],[],2.91
13.07.2023,Kotzen A.,2,,,,,,"['3', '2', '5', '2']","['1', '0', '3', '0', '6', '3']",[],[],[],1.47
13.07.2023,McKennon M.,0,,,,,,[],"['3', '5']",[],[],[],2.54
12.07.2023,Kotzen A.,2,,,,,,"['1', '0', '6', '5']","['3', '1']",[],[],[],3.48
12.07.2023,Kumar O.,0,,,,,,"['1', '1', '6', '6']",[],[],[],[],1.27
06.07.2023,Dostanic S.,2,,,,,,"['2', '1', '6', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],1.44
06.07.2023,Kotzen A.,0,,,,,,"['2', '2']",[],[],[],[],2.63
05.07.2023,Kotzen A.,2,,,,,,"['3', '2']","['4', '5']","['3', '2', '5', '2']",[],[],1.35
05.07.2023,Quan R.,1,,,,,,[],"['4', '2', '6', '4']",[],[],[],2.99
28.06.2023,Brymer G.,2,,,,,,"['1', '0', '3', '0', '4', '1']","['4', '3', '5', '4']",[],[],[],2.74
28.06.2023,Kotzen A.,0,,,,,,"['1', '3']","['4', '4']",[],[],[],1.41
20.06.2023,Al Allaf K.,2,,,,,,"['5', '3']","['6', '5']",[],[],[],2.23
20.06.2023,Kotzen A.,0,,,,,,[],[],[],[],[],1.60
