Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Mauthausen (Austria),clay,header
18.04. 01:50,Schwaerzler J. J.,0,3,6^6,,,,3,4,52%,59% (22/37),53% (18/34),50% (4/8),34% (18/53),52% (15/29),33% (3/9),56% (40/71),40% (33/82),48% (73/153),4,3,60% (6/10),27% (3/11),43% (9/21),[],[],[],[],[],1.86
18.04. 01:50,Cassone M.,2,6,7^8,,,,7,2,65%,66% (35/53),48% (14/29),67% (6/9),41% (15/37),47% (16/34),50% (4/8),60% (49/82),44% (31/71),52% (80/153),6,0,73% (8/11),40% (4/10),57% (12/21),[],[],[],[],[],1.86
15.04. 19:40,Schwaerzler J. J.,2,6,6,,,,3,2,63%,74% (28/38),55% (12/22),50% (1/2),31% (12/39),59% (10/17),75% (3/4),67% (40/60),39% (22/56),53% (62/116),8,0,90% (9/10),30% (3/10),60% (12/20),[],[],[],[],[],1.90
15.04. 19:40,Martineau M.,0,4,4,,,,4,1,70%,69% (27/39),41% (7/17),25% (1/4),26% (10/38),45% (10/22),50% (1/2),61% (34/56),33% (20/60),47% (54/116),2,0,70% (7/10),10% (1/10),40% (8/20),[],[],[],[],[],1.82
CHALLENGER MEN - SINGLES :  Sarasota (USA),clay,header
08.04. 23:35,Schwaerzler J. J.,0,6^2,6^5,,,,8,5,70%,60% (35/58),52% (13/25),25% (1/4),24% (11/45),44% (12/27),75% (3/4),58% (48/83),32% (23/72),46% (71/155),4,2,75% (9/12),25% (3/12),50% (12/24),[],[],[],[],[],2.56
08.04. 23:35,Krueger M.,2,7^7,7^7,,,,3,1,63%,76% (34/45),56% (15/27),25% (1/4),40% (23/58),48% (12/25),75% (3/4),68% (49/72),42% (35/83),54% (84/155),6,0,75% (9/12),25% (3/12),50% (12/24),[],[],[],[],[],1.47
CHALLENGER MEN - SINGLES :  Murcia (Spain) - Qualification,clay,header
16.03. 19:45,Schwaerzler J. J.,0,5,,,,,0,1,59%,58% (11/19),54% (7/13),50% (2/4),33% (7/21),43% (6/14),50% (1/2),56% (18/32),37% (13/35),46% (31/67),2,0,67% (4/6),17% (1/6),42% (5/12),[],[],[],[],[],1.31
16.03. 19:45,Cukierman D.,1,7,,,,,1,0,60%,67% (14/21),57% (8/14),50% (1/2),42% (8/19),46% (6/13),50% (2/4),63% (22/35),44% (14/32),54% (36/67),8,0,83% (5/6),33% (2/6),58% (7/12),[],[],[],[],[],3.26
CHALLENGER MEN - SINGLES :  Kigali 2 (Rwanda),clay,header
04.03. 18:30,Schwaerzler J. J.,0,4,2,,,,2,3,57%,72% (21/29),41% (9/22),0% (0/3),25% (7/28),24% (5/21),0% (0/0),59% (30/51),24% (12/50),42% (42/101),4,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.55
04.03. 18:30,Pennaforti G.,2,6,6,,,,2,4,57%,75% (21/28),81% (17/21),0% (0/0),28% (8/29),59% (13/22),100% (3/3),76% (38/50),41% (21/51),58% (59/101),6,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],2.34
CHALLENGER MEN - SINGLES :  Kigali (Rwanda),clay,header
26.02. 13:40,Schwaerzler J. J.,1,6,6^5,1,,,5,4,56%,72% (36/50),56% (22/39),69% (9/13),30% (18/60),36% (12/33),25% (2/8),65% (58/89),32% (30/93),48% (88/182),4,2,73% (11/15),14% (2/14),45% (13/29),[],[],[],[],[],1.44
26.02. 13:40,Neuchrist M.,2,4,7^7,6,,,5,1,65%,70% (42/60),64% (21/33),75% (6/8),28% (14/50),44% (17/39),31% (4/13),68% (63/93),35% (31/89),52% (94/182),6,0,86% (12/14),27% (4/15),55% (16/29),[],[],[],[],[],2.66
25.02. 15:50,Schwaerzler J. J.,2,6,6,,,,5,2,69%,70% (33/47),52% (11/21),83% (5/6),36% (16/44),50% (11/22),33% (3/9),65% (44/68),41% (27/66),53% (71/134),6,0,90% (9/10),30% (3/10),60% (12/20),[],[],[],[],[],2.02
25.02. 15:50,Kolar Z.,0,4,4,,,,1,3,67%,64% (28/44),50% (11/22),67% (6/9),30% (14/47),48% (10/21),17% (1/6),59% (39/66),35% (24/68),47% (63/134),4,1,70% (7/10),10% (1/10),40% (8/20),[],[],[],[],[],1.73
CHALLENGER MEN - SINGLES :  Rosario (Argentina),clay,header
05.02. 04:10,Schwaerzler J. J.,1,6,3,4,,,2,0,73%,66% (46/70),50% (13/26),57% (4/7),29% (24/82),61% (17/28),22% (2/9),61% (59/96),37% (41/110),49% (100/206),4,2,79% (11/14),13% (2/15),45% (13/29),[],[],[],[],[],3.47
05.02. 04:10,Coria F.,2,4,6,6,,,6,5,75%,71% (58/82),39% (11/28),78% (7/9),34% (24/70),50% (13/26),43% (3/7),63% (69/110),39% (37/96),51% (106/206),6,0,87% (13/15),21% (3/14),55% (16/29),[],[],[],[],[],1.28
CHALLENGER MEN - SINGLES :  Rosario (Argentina) - Qualification,clay,header
03.02. 23:40,Schwaerzler J. J.,2,3,7,6,,,4,3,63%,76% (42/55),50% (16/32),75% (3/4),22% (12/55),59% (16/27),43% (3/7),67% (58/87),34% (28/82),51% (86/169),8,0,93% (13/14),20% (3/15),55% (16/29),[],[],[],[],[],2.46
03.02. 23:40,Vallejo D.,1,6,5,2,,,5,2,67%,78% (43/55),41% (11/27),57% (4/7),24% (13/55),50% (16/32),25% (1/4),66% (54/82),33% (29/87),49% (83/169),2,0,80% (12/15),7% (1/14),45% (13/29),[],[],[],[],[],1.51
02.02. 23:45,Schwaerzler J. J.,2,6,6,,,,4,1,57%,83% (24/29),45% (10/22),83% (5/6),50% (17/34),61% (11/18),45% (5/11),67% (34/51),54% (28/52),60% (62/103),5,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.82
02.02. 23:45,Casanova H.,0,2,2,,,,0,1,65%,50% (17/34),39% (7/18),55% (6/11),17% (5/29),55% (12/22),17% (1/6),46% (24/52),33% (17/51),40% (41/103),5,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],1.90
CHALLENGER MEN - SINGLES :  Piracicaba (Brazil),clay,header
28.01. 20:45,Schwaerzler J. J.,0,5,1,,,,4,1,67%,59% (29/49),46% (11/24),73% (8/11),7% (2/28),43% (13/30),0% (0/1),55% (40/73),26% (15/58),42% (55/131),4,1,67% (6/9),0% (0/10),32% (6/19),[],[],[],[],[],1.42
28.01. 20:45,Sakamoto P.,2,7,6,,,,4,0,48%,93% (26/28),57% (17/30),100% (1/1),41% (20/49),54% (13/24),27% (3/11),74% (43/58),45% (33/73),58% (76/131),6,0,100% (10/10),33% (3/9),68% (13/19),[],[],[],[],[],2.73
CHALLENGER MEN - SINGLES :  Piracicaba (Brazil) - Qualification,clay,header
27.01. 19:10,Schwaerzler J. J.,2,2,6,6,,,3,4,54%,74% (34/46),46% (18/39),57% (4/7),36% (17/47),40% (17/43),38% (3/8),61% (52/85),38% (34/90),49% (86/175),5,0,79% (11/14),23% (3/13),52% (14/27),[],[],[],[],[],1.48
27.01. 19:10,Boscardin Dias P.,1,6,3,4,,,2,5,52%,64% (30/47),60% (26/43),63% (5/8),26% (12/46),54% (21/39),43% (3/7),62% (56/90),39% (33/85),51% (89/175),5,0,77% (10/13),21% (3/14),48% (13/27),[],[],[],[],[],2.53
26.01. 21:35,Schwaerzler J. J.,2,5,6,7^9,,,10,2,65%,82% (49/60),59% (19/32),40% (2/5),32% (25/79),51% (27/53),27% (4/15),74% (68/92),39% (52/132),54% (120/224),6,1,81% (13/16),24% (4/17),52% (17/33),[],[],[],[],[],1.17
26.01. 21:35,Aboian L.,1,7,3,6^7,,,5,3,60%,68% (54/79),49% (26/53),73% (11/15),18% (11/60),41% (13/32),60% (3/5),61% (80/132),26% (24/92),46% (104/224),4,4,76% (13/17),19% (3/16),48% (16/33),[],[],[],[],[],4.61
CHALLENGER MEN - SINGLES :  Punta Del Este (Uruguay) - Qualification,clay,header
20.01. 21:35,Schwaerzler J. J.,0,4,2,,,,0,2,64%,49% (18/37),29% (6/21),42% (5/12),35% (13/37),67% (14/21),50% (4/8),41% (24/58),47% (27/58),44% (51/116),2,0,22% (2/9),44% (4/9),33% (6/18),[],[],[],[],[],2.48
20.01. 21:35,Torres J. B.,2,6,6,,,,2,1,64%,65% (24/37),33% (7/21),50% (4/8),51% (19/37),71% (15/21),58% (7/12),53% (31/58),59% (34/58),56% (65/116),8,0,56% (5/9),78% (7/9),67% (12/18),[],[],[],[],[],1.50
19.01. 21:40,Schwaerzler J. J.,2,6,6,,,,1,1,60%,75% (27/36),54% (13/24),67% (2/3),49% (20/41),40% (8/20),50% (4/8),67% (40/60),46% (28/61),56% (68/121),8,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.26
19.01. 21:40,Huertas Del Pino C.,0,4,2,,,,2,2,67%,51% (21/41),60% (12/20),50% (4/8),25% (9/36),46% (11/24),33% (1/3),54% (33/61),33% (20/60),44% (53/121),2,1,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],3.63
CHALLENGER MEN - SINGLES :  Buenos Aires 2 (Argentina),clay,header
15.01. 18:40,Schwaerzler J. J.,0,3,2,,,,3,0,62%,48% (19/40),44% (11/25),69% (11/16),15% (3/20),42% (10/24),100% (1/1),46% (30/65),30% (13/44),39% (43/109),2,0,44% (4/9),13% (1/8),29% (5/17),[],[],[],[],[],2.29
15.01. 18:40,Guillen Meza A.,2,6,6,,,,4,3,45%,85% (17/20),58% (14/24),0% (0/1),53% (21/40),56% (14/25),31% (5/16),70% (31/44),54% (35/65),61% (66/109),8,0,88% (7/8),56% (5/9),71% (12/17),[],[],[],[],[],1.58
13.01. 22:00,Schwaerzler J. J.,2,7,6,,,,2,3,64%,66% (31/47),52% (14/27),60% (3/5),31% (11/35),53% (16/30),57% (4/7),61% (45/74),42% (27/65),52% (72/139),7,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],2.23
13.01. 22:00,Andrade A.,0,5,4,,,,4,4,54%,69% (24/35),47% (14/30),43% (3/7),34% (16/47),48% (13/27),40% (2/5),58% (38/65),39% (29/74),48% (67/139),3,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],1.61
CHALLENGER MEN - SINGLES :  Drummondville (Canada),hard,header
16.11.2024,Schwaerzler J. J.,0,3,4,,,,5,1,69%,71% (25/35),44% (7/16),0% (0/2),19% (8/43),47% (9/19),0% (0/5),63% (32/51),27% (17/62),43% (49/113),5,2,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.36
16.11.2024,Mayo A.,2,6,6,,,,2,2,69%,81% (35/43),53% (10/19),100% (5/5),29% (10/35),56% (9/16),100% (2/2),73% (45/62),37% (19/51),57% (64/113),5,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],1.55
12.11.2024,Schwaerzler J. J.,2,6,6,,,,6,1,61%,77% (24/31),55% (11/20),50% (1/2),30% (13/44),69% (25/36),36% (4/11),69% (35/51),48% (38/80),56% (73/131),5,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.24
12.11.2024,Arseneault N.,0,2,4,,,,2,4,55%,70% (31/44),31% (11/36),64% (7/11),23% (7/31),45% (9/20),50% (1/2),53% (42/80),31% (16/51),44% (58/131),5,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],3.80
CHALLENGER MEN - SINGLES :  Knoxville (USA),hard,header
06.11.2024,Schwaerzler J. J.,0,4,1,,,,0,3,69%,59% (17/29),38% (5/13),25% (1/4),14% (5/35),50% (6/12),0% (0/0),52% (22/42),23% (11/47),37% (33/89),1,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.90
06.11.2024,Eubanks C.,2,6,6,,,,7,3,74%,86% (30/35),50% (6/12),0% (0/0),41% (12/29),62% (8/13),75% (3/4),77% (36/47),48% (20/42),63% (56/89),9,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.23
ITF MEN - SINGLES :  M25 Norwich (United Kingdom),hard,header
ATP - SINGLES :  Vienna (Austria),hard,header
21.10.2024,Schwaerzler J. J.,0,2,2,,,,1,1,61%,61% (20/33),29% (6/21),50% (4/8),4% (1/24),36% (5/14),0% (0/0),8,24,60% (3/5),48% (26/54),16% (6/38),35% (32/92),5,3,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],14.80
21.10.2024,Zverev A.,2,6,6,,,,6,1,63%,96% (23/24),64% (9/14),0% (0/0),39% (13/33),71% (15/21),50% (4/8),14,11,86% (6/7),84% (32/38),52% (28/54),65% (60/92),5,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.02
CHALLENGER MEN - SINGLES :  Valencia (Spain),clay,header
10.10.2024,Schwaerzler J. J.,0,3,2,,,,2,3,62%,58% (31/53),44% (14/32),80% (12/15),21% (6/29),25% (5/20),0% (0/2),53% (45/85),22% (11/49),42% (56/134),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.26
10.10.2024,Choinski J.,2,6,6,,,,2,1,59%,79% (23/29),75% (15/20),100% (2/2),42% (22/53),56% (18/32),20% (3/15),78% (38/49),47% (40/85),58% (78/134),8,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.31
08.10.2024,Schwaerzler J. J.,2,7,6,,,,0,3,61%,63% (32/51),58% (19/33),71% (5/7),43% (17/40),50% (13/26),80% (4/5),61% (51/84),45% (30/66),54% (81/150),6,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],3.15
08.10.2024,Kopriva V.,0,5,4,,,,1,5,61%,58% (23/40),50% (13/26),20% (1/5),37% (19/51),42% (14/33),29% (2/7),55% (36/66),39% (33/84),46% (69/150),4,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],1.33
CHALLENGER MEN - SINGLES :  Valencia (Spain) - Qualification,clay,header
07.10.2024,Schwaerzler J. J.,2,6,6,,,,4,2,66%,69% (29/42),64% (14/22),100% (5/5),45% (24/53),37% (7/19),38% (3/8),67% (43/64),43% (31/72),54% (74/136),8,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],1.29
07.10.2024,Santamarta Roig A.,0,2,4,,,,0,1,74%,55% (29/53),63% (12/19),63% (5/8),31% (13/42),36% (8/22),0% (0/5),57% (41/72),33% (21/64),46% (62/136),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.39
06.10.2024,Schwaerzler J. J.,2,6,5,6,,,3,1,66%,68% (36/53),52% (14/27),50% (4/8),47% (26/55),63% (19/30),62% (8/13),63% (50/80),53% (45/85),58% (95/165),6,0,69% (9/13),62% (8/13),65% (17/26),[],[],[],[],[],1.05
06.10.2024,Maftei M.,1,1,7,1,,,0,3,65%,53% (29/55),37% (11/30),38% (5/13),32% (17/53),48% (13/27),50% (4/8),47% (40/85),38% (30/80),42% (70/165),4,0,38% (5/13),31% (4/13),35% (9/26),[],[],[],[],[],8.45
CHALLENGER MEN - SINGLES :  Braga (Portugal) - Qualification,clay,header
29.09.2024,Schwaerzler J. J.,0,5,3,,,,3,3,68%,56% (25/45),43% (9/21),38% (3/8),38% (17/45),38% (10/26),25% (3/12),52% (34/66),38% (27/71),45% (61/137),5,3,50% (5/10),27% (3/11),38% (8/21),[],[],[],[],[],1.22
29.09.2024,Rocha F.,2,7,6,,,,1,2,63%,62% (28/45),62% (16/26),75% (9/12),44% (20/45),57% (12/21),63% (5/8),62% (44/71),48% (32/66),55% (76/137),5,0,73% (8/11),50% (5/10),62% (13/21),[],[],[],[],[],4.38
CHALLENGER MEN - SINGLES :  Bad Waltersdorf (Austria),clay,header
17.09.2024,Schwaerzler J. J.,0,4,3,,,,4,2,64%,62% (23/37),52% (11/21),50% (4/8),26% (9/34),31% (5/16),33% (1/3),59% (34/58),28% (14/50),44% (48/108),2,1,60% (6/10),11% (1/9),37% (7/19),[],[],[],[],[],2.76
17.09.2024,Taberner C.,2,6,6,,,,3,2,68%,74% (25/34),69% (11/16),67% (2/3),38% (14/37),48% (10/21),50% (4/8),72% (36/50),41% (24/58),56% (60/108),8,0,89% (8/9),40% (4/10),63% (12/19),[],[],[],[],[],1.42
CHALLENGER MEN - SINGLES :  Tulln (Austria),clay,header
04.09.2024,Schwaerzler J. J.,1,7^7,4,3,,,3,9,62%,69% (44/64),38% (15/40),54% (7/13),38% (28/74),39% (12/31),29% (4/14),6,57% (59/104),39% (42/107),48% (101/211),4,60% (9/15),25% (4/16),42% (13/31),"['3', '1', '5', '1']","['3', '4']","['3', '2']",[],[],1.73
04.09.2024,Gakhov I.,2,6^2,6,6,,,6,5,70%,62% (46/74),61% (19/31),71% (10/14),31% (20/64),60% (24/40),46% (6/13),7,61% (65/107),43% (45/104),53% (112/211),4,75% (12/16),40% (6/15),58% (18/31),"['2', '5', '4', '5']","['3', '1', '6', '4']","['3', '3', '5', '3']",[],[],2.00
ITF MEN - SINGLES :  M25 Oviedo (Spain),clay,header
28.08.2024,Schwaerzler J. J.,0,6^1,6^9,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '2', '4', '3']",[],[],[],1.09
28.08.2024,Garcia A.,2,7^7,7^11,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '3', '4', '4']",[],[],[],6.58
27.08.2024,Schwaerzler J. J.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0']","['3', '2']",[],[],[],1.06
27.08.2024,Alvarez Sarmiento M. L.,0,3,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],7.90
CHALLENGER MEN - SINGLES :  Cordenons (Italy),clay,header
08.08.2024,Schwaerzler J. J.,0,5,3,,,,2,1,60%,60% (26/43),45% (13/29),67% (8/12),36% (16/44),38% (11/29),22% (2/9),7,54% (39/72),37% (27/73),46% (66/145),3,60% (6/10),18% (2/11),38% (8/21),"['1', '2', '4', '3']",[],[],[],[],1.87
08.08.2024,Bonadio R.,2,7,6,,,,0,3,60%,64% (28/44),62% (18/29),78% (7/9),40% (17/43),55% (16/29),33% (4/12),6,63% (46/73),46% (33/72),54% (79/145),5,82% (9/11),40% (4/10),62% (13/21),"['2', '0', '5', '5', '7', '5']","['4', '2']",[],[],[],1.87
06.08.2024,Schwaerzler J. J.,2,7,2,6,,,3,3,53%,71% (30/42),53% (20/38),50% (4/8),28% (15/53),57% (24/42),36% (4/11),7,63% (50/80),41% (39/95),51% (89/175),3,73% (11/15),29% (4/14),52% (15/29),"['3', '3', '7', '5']","['2', '2']","['2', '0']",[],[],2.20
06.08.2024,Fatic N.,1,5,6,3,,,1,5,56%,72% (38/53),43% (18/42),64% (7/11),29% (12/42),47% (18/38),50% (4/8),6,59% (56/95),38% (30/80),49% (86/175),4,71% (10/14),27% (4/15),48% (14/29),"['3', '2']","['2', '1', '3', '2', '5', '2']",[],[],[],1.64
CHALLENGER MEN - SINGLES :  Liberec (Czech Republic),clay,header
29.07.2024,Schwaerzler J. J.,0,4,4,,,,0,1,62%,54% (20/37),52% (12/23),50% (4/8),35% (11/31),25% (5/20),67% (2/3),12,53% (32/60),31% (16/51),43% (48/111),3,60% (6/10),20% (2/10),40% (8/20),"['2', '0']","['3', '3']",[],[],[],1.65
29.07.2024,Guinard M.,2,6,6,,,,3,0,61%,65% (20/31),75% (15/20),33% (1/3),46% (17/37),48% (11/23),50% (4/8),8,69% (35/51),47% (28/60),57% (63/111),3,80% (8/10),40% (4/10),60% (12/20),"['1', '2', '4', '3']","['2', '1', '5', '4']",[],[],[],2.18
ATP - SINGLES :  Kitzbuhel (Austria),clay,header
22.07.2024,Schwaerzler J. J.,0,2,6^6,,,,5,1,63%,55% (21/38),73% (16/22),33% (1/3),30% (17/56),49% (19/39),0% (0/9),20,15,86% (6/7),5,62% (37/60),38% (36/95),47% (73/155),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.07
22.07.2024,Seyboth Wild T.,2,6,7^8,,,,7,4,59%,70% (39/56),51% (20/39),100% (9/9),45% (17/38),27% (6/22),67% (2/3),22,20,67% (6/9),7,62% (59/95),38% (23/60),53% (82/155),3,100% (10/10),20% (2/10),60% (12/20),"['2', '0', '6', '2']",[],[],[],[],1.38
CHALLENGER MEN - SINGLES :  Salzburg (Austria),clay,header
09.07.2024,Schwaerzler J. J.,0,2,3,,,,5,4,67%,66% (25/38),37% (7/19),70% (7/10),21% (6/28),24% (5/21),0% (0/1),5,56% (32/57),22% (11/49),41% (43/106),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.14
09.07.2024,Huesler M.,2,6,6,,,,2,1,57%,79% (22/28),76% (16/21),100% (1/1),34% (13/38),63% (12/19),30% (3/10),6,78% (38/49),44% (25/57),59% (63/106),5,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '6', '2']","['2', '0']",[],[],[],1.67
CHALLENGER MEN - SINGLES :  Milan (Italy) - Qualification,clay,header
24.06.2024,Schwaerzler J. J.,1,7,4,0,,,6,5,62%,69% (37/54),30% (10/33),33% (3/9),21% (13/61),64% (28/44),21% (3/14),4,54% (47/87),39% (40/103),46% (87/190),5,57% (8/14),21% (3/14),39% (11/28),"['3', '3', '5', '5', '7', '5']",[],[],[],[],1.28
24.06.2024,Brancaccio R.,2,5,6,6,,,7,11,58%,79% (48/61),36% (16/44),79% (11/14),31% (17/54),70% (23/33),67% (6/9),8,61% (63/103),46% (40/87),54% (103/190),7,79% (11/14),43% (6/14),61% (17/28),"['2', '1', '4', '3']","['4', '3']","['1', '0', '3', '0', '5', '0']",[],[],3.50
BOYS - SINGLES :  French Open (France),clay,header
07.06.2024,Schwaerzler J. J.,1,6,3,4,,,4,1,63%,73% (35/48),54% (15/28),50% (2/4),29% (15/52),41% (14/34),33% (2/6),22,28,75% (9/12),5,66% (50/76),34% (29/86),49% (79/162),3,85% (11/13),14% (2/14),48% (13/27),"['2', '1', '5', '2']",[],[],[],[],0
07.06.2024,Bigun K.,2,2,6,6,,,6,2,60%,71% (37/52),59% (20/34),67% (4/6),27% (13/48),46% (13/28),50% (2/4),21,24,70% (14/20),6,66% (57/86),34% (26/76),51% (83/162),3,86% (12/14),15% (2/13),52% (14/27),[],"['2', '0']","['2', '1']",[],[],0
06.06.2024,Schwaerzler J. J.,2,6,7^8,,,,7,4,58%,87% (33/38),59% (16/27),100% (4/4),38% (18/47),39% (12/31),20% (2/10),8,75% (49/65),38% (30/78),55% (79/143),3,100% (10/10),20% (2/10),60% (12/20),"['2', '0', '6', '2']",[],[],[],[],0
06.06.2024,Brunclik P.,0,2,6^6,,,,3,1,60%,62% (29/47),61% (19/31),80% (8/10),13% (5/38),41% (11/27),0% (0/4),6,62% (48/78),25% (16/65),45% (64/143),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],0
05.06.2024,Schwaerzler J. J.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '5', '6', '5']","['4', '3', '6', '3']",[],[],[],0
05.06.2024,Jodar R.,0,5,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2']",[],[],[],[],0
04.06.2024,Schwaerzler J. J.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3', '5', '4']","['1', '0', '4', '1']",[],[],[],0
04.06.2024,Rice K.,0,4,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0']",[],[],[],[],0
03.06.2024,Schwaerzler J. J.,2,4,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '1', '5', '1']","['2', '1', '5', '2']",[],[],0
03.06.2024,Kennedy J.,1,6,3,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '2']","['2', '5']",[],[],[],0
CHALLENGER MEN - SINGLES :  Skopje (North Macedonia),clay,header
25.05.2024,Schwaerzler J. J.,2,6,6,,,,3,0,55%,67% (18/27),68% (15/22),50% (1/2),38% (14/37),58% (15/26),40% (4/10),6,67% (33/49),46% (29/63),55% (62/112),7,89% (8/9),44% (4/9),67% (12/18),"['4', '3', '6', '3']","['2', '0', '4', '2']",[],[],[],2.62
