Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
20.07.,Binda A.,2,,,,,,6,7,59%,66% (40/61),36% (15/42),57% (8/14),43% (23/53),55% (23/42),54% (7/13),10,28,60% (6/10),53% (55/103),48% (45/94),51% (100/197),4,0,60% (9/15),47% (7/15),53% (16/30),"['1', '2', '2', '5']","['4', '4', '5', '5', '7', '5']","['2', '2', '4', '2']",[],[],1.76
20.07.,Masjuan Ginel P.,1,,,,,,5,5,56%,57% (30/53),45% (19/42),46% (6/13),34% (21/61),64% (27/42),43% (6/14),25,48,71% (5/7),52% (49/94),47% (48/103),49% (97/197),6,0,53% (8/15),40% (6/15),47% (14/30),"['2', '0', '3', '1', '5', '1']","['1', '0', '5', '4']","['2', '1']",[],[],1.97
16.07.,Silva T.,2,,,,,,[],"['1', '1', '3', '1']","['4', '5', '6', '5']",[],[],1.95
16.03.,Masjuan Ginel P.,2,,,,,,"['1', '0', '3', '2', '6', '3']","['3', '3', '5', '3', '6', '4']",[],[],[],2.77
16.03.,Wenger D.,0,,,,,,"['1', '1']","['1', '0', '4', '5']",[],[],[],1.40
15.03.,Masjuan Ginel P.,2,,,,,,[],"['2', '3', '5', '4']","['2', '1', '6', '5']",[],[],3.46
15.03.,Djuric B.,1,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0']","['3', '3']",[],[],1.27
14.03.,Masjuan Ginel P.,2,,,,,,"['2', '0', '4', '0']","['1', '2']","['2', '0', '4', '2', '6', '2']",[],[],3.09
14.03.,Ionel N. D.,1,,,,,,"['2', '5']","['2', '0', '5', '3']","['2', '3']",[],[],1.33
13.03.,Masjuan Ginel P.,2,,,,,,"['3', '2', '4', '3']","['1', '1', '2', '2', '6', '4']",[],[],[],1.63
13.03.,Zielinski M.,0,,,,,,"['3', '3', '4', '4']","['1', '0', '2', '1']",[],[],[],2.16
12.03.,Masjuan Ginel P.,2,,,,,,"['3', '1', '4', '2', '6', '2']","['1', '1', '3', '3', '5', '5', '7', '5']",[],[],[],-
12.03.,Marinescu M. R.,0,,,,,,"['2', '3']","['1', '0', '2', '1', '5', '4']",[],[],[],-
20.02.,Blanch Dar.,2,,,,,,"['1', '0']","['3', '2', '5', '2']","['3', '2', '5', '4']",[],[],1.39
20.02.,Masjuan Ginel P.,1,,,,,,"['3', '3', '6', '4']",[],"['3', '3']",[],[],2.81
09.02.,Negritu Ch.,2,,,,,,7,0,78%,79% (34/43),58% (7/12),100% (3/3),36% (20/55),61% (19/31),20% (3/15),75% (41/55),45% (39/86),57% (80/141),8,0,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['5', '4']",[],[],[],1.23
09.02.,Masjuan Ginel P.,0,,,,,,2,3,64%,64% (35/55),39% (12/31),80% (12/15),21% (9/43),42% (5/12),0% (0/3),55% (47/86),25% (14/55),43% (61/141),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.90
05.02.,Marti Pujolras A.,2,,,,,,"['1', '2', '4', '3']","['3', '4', '5', '4']",[],[],[],1.12
05.02.,Masjuan Ginel P.,0,,,,,,"['2', '0']","['4', '2']",[],[],[],5.40
06.12.2024,Curras Abasolo T.,2,,,,,,[],"['6', '4']","['2', '0', '4', '0', '7', '5']",[],[],2.33
06.12.2024,Masjuan Ginel P.,1,,,,,,"['3', '1']",[],"['2', '5', '4', '5']",[],[],1.55
05.12.2024,Masjuan Ginel P.,2,,,,,,"['2', '1', '6', '5']","['3', '4', '5', '4']",[],[],[],7.50
05.12.2024,Giustino L.,0,,,,,,"['2', '2']","['4', '2']",[],[],[],1.06
04.12.2024,Masjuan Ginel P.,2,,,,,,"['1', '3', '3', '3', '5', '3', '6', '6']","['1', '0', '3', '0', '5', '2']",[],[],[],1.07
04.12.2024,Carretero P.,0,,,,,,"['1', '0', '3', '0', '4', '5', '6', '5']","['2', '4']",[],[],[],7.05
20.11.2024,Winter Lopez B.,2,,,,,,"['2', '3', '4', '3']","['2', '3', '6', '5']",[],[],[],1.59
20.11.2024,Masjuan Ginel P.,0,,,,,,"['2', '0']","['2', '0', '6', '6']",[],[],[],2.24
06.11.2024,Correia J.,2,,,,,,"['2', '0', '5', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],1.85
06.11.2024,Masjuan Ginel P.,0,,,,,,"['2', '3', '5', '4']",[],[],[],[],1.85
18.10.2024,Vale D.,2,,,,,,"['2', '0']","['1', '0', '3', '0']",[],[],[],1.45
18.10.2024,Masjuan Ginel P.,0,,,,,,[],[],[],[],[],2.59
17.10.2024,Masjuan Ginel P.,2,,,,,,"['2', '0', '4', '0', '5', '1', '6', '2']",[],"['2', '0', '4', '0']",[],[],1.18
17.10.2024,Batista D.,1,,,,,,"['1', '4', '2', '5']","['5', '4']",[],[],[],4.43
10.10.2024,Zhu M.,2,,,,,,"['4', '4']","['5', '4']",[],[],[],3.54
10.10.2024,Masjuan Ginel P.,0,,,,,,"['2', '1']",[],[],[],[],1.26
13.09.2024,Masjuan Ginel P.,2,,,,,,"['2', '0', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.87
13.09.2024,McCormick T.,0,,,,,,[],[],[],[],[],1.85
12.09.2024,Masjuan Ginel P.,2,,,,,,"['3', '3', '4', '4', '5', '5']","['3', '1', '6', '4']","['3', '1', '6', '4']",[],[],2.22
12.09.2024,Gonzalez Fernandez M.,1,,,,,,"['1', '0', '4', '3', '5', '4', '6', '5']","['2', '3']","['3', '4']",[],[],1.61
11.09.2024,Masjuan Ginel P.,2,,,,,,"['2', '0', '3', '1', '5', '3', '6', '4']","['2', '2', '3', '3', '5', '5', '7', '5']",[],[],[],1.12
11.09.2024,O'Connell B.,0,,,,,,"['1', '2', '3', '4', '4', '5']","['2', '1', '3', '2', '4', '3']",[],[],[],5.56
06.09.2024,Radulov I.,2,,,,,,"['5', '3']","['3', '2', '5', '2']",[],[],[],1.58
06.09.2024,Masjuan Ginel P.,0,,,,,,[],[],[],[],[],2.28
05.09.2024,Masjuan Ginel P.,2,,,,,,"['1', '2', '5', '4']","['4', '3']",[],[],[],2.34
05.09.2024,Benchetrit E.,0,,,,,,"['2', '0']",[],[],[],[],1.55
04.09.2024,Masjuan Ginel P.,2,,,,,,"['3', '4']","['3', '1', '5', '1']",[],[],[],1.06
04.09.2024,Lara Salmeron D.,0,,,,,,"['2', '0']",[],[],[],[],7.60
28.08.2024,Merida Aguilar D.,2,,,,,,"['2', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.34
28.08.2024,Masjuan Ginel P.,0,,,,,,"['2', '2']",[],[],[],[],3.05
26.08.2024,Masjuan Ginel P.,2,,,,,,"['1', '1', '6', '4']","['2', '2', '5', '5', '7', '5']",[],[],[],2.79
26.08.2024,Melzer G.,0,,,,,,"['1', '0']","['1', '0', '4', '3']",[],[],[],1.40
20.08.2024,Blanch D.,2,,,,,,"['4', '5']","['5', '3']",[],[],[],1.71
20.08.2024,Masjuan Ginel P.,0,,,,,,"['5', '3']",[],[],[],[],2.03
24.07.2024,Gill F.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0']",[],[],[],1.23
24.07.2024,Masjuan Ginel P.,0,,,,,,[],[],[],[],[],3.86
18.07.2024,Giustino L.,2,,,,,,"['2', '0', '5', '1']","['1', '0', '5', '2']",[],[],[],1.29
18.07.2024,Masjuan Ginel P.,0,,,,,,[],[],[],[],[],3.37
17.07.2024,Masjuan Ginel P.,2,,,,,,"['1', '0', '2', '1', '5', '2']","['2', '1', '5', '2', '6', '3']",[],[],[],1.07
17.07.2024,Serra Sanchez N.,0,,,,,,"['1', '1']","['3', '5']",[],[],[],7.28
03.07.2024,Buse I.,2,,,,,,"['3', '1', '6', '4']",[],"['2', '0', '4', '2', '6', '2']",[],[],1.12
03.07.2024,Masjuan Ginel P.,1,,,,,,"['4', '5']","['2', '1', '4', '1']","['2', '3']",[],[],5.67
