Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
18.08.,Jorda Sanchis D.,2,,,,,,5,2,71%,62% (43/69),61% (17/28),67% (6/9),38% (22/58),45% (20/44),27% (4/15),16,49,60% (6/10),62% (60/97),41% (42/102),51% (102/199),6,0,80% (12/15),29% (4/14),55% (16/29),"['4', '2']","['2', '0', '3', '1', '5', '1']",[],[],[],20.0
18.08.,Nesterov P.,1,,,,,,3,1,57%,62% (36/58),55% (24/44),73% (11/15),38% (26/69),39% (11/28),33% (3/9),26,56,73% (11/15),59% (60/102),38% (37/97),49% (97/199),4,0,71% (10/14),20% (3/15),45% (13/29),"['3', '4', '5', '4']","['1', '2']",[],[],[],1.72
17.08.,Nesterov P.,2,,,,,,1,1,61%,70% (32/46),60% (18/30),60% (3/5),48% (21/44),32% (12/37),33% (3/9),19,42,60% (6/10),66% (50/76),41% (34/83),53% (84/159),5,0,82% (9/11),27% (3/11),55% (12/22),"['4', '4', '6', '6']","['3', '2']",[],[],[],1.66
17.08.,Kirov V.,0,,,,,,0,1,54%,52% (23/44),68% (25/37),67% (6/9),30% (14/46),40% (12/30),40% (2/5),16,43,73% (8/11),59% (49/83),34% (26/76),47% (75/159),5,3,73% (8/11),18% (2/11),45% (10/22),"['1', '0', '6', '5']",[],[],[],[],17.0
10.08.,Markov V.,2,,,,,,4,3,58%,68% (25/37),48% (13/27),80% (4/5),55% (11/20),59% (16/27),71% (5/7),14,25,67% (6/9),59% (38/64),57% (27/47),59% (65/111),5,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '2']",[],[],[],-
10.08.,Nesterov P.,0,,,,,,0,3,43%,45% (9/20),41% (11/27),29% (2/7),32% (12/37),52% (14/27),20% (1/5),7,38,50% (1/2),43% (20/47),41% (26/64),41% (46/111),5,1,38% (3/8),13% (1/8),25% (4/16),[],"['1', '2']",[],[],[],-
30.07.,Samuel T.,2,,,,,,"['1', '2', '4', '5', '6', '5']","['1', '0', '2', '3', '4', '5']","['1', '0', '4', '3']",[],[],1.99
02.06.,Forejtek J.,2,,,,,,1,1,60%,71% (29/41),48% (13/27),63% (5/8),44% (18/41),55% (17/31),44% (4/9),62% (42/68),49% (35/72),55% (77/140),8,0,73% (8/11),40% (4/10),57% (12/21),"['2', '0', '4', '0', '5', '1']","['2', '1']",[],[],[],1.69
02.06.,Nesterov P.,0,,,,,,5,2,57%,56% (23/41),45% (14/31),56% (5/9),29% (12/41),52% (14/27),38% (3/8),51% (37/72),38% (26/68),45% (63/140),2,1,60% (6/10),27% (3/11),43% (9/21),"['1', '4', '2', '5']","['2', '2']",[],[],[],2.07
01.06.,Nesterov P.,2,,,,,,3,1,76%,68% (26/38),67% (8/12),80% (4/5),44% (16/36),89% (16/18),45% (5/11),68% (34/50),59% (32/54),63% (66/104),8,0,88% (7/8),63% (5/8),75% (12/16),"['3', '1', '4', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.10
01.06.,Klimas J.,0,,,,,,1,9,67%,56% (20/36),11% (2/18),55% (6/11),32% (12/38),33% (4/12),20% (1/5),41% (22/54),32% (16/50),37% (38/104),2,0,38% (3/8),13% (1/8),25% (4/16),"['2', '3']",[],[],[],[],6.05
18.05.,Nesterov P.,2,,,,,,"['5', '4']","['5', '4']",[],[],[],2.42
18.05.,Boitan G. A.,0,,,,,,[],[],[],[],[],1.51
17.05.,Nesterov P.,2,,,,,,"['1', '1']","['2', '0', '7', '5']","['2', '0', '4', '0']",[],[],2.69
17.05.,Ovcharenko O.,1,,,,,,"['1', '0', '2', '1', '4', '1']","['4', '5']","['1', '4']",[],[],1.42
16.05.,Nesterov P.,2,,,,,,[],"['4', '2', '6', '2']","['3', '1', '6', '4']",[],[],1.65
16.05.,Forger A.,1,,,,,,"['2', '0', '4', '0']",[],"['4', '5']",[],[],2.13
15.05.,Nesterov P.,2,,,,,,"['2', '0', '5', '1']","['3', '2', '6', '3']",[],[],[],-
15.05.,Gadoiu A. C.,0,,,,,,[],[],[],[],[],12.00
14.05.,Nesterov P.,2,,,,,,"['2', '0', '6', '4']","['2', '2', '6', '4']",[],[],[],1.33
14.05.,Wehnelt K.,0,,,,,,"['3', '4']","['1', '0']",[],[],[],3.09
11.05.,Cretu C.,2,,,,,,"['5', '3']",[],[],[],[],1.61
11.05.,Nesterov P.,0,,,,,,[],[],[],[],[],2.20
10.05.,Nesterov P.,2,,,,,,"['1', '1']","['3', '4', '5', '4', '6', '5']","['2', '1', '5', '2']",[],[],2.73
10.05.,Boitan G. A.,1,,,,,,"['1', '0']","['2', '0', '5', '5']","['3', '5']",[],[],1.41
09.05.,Nesterov P.,2,,,,,,"['1', '0', '3', '4']","['2', '2', '5', '5']","['1', '0']",[],[],1.53
09.05.,Forger A.,1,,,,,,"['2', '2', '4', '2']","['1', '0', '3', '2']",[],[],[],2.37
08.05.,Nesterov P.,2,,,,,,"['3', '2', '4', '3', '6', '3']","['2', '0', '5', '3']",[],[],[],1.21
08.05.,Angelini L.,0,,,,,,"['3', '3']","['3', '4']",[],[],[],4.04
07.05.,Nesterov P.,2,,,,,,"['1', '1', '3', '5', '5', '5']","['3', '1', '4', '2', '6', '2']","['3', '1', '6', '2']",[],[],1.42
07.05.,Rahmani K.,1,,,,,,"['1', '0', '2', '1', '4', '1', '6', '5']","['2', '3']",[],[],[],2.69
07.04.,Olivieri G. A.,2,,,,,,0,1,90%,77% (33/43),40% (2/5),0% (0/0),47% (15/32),47% (9/19),50% (4/8),73% (35/48),47% (24/51),60% (59/99),4,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '6', '1']","['3', '1']",[],[],[],1.34
07.04.,Nesterov P.,0,,,,,,0,0,63%,53% (17/32),53% (10/19),50% (4/8),23% (10/43),60% (3/5),0% (0/0),53% (27/51),27% (13/48),40% (40/99),6,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.10
06.04.,Nesterov P.,2,,,,,,1,1,65%,74% (31/42),65% (15/23),75% (3/4),31% (12/39),50% (16/32),43% (3/7),71% (46/65),39% (28/71),54% (74/136),7,0,91% (10/11),27% (3/11),59% (13/22),"['4', '3']","['3', '2', '6', '5']",[],[],[],1.44
06.04.,Poling K.,0,,,,,,2,1,55%,69% (27/39),50% (16/32),57% (4/7),26% (11/42),35% (8/23),25% (1/4),61% (43/71),29% (19/65),46% (62/136),3,0,73% (8/11),9% (1/11),41% (9/22),[],"['3', '3']",[],[],[],2.66
31.03.,Prado Angelo J. C.,2,,,,,,0,2,60%,73% (27/37),44% (11/25),71% (5/7),30% (9/30),78% (21/27),83% (5/6),61% (38/62),53% (30/57),57% (68/119),8,0,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '5', '2']","['2', '1', '3', '4', '5', '4']",[],[],[],1.45
31.03.,Nesterov P.,0,,,,,,3,2,53%,70% (21/30),22% (6/27),17% (1/6),27% (10/37),56% (14/25),29% (2/7),47% (27/57),39% (24/62),43% (51/119),2,0,44% (4/9),22% (2/9),33% (6/18),[],"['2', '2', '4', '2']",[],[],[],2.61
25.03.,Soto M.,2,,,,,,0,3,73%,69% (35/51),47% (9/19),86% (6/7),47% (17/36),56% (9/16),40% (4/10),63% (44/70),50% (26/52),57% (70/122),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['2', '1', '5', '2']",[],[],[],1.55
25.03.,Nesterov P.,0,,,,,,2,1,69%,53% (19/36),44% (7/16),60% (6/10),31% (16/51),53% (10/19),14% (1/7),50% (26/52),37% (26/70),43% (52/122),5,0,50% (4/8),11% (1/9),29% (5/17),[],"['3', '5']",[],[],[],2.36
21.03.,Garin C.,2,,,,,,2,1,62%,64% (27/42),54% (14/26),33% (1/3),37% (11/30),58% (11/19),57% (4/7),60% (41/68),45% (22/49),54% (63/117),7,0,80% (8/10),44% (4/9),63% (12/19),"['6', '4']","['2', '0', '3', '3', '5', '3']",[],[],[],1.08
21.03.,Nesterov P.,0,,,,,,0,1,61%,63% (19/30),42% (8/19),43% (3/7),36% (15/42),46% (12/26),67% (2/3),55% (27/49),40% (27/68),46% (54/117),3,0,56% (5/9),20% (2/10),37% (7/19),[],"['1', '2', '3', '2']",[],[],[],6.75
18.03.,Nesterov P.,2,,,,,,3,0,68%,72% (23/32),60% (9/15),67% (2/3),47% (15/32),62% (13/21),56% (5/9),68% (32/47),53% (28/53),60% (60/100),7,0,88% (7/8),63% (5/8),75% (12/16),"['3', '2', '5', '2', '6', '3']","['3', '1', '5', '1']",[],[],[],1.53
18.03.,Catry R.,0,,,,,,3,4,60%,53% (17/32),38% (8/21),44% (4/9),28% (9/32),40% (6/15),33% (1/3),47% (25/53),32% (15/47),40% (40/100),3,0,38% (3/8),13% (1/8),25% (4/16),"['3', '5']",[],[],[],[],2.40
11.03.,Mejia N.,2,,,,,,2,2,67%,65% (33/51),64% (16/25),86% (6/7),41% (16/39),48% (12/25),60% (3/5),64% (49/76),44% (28/64),55% (77/140),5,0,90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['2', '1', '4', '1']",[],[],[],1.38
11.03.,Nesterov P.,0,,,,,,2,2,61%,59% (23/39),52% (13/25),40% (2/5),35% (18/51),36% (9/25),14% (1/7),56% (36/64),36% (27/76),45% (63/140),5,0,70% (7/10),10% (1/10),40% (8/20),[],"['2', '4']",[],[],[],2.89
10.03.,Nesterov P.,2,,,,,,2,1,64%,77% (27/35),45% (9/20),100% (5/5),54% (15/28),58% (14/24),63% (5/8),65% (36/55),56% (29/52),61% (65/107),7,0,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '5', '0']","['1', '0', '5', '2']",[],[],[],1.02
10.03.,Munoz E.,0,,,,,,0,5,54%,46% (13/28),42% (10/24),38% (3/8),23% (8/35),55% (11/20),0% (0/5),44% (23/52),35% (19/55),39% (42/107),3,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],10.20
15.02.,Ehrenschneider N.,2,,,,,,"['6', '5']","['2', '1']",[],[],[],1.85
15.02.,Nesterov P.,0,,,,,,[],[],[],[],[],1.85
14.02.,Nesterov P.,2,,,,,,"['2', '0', '4', '4']","['3', '1', '5', '3']","['2', '3', '4', '5', '6', '5']",[],[],2.09
14.02.,Guerrieri A.,1,,,,,,"['1', '2', '3', '2', '6', '5']","['2', '3']","['2', '0', '4', '2']",[],[],1.68
13.02.,Nesterov P.,0,,,,,,"['2', '0']",[],[],[],[],1.04
13.02.,Haita S. H.,0,,,,,,[],[],[],[],[],8.10
11.02.,Nesterov P.,2,,,,,,"['2', '0', '6', '2']","['2', '0', '4', '2']",[],[],[],-
11.02.,Andreescu S. A.,0,,,,,,[],"['2', '3']",[],[],[],-
31.01.,Cretu C.,2,,,,,,"['5', '5', '6', '6']","['4', '3', '6', '3']",[],[],[],1.63
31.01.,Nesterov P.,1,,,,,,"['4', '3', '6', '5']",[],[],[],[],2.30
24.01.,Colson T.,2,,,,,,[],"['4', '2', '6', '2']","['3', '1', '5', '1']",[],[],1.60
24.01.,Nesterov P.,1,,,,,,"['4', '3']",[],[],[],[],2.22
23.01.,Nesterov P.,2,,,,,,"['3', '2', '5', '2']","['2', '3']","['2', '2', '5', '5']",[],[],1.65
23.01.,Handel T.,1,,,,,,[],"['3', '1', '5', '3']","['1', '0', '5', '4']",[],[],2.13
21.01.,Nesterov P.,2,,,,,,"['2', '0', '5', '5', '6', '6']","['1', '0', '3', '0', '5', '0']",[],[],[],1.59
21.01.,Kikuchi Y.,0,,,,,,"['1', '2', '3', '2', '6', '5']",[],[],[],[],2.24
17.01.,Borg L.,2,,,,,,"['1', '0', '6', '3']","['5', '5']",[],[],[],2.81
17.01.,Nesterov P.,0,,,,,,[],"['5', '4']",[],[],[],1.39
