Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
30.05.,Georgiev G.,2,,,,,,"['2', '0', '5', '1']","['2', '1', '3', '2', '6', '5']",[],[],[],1.43
07.11.2024,Moraing O.,2,,,,,,"['3', '4', '5', '4']","['1', '0']","['4', '3']",[],[],2.56
07.11.2024,Petrov A.,1,,,,,,"['2', '0']","['4', '4', '6', '4']",[],[],[],1.46
06.11.2024,Petrov A.,2,,,,,,"['6', '4']","['1', '1', '3', '3', '5', '3']",[],[],[],1.61
06.11.2024,Mokrov A.,0,,,,,,[],"['1', '0', '2', '1']",[],[],[],2.20
30.10.2024,Tamm K.,2,,,,,,"['1', '0', '3', '0']","['2', '3']",[],[],[],1.74
30.10.2024,Petrov A.,0,,,,,,[],"['2', '0']",[],[],[],1.97
05.09.2024,Latinovic S.,2,,,,,,"['2', '0']","['1', '0', '5', '2']",[],[],[],1.98
05.09.2024,Petrov A.,0,,,,,,[],[],[],[],[],1.75
03.09.2024,Petrov A.,2,,,,,,"['2', '1']","['1', '0', '4', '1', '5', '2']",[],[],[],-
03.09.2024,Zekic M.,0,,,,,,[],"['2', '4', '3', '5']",[],[],[],-
28.08.2024,Misasi G.,2,,,,,,[],"['4', '2', '5', '3', '6', '4']","['2', '0']",[],[],1.44
28.08.2024,Petrov A.,1,,,,,,[],"['3', '4', '4', '5']","['4', '5']",[],[],2.65
21.08.2024,Fiorentini A.,2,,,,,,"['3', '1', '4', '2', '6', '2']","['2', '0', '7', '5']",[],[],[],1.82
21.08.2024,Petrov A.,0,,,,,,"['2', '3']","['3', '4']",[],[],[],1.90
24.07.2024,Petrov A.,2,,,,,,"['1', '0', '2', '1', '4', '3', '5', '4']","['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],1.67
24.07.2024,Clark E.,1,,,,,,"['1', '1', '2', '2', '4', '4', '5', '5', '7', '5']",[],[],[],[],2.11
11.07.2024,Tien L.,2,,,,,,"['1', '1', '5', '3']","['1', '2', '6', '2']",[],[],[],1.06
11.07.2024,Petrov A.,0,,,,,,"['1', '0']","['2', '0']",[],[],[],7.70
09.07.2024,Petrov A.,2,,,,,,"['4', '2']","['4', '3']",[],[],[],1.25
09.07.2024,Chang A.,0,,,,,,"['3', '4']",[],[],[],[],3.69
03.07.2024,Nanda G.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']","['1', '0', '4', '1', '6', '1']",[],[],1.40
03.07.2024,Petrov A.,1,,,,,,"['2', '4', '4', '4', '6', '4']",[],[],[],[],2.79
19.06.2024,Hara Friend J. D.,2,,,,,,"['2', '2', '4', '2']","['2', '1', '4', '1', '6', '5']",[],[],[],1.43
19.06.2024,Petrov A.,0,,,,,,"['2', '1']","['3', '5', '5', '5']",[],[],[],2.68
13.06.2024,Ponwith N.,2,,,,,,"['2', '2']","['2', '0', '5', '3']","['1', '0', '5', '4']",[],[],1.50
13.06.2024,Petrov A.,1,,,,,,"['1', '0', '6', '5']","['2', '3']","['1', '1']",[],[],2.47
12.06.2024,Petrov A.,2,,,,,,"['2', '0', '5', '5', '6', '6']","['2', '1', '5', '2']","['3', '2', '6', '5']",[],[],1.51
12.06.2024,Summers M.,1,,,,,,"['2', '3', '4', '3', '6', '5']",[],"['5', '5']",[],[],2.45
05.06.2024,Gorzny S.,2,,,,,,"['1', '0', '6', '5']","['2', '1', '4', '3']",[],[],[],1.45
05.06.2024,Petrov A.,0,,,,,,"['3', '3']","['3', '3']",[],[],[],2.62
03.11.2023,Soto M.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.70
03.11.2023,Petrov A.,0,,,,,,[],[],[],[],[],2.03
02.11.2023,Petrov A.,2,,,,,,[],"['1', '0', '6', '3']","['1', '1', '3', '1', '6', '2']",[],[],1.77
02.11.2023,Chopra K.,1,,,,,,"['1', '0', '4', '1', '6', '1']",[],"['1', '0']",[],[],1.94
01.11.2023,Petrov A.,2,,,,,,"['1', '0', '5', '2']","['2', '1', '5', '2']",[],[],[],-
01.11.2023,Maginley J.,0,,,,,,[],[],[],[],[],-
19.10.2023,Dominko S.,2,,,,,,"['2', '1', '5', '2']",[],"['1', '1', '4', '4', '6', '4']",[],[],1.68
19.10.2023,Petrov A.,1,,,,,,[],"['2', '0']","['1', '0', '2', '1']",[],[],2.06
18.10.2023,Petrov A.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],16.0
18.10.2023,Navarro T.,0,,,,,,[],[],[],[],[],1.67
15.09.2023,Petrov A.,1,,,,,,"['2', '4', '4', '4', '6', '6']",[],[],[],[],2.45
15.09.2023,Clark E.,0,,,,,,"['1', '0', '3', '0', '6', '5']","['3', '1']",[],[],[],1.50
14.09.2023,Petrov A.,2,,,,,,"['3', '3', '7', '5']","['2', '0', '3', '1', '6', '2']",[],[],[],-
14.09.2023,Brancatelli G. T.,0,,,,,,"['1', '0']","['1', '2']",[],[],[],-
13.09.2023,Petrov A.,2,,,,,,[],"['2', '0']","['3', '2', '6', '3']",[],[],1.51
13.09.2023,Horovitz R.,1,,,,,,"['6', '5']",[],[],[],[],2.43
03.08.2023,Baris O.,2,,,,,,[],[],[],[],[],-
03.08.2023,Petrov A.,0,,,,,,[],[],[],[],[],-
02.08.2023,Petrov A.,2,,,,,,"['1', '1', '5', '3']","['2', '1', '4', '1']",[],[],[],2.01
02.08.2023,Claverie L.,0,,,,,,"['1', '0']",[],[],[],[],1.72
26.07.2023,Nakagawa N.,2,,,,,,"['2', '3', '4', '3']","['3', '1', '6', '2']","['3', '1', '5', '3']",[],[],1.33
26.07.2023,Petrov A.,1,,,,,,"['2', '0', '4', '4']",[],"['3', '4']",[],[],3.10
20.07.2023,Kingsley C.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['5', '3']",[],[],[],1.25
20.07.2023,Petrov A.,0,,,,,,[],[],[],[],[],3.64
19.07.2023,Petrov A.,2,,,,,,"['2', '0']","['3', '2']",[],[],[],1.46
19.07.2023,Hilderbrand T.,0,,,,,,[],"['4', '4']",[],[],[],2.57
