Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
14.06.,Iradukunda G.,2,,,,,,"['2', '0', '5', '1']","['1', '0', '3', '2']",[],[],[],-
27.02.2024,Iradukunda G.,2,,,,,,8,5,60%,81% (47/58),34% (13/38),20% (1/5),30% (16/54),41% (13/32),75% (3/4),63% (60/96),34% (29/86),49% (89/182),7,0,73% (11/15),29% (4/14),52% (15/29),[],"['1', '2', '3', '4', '5', '4', '6', '4']","['2', '1']",[],[],1.70
27.02.2024,Brumm J.,1,,,,,,5,4,63%,70% (38/54),59% (19/32),25% (1/4),19% (11/58),66% (25/38),80% (4/5),66% (57/86),38% (36/96),51% (93/182),3,0,71% (10/14),27% (4/15),48% (14/29),"['4', '3', '6', '3']","['2', '0', '4', '2']","['3', '3']",[],[],1.98
26.10.2023,Hudd E.,1,,,,,,"['2', '0', '3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.56
26.10.2023,Iradukunda G.,0,,,,,,"['1', '2']",[],[],[],[],2.31
25.10.2023,Iradukunda G.,2,,,,,,"['1', '2', '6', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],1.27
25.10.2023,Bulte A.,0,,,,,,"['2', '0']",[],[],[],[],3.48
28.07.2023,Setodji T.,2,,,,,,[],[],[],[],[],1.90
28.07.2023,Iradukunda G.,0,,,,,,[],[],[],[],[],1.81
27.07.2023,Iradukunda G.,2,,,,,,[],[],[],[],[],1.17
27.07.2023,Vujic S.,1,,,,,,[],[],[],[],[],4.52
26.07.2023,Iradukunda G.,2,,,,,,[],[],[],[],[],2.13
26.07.2023,Andre S.,0,,,,,,[],[],[],[],[],1.65
24.06.2023,Iradukunda G.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '4', '1']",[],[],[],1.09
24.06.2023,Antchandie H.,0,,,,,,[],[],[],[],[],6.56
22.06.2023,Iradukunda G.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['4', '2', '5', '3']",[],[],[],-
22.06.2023,Miessen E.,0,,,,,,[],"['3', '4']",[],[],[],-
21.06.2023,Iradukunda G.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '0']",[],[],[],-
21.06.2023,Maria M.,0,,,,,,[],[],[],[],[],-
23.05.2023,Agarwal R.,2,,,,,,[],[],[],[],[],2.86
23.05.2023,Iradukunda G.,0,,,,,,[],[],[],[],[],1.38
19.05.2023,Spiridon D. C.,2,,,,,,[],[],[],[],[],2.86
19.05.2023,Iradukunda G.,0,,,,,,[],[],[],[],[],1.38
18.05.2023,Iradukunda G.,2,,,,,,[],[],[],[],[],-
18.05.2023,Agarwal R.,0,,,,,,[],[],[],[],[],-
17.05.2023,Iradukunda G.,2,,,,,,[],[],[],[],[],1.89
17.05.2023,Singh K.,0,,,,,,[],[],[],[],[],1.82
