Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
11.05.,Barreiros Reyes M.,2,,,,,,3,10,51%,71% (34/48),63% (29/46),40% (2/5),26% (15/58),58% (22/38),50% (3/6),67% (63/94),39% (37/96),53% (100/190),5,0,81% (13/16),20% (3/15),52% (16/31),"['1', '2']",[],"['2', '0', '4', '0']",[],[],1.34
11.05.,Buitrago N.,1,,,,,,10,4,60%,74% (43/58),42% (16/38),50% (3/6),29% (14/48),37% (17/46),60% (3/5),61% (59/96),33% (31/94),47% (90/190),5,0,80% (12/15),19% (3/16),48% (15/31),"['2', '0', '6', '4']",[],"['2', '5']",[],[],3.10
11.03.,Fellin P. O.,2,,,,,,"['2', '0']","['4', '3']",[],[],[],1.21
13.11.2024,Hernandez Mariona K.,2,,,,,,[],"['6', '4']","['2', '0', '4', '0', '6', '0']",[],[],4.14
13.11.2024,Buitrago N.,1,,,,,,"['1', '0']",[],[],[],[],1.20
07.11.2024,Tobon M.,2,,,,,,"['4', '2', '6', '2']","['2', '0']",[],[],[],1.20
07.11.2024,Buitrago N.,0,,,,,,[],[],[],[],[],4.14
06.11.2024,Buitrago N.,2,,,,,,"['4', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],3.09
06.11.2024,Bynoe E.,0,,,,,,[],[],[],[],[],1.33
15.09.2024,Aboian L.,2,,,,,,3,3,47%,79% (22/28),56% (18/32),83% (5/6),36% (9/25),60% (18/30),67% (4/6),67% (40/60),49% (27/55),58% (67/115),8,0,89% (8/9),50% (4/8),71% (12/17),"['3', '3', '6', '4']","['2', '0', '5', '1']",[],[],[],1.19
15.09.2024,Buitrago N.,0,,,,,,3,2,45%,64% (16/25),40% (12/30),33% (2/6),21% (6/28),44% (14/32),17% (1/6),51% (28/55),33% (20/60),42% (48/115),2,0,50% (4/8),11% (1/9),29% (5/17),"['3', '2']",[],[],[],[],4.45
13.08.2024,Barreiros Reyes M.,2,,,,,,"['3', '2']","['6', '1']",[],[],[],1.12
13.08.2024,Buitrago N.,0,,,,,,[],[],[],[],[],5.56
04.08.2024,Gomez J. S.,2,,,,,,1,5,59%,62% (38/61),50% (21/42),58% (7/12),0 km/h,0 km/h,36% (16/44),55% (17/31),60% (6/10),57% (59/103),44% (33/75),52% (92/178),6,0,64% (9/14),46% (6/13),56% (15/27),"['1', '1']","['3', '4', '5', '4']","['1', '0', '3', '2', '5', '2']",[],[],1.04
04.08.2024,Buitrago N.,1,,,,,,8,5,59%,64% (28/44),45% (14/31),40% (4/10),0 km/h,0 km/h,38% (23/61),50% (21/42),42% (5/12),56% (42/75),43% (44/103),48% (86/178),4,0,54% (7/13),36% (5/14),44% (12/27),"['1', '0', '2', '1', '6', '3']","['3', '1']","['1', '1']",[],[],9.70
23.06.2024,Stater A.,2,,,,,,0,1,53%,74% (20/27),63% (15/24),67% (2/3),48% (12/25),60% (12/20),100% (4/4),69% (35/51),53% (24/45),61% (59/96),6,0,89% (8/9),50% (4/8),71% (12/17),"['3', '3', '6', '4']","['2', '0', '4', '0']",[],[],[],1.24
23.06.2024,Buitrago N.,0,,,,,,0,3,56%,52% (13/25),40% (8/20),0% (0/4),26% (7/27),38% (9/24),33% (1/3),47% (21/45),31% (16/51),39% (37/96),4,0,50% (4/8),11% (1/9),29% (5/17),"['3', '2']",[],[],[],[],3.85
11.10.2023,Barreto Sanchez D. A.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '5', '1']",[],[],[],1.13
11.10.2023,Buitrago N.,0,,,,,,[],[],[],[],[],5.26
19.09.2023,Setkic A.,2,,,,,,[],[],[],[],[],1.26
19.09.2023,Buitrago N.,0,,,,,,[],[],[],[],[],3.56
14.09.2023,Obradovic D.,2,,,,,,[],[],[],[],[],1.25
14.09.2023,Buitrago N.,0,,,,,,[],[],[],[],[],3.64
13.09.2023,Buitrago N.,2,,,,,,[],[],[],[],[],1.57
13.09.2023,Matsuda R.,0,,,,,,[],[],[],[],[],2.29
20.08.2023,Buse I.,2,,,,,,2,0,53%,63% (25/40),58% (21/36),43% (3/7),52% (30/58),48% (14/29),50% (7/14),61% (46/76),51% (44/87),55% (90/163),69% (9/13),54% (7/13),62% (16/26),[],"['1', '1', '2', '2', '4', '2', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],1.22
20.08.2023,Buitrago N.,1,,,,,,0,2,67%,48% (28/58),52% (15/29),50% (7/14),38% (15/40),42% (15/36),57% (4/7),49% (43/87),39% (30/76),45% (73/163),46% (6/13),31% (4/13),38% (10/26),"['4', '3']","['1', '0', '2', '1', '3', '4']",[],[],[],4.02
08.08.2023,Justo G. I.,2,,,,,,[],[],[],[],[],1.20
08.08.2023,Buitrago N.,0,,,,,,[],[],[],[],[],4.13
26.06.2023,Zanellato N.,2,,,,,,3,3,67%,75% (47/63),55% (17/31),71% (5/7),32% (21/65),56% (22/39),36% (4/11),68% (64/94),41% (43/104),54% (107/198),87% (13/15),27% (4/15),57% (17/30),[],"['2', '0', '7', '5']","['4', '2', '6', '2']",[],[],1.38
26.06.2023,Buitrago N.,1,,,,,,5,5,63%,68% (44/65),44% (17/39),64% (7/11),25% (16/63),45% (14/31),29% (2/7),59% (61/104),32% (30/94),46% (91/198),73% (11/15),13% (2/15),43% (13/30),"['1', '0']","['1', '2']",[],[],[],2.91
25.06.2023,Buitrago N.,2,,,,,,4,1,61%,72% (18/25),75% (12/16),50% (1/2),47% (15/32),81% (13/16),63% (5/8),73% (30/41),58% (28/48),65% (58/89),88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['3', '3', '5', '3']",[],[],[],1.04
25.06.2023,Leroy C.,0,,,,,,0,8,67%,53% (17/32),19% (3/16),38% (3/8),28% (7/25),25% (4/16),50% (1/2),42% (20/48),27% (11/41),35% (31/89),29% (2/7),13% (1/8),20% (3/15),[],"['3', '2']",[],[],[],9.75
18.06.2023,Barrena A.,2,,,,,,5,7,58%,68% (25/37),48% (13/27),71% (5/7),48% (19/40),61% (14/23),45% (5/11),59% (38/64),52% (33/63),56% (71/127),78% (7/9),56% (5/9),67% (12/18),"['2', '1', '5', '2']","['2', '1', '4', '3', '5', '4']",[],[],[],1.10
18.06.2023,Buitrago N.,0,,,,,,0,1,63%,53% (21/40),39% (9/23),55% (6/11),32% (12/37),52% (14/27),29% (2/7),48% (30/63),41% (26/64),43% (55/127),44% (4/9),22% (2/9),33% (6/18),[],"['2', '2', '4', '4']",[],[],[],6.45
07.06.2023,Minarik K.,2,,,,,,[],[],[],[],[],2.12
07.06.2023,Buitrago N.,0,,,,,,[],[],[],[],[],1.66
31.05.2023,Novakovic N.,2,,,,,,[],[],[],[],[],-
31.05.2023,Buitrago N.,1,,,,,,[],[],[],[],[],-
24.05.2023,Pennaforti G.,2,,,,,,[],[],[],[],[],1.48
24.05.2023,Buitrago N.,0,,,,,,[],[],[],[],[],2.51
19.05.2023,Knaff A.,2,,,,,,[],[],[],[],[],-
19.05.2023,Buitrago N.,1,,,,,,[],[],[],[],[],-
16.05.2023,Buitrago N.,2,,,,,,[],[],[],[],[],3.03
16.05.2023,Tomescu D. A.,1,,,,,,[],[],[],[],[],1.31
