Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Rennes (France),hard,header
01.08. 14:40,Droguet T.,2,6,6,,,,3,0,63%,79% (26/33),63% (12/19),0% (0/0),45% (15/33),38% (9/24),38% (3/8),7,73% (38/52),42% (24/57),57% (62/109),5,100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['2', '1', '4', '1']",[],[],[],1.54
01.08. 14:40,Roca Batalla O.,0,3,2,,,,0,2,58%,55% (18/33),63% (15/24),63% (5/8),21% (7/33),37% (7/19),0% (0/0),5,58% (33/57),27% (14/52),43% (47/109),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.40
31.07. 19:10,Droguet T.,2,7,7^7,,,,4,3,54%,73% (30/41),60% (21/35),60% (3/5),38% (23/60),44% (14/32),38% (3/8),5,67% (51/76),40% (37/92),52% (88/168),3,83% (10/12),25% (3/12),54% (13/24),"['2', '0', '7', '5']","['5', '5']",[],[],[],1.60
31.07. 19:10,Landaluce M.,0,5,6^3,,,,1,3,65%,62% (37/60),56% (18/32),63% (5/8),27% (11/41),40% (14/35),40% (2/5),4,60% (55/92),33% (25/76),48% (80/168),3,75% (9/12),17% (2/12),46% (11/24),"['4', '5']","['4', '3']",[],[],[],2.26
30.07. 14:05,Droguet T.,2,7^7,6,,,,9,3,56%,82% (32/39),55% (17/31),100% (4/4),34% (21/61),61% (17/28),20% (2/10),7,70% (49/70),43% (38/89),55% (87/159),5,100% (10/10),20% (2/10),60% (12/20),[],"['3', '2', '5', '2']",[],[],[],1.13
30.07. 14:05,Vankan M.,0,6^4,2,,,,1,6,69%,66% (40/61),39% (11/28),80% (8/10),18% (7/39),45% (14/31),0% (0/4),3,57% (51/89),30% (21/70),45% (72/159),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],5.54
ATP - SINGLES :  Gstaad (Switzerland),clay,header
15.07. 16:10,Droguet T.,0,4,3,,,,6,3,57%,83% (25/30),30% (7/23),50% (3/6),29% (13/45),52% (14/27),20% (1/5),14,14,88% (7/8),4,60% (32/53),38% (27/72),47% (59/125),2,67% (6/9),10% (1/10),37% (7/19),[],"['1', '2']",[],[],[],2.11
15.07. 16:10,Fognini F.,2,6,6,,,,1,3,63%,71% (32/45),48% (13/27),80% (4/5),17% (5/30),70% (16/23),50% (3/6),15,9,76% (13/17),6,63% (45/72),40% (21/53),53% (66/125),4,90% (9/10),33% (3/9),63% (12/19),"['6', '4']","['2', '0', '4', '2']",[],[],[],1.74
ATP - SINGLES :  Gstaad (Switzerland) - Qualification,clay,header
14.07. 17:30,Droguet T.,2,7,6,,,,5,1,66%,75% (33/44),61% (14/23),86% (6/7),41% (13/32),52% (14/27),57% (4/7),34,5,64% (16/25),11,70% (47/67),46% (27/59),59% (74/126),5,90% (9/10),40% (4/10),65% (13/20),"['3', '4', '6', '5']","['1', '0', '4', '1']",[],[],[],2.25
14.07. 17:30,Kasnikowski M.,0,5,2,,,,0,3,54%,59% (19/32),48% (13/27),43% (3/7),25% (11/44),39% (9/23),14% (1/7),24,15,55% (17/31),4,54% (32/59),30% (20/67),41% (52/126),2,60% (6/10),10% (1/10),35% (7/20),"['4', '2']",[],[],[],[],1.65
13.07. 18:50,Droguet T.,2,7^12,3,7^7,,,8,7,67%,63% (51/81),40% (16/40),45% (5/11),39% (31/80),46% (12/26),83% (5/6),39,32,68% (30/44),6,55% (67/121),41% (43/106),48% (110/227),3,63% (10/16),29% (5/17),45% (15/33),"['1', '1', '5', '5']","['3', '4']","['4', '4', '6', '6']",[],[],1.47
13.07. 18:50,Jianu F. C.,1,6^10,6,6^3,,,1,0,75%,61% (49/80),54% (14/26),17% (1/6),37% (30/81),60% (24/40),55% (6/11),21,11,63% (31/49),8,59% (63/106),45% (54/121),52% (117/227),3,71% (12/17),38% (6/16),55% (18/33),"['1', '0', '4', '3']","['4', '2', '5', '3']","['2', '1', '6', '5']",[],[],2.59
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
12.07. 19:40,Droguet T.,0,5,4,,,,4,7,63%,67% (29/43),40% (10/25),56% (5/9),34% (11/32),31% (8/26),67% (2/3),7,57% (39/68),33% (19/58),46% (58/126),3,64% (7/11),18% (2/11),41% (9/22),"['2', '1']","['4', '5']",[],[],[],1.61
12.07. 19:40,Roca Batalla O.,2,7,6,,,,3,0,55%,66% (21/32),69% (18/26),33% (1/3),33% (14/43),60% (15/25),44% (4/9),7,67% (39/58),43% (29/68),54% (68/126),5,82% (9/11),36% (4/11),59% (13/22),"['5', '5', '7', '5']","['3', '1', '6', '4']",[],[],[],2.22
11.07. 13:40,Droguet T.,2,6,5,6,,,6,10,50%,73% (40/55),42% (23/55),29% (2/7),39% (16/41),51% (23/45),60% (6/10),8,57% (63/110),45% (39/86),52% (102/196),5,69% (11/16),40% (6/15),55% (17/31),"['2', '0', '5', '3']","['1', '0', '4', '3']","['1', '2', '3', '2']",[],[],1.69
11.07. 13:40,Travaglia S.,1,3,7,4,,,0,6,48%,61% (25/41),49% (22/45),40% (4/10),27% (15/55),58% (32/55),71% (5/7),7,55% (47/86),43% (47/110),48% (94/196),6,60% (9/15),31% (5/16),45% (14/31),"['2', '3']","['2', '2', '5', '5', '7', '5']","['2', '0']",[],[],2.11
08.07. 16:55,Droguet T.,2,6,7,,,,9,3,52%,83% (34/41),50% (19/38),100% (6/6),29% (9/31),42% (13/31),67% (2/3),6,67% (53/79),35% (22/62),53% (75/141),3,100% (11/11),20% (2/10),62% (13/21),"['2', '0']","['6', '5']",[],[],[],1.39
08.07. 16:55,Fonio G.,0,3,5,,,,1,3,50%,71% (22/31),58% (18/31),33% (1/3),17% (7/41),50% (19/38),0% (0/6),4,65% (40/62),33% (26/79),47% (66/141),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],2.89
CHALLENGER MEN - SINGLES :  Modena (Italy),clay,header
03.07. 19:55,Droguet T.,1,2,7^7,3,,,8,4,46%,70% (32/46),47% (25/53),64% (9/14),18% (9/49),47% (25/53),29% (2/7),4,58% (57/99),33% (34/102),45% (91/201),2,64% (9/14),13% (2/15),38% (11/29),[],"['5', '5', '6', '6']",[],[],[],1.33
03.07. 19:55,Arnaboldi F.,2,6,6^5,6,,,4,4,48%,82% (40/49),53% (28/53),71% (5/7),30% (14/46),53% (28/53),36% (5/14),6,67% (68/102),42% (42/99),55% (110/201),5,87% (13/15),36% (5/14),62% (18/29),"['2', '1', '5', '2']","['1', '0', '6', '5']","['2', '0']",[],[],3.19
02.07. 16:15,Droguet T.,2,4,6,7^7,,,5,2,55%,77% (37/48),79% (31/39),50% (1/2),25% (15/60),36% (10/28),25% (1/4),6,78% (68/87),28% (25/88),53% (93/175),3,94% (15/16),7% (1/15),52% (16/31),[],"['2', '0']",[],[],[],1.09
02.07. 16:15,Tammaro M.,1,6,3,6^3,,,1,0,68%,75% (45/60),64% (18/28),75% (3/4),23% (11/48),21% (8/39),50% (1/2),6,72% (63/88),22% (19/87),47% (82/175),3,93% (14/15),6% (1/16),48% (15/31),"['5', '4']",[],[],[],[],6.76
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
26.06. 15:40,Droguet T.,0,4,6^3,,,,3,5,56%,72% (28/39),42% (13/31),50% (3/6),24% (10/42),35% (7/20),50% (2/4),30,32,66% (19/29),6,59% (41/70),27% (17/62),44% (58/132),2,73% (8/11),18% (2/11),45% (10/22),[],"['2', '0', '3', '3']",[],[],[],1.43
26.06. 15:40,Yevseyev D.,2,6,7^7,,,,9,3,68%,76% (32/42),65% (13/20),50% (2/4),28% (11/39),58% (18/31),50% (3/6),25,14,71% (12/17),7,73% (45/62),41% (29/70),56% (74/132),3,82% (9/11),27% (3/11),55% (12/22),"['1', '0']","['1', '2', '3', '2']",[],[],[],2.82
24.06. 18:15,Droguet T.,2,6,6^5,6,,,10,1,60%,78% (54/69),54% (25/46),88% (7/8),20% (11/54),43% (13/30),100% (3/3),29,23,68% (21/31),7,69% (79/115),29% (24/84),52% (103/199),3,94% (15/16),21% (3/14),60% (18/30),"['3', '1']","['3', '4']","['3', '1']",[],[],1.23
24.06. 18:15,Fatic N.,1,3,7^7,3,,,12,1,64%,80% (43/54),57% (17/30),0% (0/3),22% (15/69),46% (21/46),13% (1/8),37,25,66% (33/50),9,71% (60/84),31% (36/115),48% (96/199),3,79% (11/14),6% (1/16),40% (12/30),[],"['2', '0']",[],[],[],4.05
CHALLENGER MEN - SINGLES :  Ilkley (United Kingdom),grass,header
20.06. 19:10,Droguet T.,0,6^5,4,,,,7,4,63%,72% (34/47),57% (16/28),75% (3/4),12% (5/41),38% (9/24),0% (0/0),6,67% (50/75),22% (14/65),46% (64/140),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.34
20.06. 19:10,Bonzi B.,2,7^7,6,,,,4,3,63%,88% (36/41),63% (15/24),0% (0/0),28% (13/47),43% (12/28),25% (1/4),6,78% (51/65),33% (25/75),54% (76/140),3,100% (11/11),9% (1/11),55% (12/22),[],"['5', '4']",[],[],[],1.55
20.06. 15:10,Droguet T.,2,7^7,6,,,,15,1,61%,85% (39/46),41% (12/29),88% (7/8),38% (21/56),40% (6/15),50% (2/4),6,68% (51/75),38% (27/71),53% (78/146),3,91% (10/11),18% (2/11),55% (12/22),"['2', '2']","['1', '0']",[],[],[],2.59
20.06. 15:10,Barrere G.,0,6^2,4,,,,7,1,79%,63% (35/56),60% (9/15),50% (2/4),15% (7/46),59% (17/29),13% (1/8),6,62% (44/71),32% (24/75),47% (68/146),2,82% (9/11),9% (1/11),45% (10/22),"['1', '0']",[],[],[],[],1.47
19.06. 18:10,Droguet T.,2,7,5,6,,,7,1,66%,85% (50/59),65% (20/31),0% (0/1),26% (17/66),47% (16/34),50% (2/4),6,78% (70/90),33% (33/100),54% (103/190),3,94% (16/17),13% (2/16),55% (18/33),"['7', '5']",[],"['4', '2']",[],[],3.85
19.06. 18:10,Diallo G.,1,5,7,3,,,8,2,66%,74% (49/66),53% (18/34),50% (2/4),15% (9/59),35% (11/31),100% (1/1),6,67% (67/100),22% (20/90),46% (87/190),3,88% (14/16),6% (1/17),45% (15/33),[],"['6', '5']",[],[],[],1.24
ATP - SINGLES :  French Open (France) - Qualification,clay,header
22.05. 16:35,Droguet T.,0,1,3,,,,1,2,64%,54% (15/28),44% (7/16),20% (1/5),27% (7/26),33% (8/24),0% (0/3),12,21,50% (6/12),4,50% (22/44),30% (15/50),39% (37/94),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.62
22.05. 16:35,Ritschard A.,2,6,6,,,,0,2,52%,73% (19/26),67% (16/24),100% (3/3),46% (13/28),56% (9/16),80% (4/5),23,14,47% (9/19),9,70% (35/50),50% (22/44),61% (57/94),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '4', '1', '6', '1']","['5', '3']",[],[],[],2.31
21.05. 13:40,Droguet T.,2,7^7,6,,,,8,0,54%,78% (29/37),61% (19/31),50% (1/2),28% (14/50),63% (22/35),38% (3/8),39,18,72% (18/25),7,71% (48/68),42% (36/85),55% (84/153),3,90% (9/10),27% (3/11),57% (12/21),"['2', '2']","['3', '2', '6', '3']",[],[],[],1.07
21.05. 13:40,Marie J.,0,6^4,3,,,,2,2,59%,72% (36/50),37% (13/35),63% (5/8),22% (8/37),39% (12/31),50% (1/2),30,30,67% (26/39),6,58% (49/85),29% (20/68),45% (69/153),2,73% (8/11),10% (1/10),43% (9/21),"['1', '0']",[],[],[],[],8.10
CHALLENGER MEN - SINGLES :  Francavilla (Italy),clay,header
12.05. 19:35,Droguet T.,2,6,7^7,,,,3,1,49%,64% (25/39),63% (25/40),67% (4/6),51% (22/43),31% (9/29),43% (3/7),8,63% (50/79),43% (31/72),54% (81/151),4,82% (9/11),30% (3/10),57% (12/21),"['2', '2', '5', '3']","['1', '0']",[],[],[],1.23
12.05. 19:35,Berrettini J.,0,3,6^4,,,,1,1,60%,49% (21/43),69% (20/29),57% (4/7),36% (14/39),38% (15/40),33% (2/6),4,57% (41/72),37% (29/79),46% (70/151),2,70% (7/10),18% (2/11),43% (9/21),"['2', '1']","['1', '1']",[],[],[],3.95
11.05. 21:45,Droguet T.,2,6,7,,,,3,0,49%,77% (24/31),47% (15/32),57% (4/7),42% (15/36),53% (10/19),56% (5/9),5,62% (39/63),45% (25/55),54% (64/118),4,73% (8/11),50% (5/10),62% (13/21),"['3', '1']","['2', '1', '3', '4', '4', '5', '6', '5']",[],[],[],1.39
11.05. 21:45,Agamenone F.,0,3,5,,,,0,2,65%,58% (21/36),47% (9/19),44% (4/9),23% (7/31),53% (17/32),43% (3/7),7,55% (30/55),38% (24/63),46% (54/118),3,50% (5/10),27% (3/11),38% (8/21),[],"['2', '2', '4', '2', '5', '3']",[],[],[],2.83
10.05. 21:35,Droguet T.,2,7,6,,,,2,1,55%,82% (23/28),70% (16/23),50% (1/2),45% (17/38),56% (9/16),67% (4/6),8,76% (39/51),48% (26/54),62% (65/105),7,90% (9/10),44% (4/9),68% (13/19),"['3', '3', '7', '5']","['2', '0', '4', '0']",[],[],[],1.21
10.05. 21:35,Piraino G.,0,5,1,,,,0,0,70%,55% (21/38),44% (7/16),33% (2/6),18% (5/28),30% (7/23),50% (1/2),4,52% (28/54),24% (12/51),38% (40/105),2,56% (5/9),10% (1/10),32% (6/19),"['1', '0']",[],[],[],[],4.08
09.05. 19:45,Droguet T.,2,7^8,6,,,,9,0,55%,78% (32/41),56% (19/34),75% (3/4),33% (14/42),29% (6/21),67% (2/3),5,68% (51/75),32% (20/63),51% (71/138),3,91% (10/11),18% (2/11),55% (12/22),[],"['3', '2', '5', '4']",[],[],[],1.18
09.05. 19:45,Guerrieri A.,0,6^6,4,,,,0,2,67%,67% (28/42),71% (15/21),33% (1/3),22% (9/41),44% (15/34),25% (1/4),6,68% (43/63),32% (24/75),49% (67/138),2,82% (9/11),9% (1/11),45% (10/22),[],"['4', '4']",[],[],[],4.91
07.05. 20:35,Droguet T.,2,6,6,,,,2,1,51%,85% (17/20),68% (13/19),0% (0/0),64% (21/33),67% (4/6),83% (5/6),11,77% (30/39),64% (25/39),71% (55/78),7,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.18
07.05. 20:35,Marie J.,0,1,0,,,,0,0,85%,36% (12/33),33% (2/6),17% (1/6),15% (3/20),32% (6/19),0% (0/0),2,36% (14/39),23% (9/39),29% (23/78),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],4.60
ATP - SINGLES :  Madrid (Spain) - Qualification,clay,header
22.04. 13:40,Droguet T.,0,3,5,,,,5,1,62%,65% (30/46),39% (11/28),77% (10/13),26% (14/53),42% (5/12),25% (1/4),27,13,52% (12/23),6,55% (41/74),29% (19/65),43% (60/139),3,70% (7/10),9% (1/11),38% (8/21),"['2', '1']",[],[],[],[],2.54
22.04. 13:40,Tirante T. A.,2,6,7,,,,2,1,82%,74% (39/53),58% (7/12),75% (3/4),35% (16/46),61% (17/28),23% (3/13),14,6,74% (17/23),13,71% (46/65),45% (33/74),57% (79/139),5,91% (10/11),30% (3/10),62% (13/21),"['3', '3', '5', '3']","['6', '5']",[],[],[],1.52
ATP - SINGLES :  Bucharest (Romania) - Qualification,clay,header
CHALLENGER MEN - SINGLES :  Szekesfehervar (Hungary),clay,header
17.03. 17:35,Tseng C. H.,0,4,,,,,2,0,33%,100% (4/4),75% (6/8),0% (0/0),45% (5/11),60% (6/10),67% (2/3),5,83% (10/12),52% (11/21),64% (21/33),4,100% (2/2),67% (2/3),80% (4/5),"['2', '1', '4', '1']",[],[],[],[],2.80
17.03. 17:35,Droguet T.,0,1,,,,,0,2,52%,55% (6/11),40% (4/10),33% (1/3),0% (0/4),25% (2/8),0% (0/0),3,48% (10/21),17% (2/12),36% (12/33),1,33% (1/3),0% (0/2),20% (1/5),[],[],[],[],[],1.41
16.03. 16:35,Droguet T.,2,6,6,,,,1,0,59%,79% (23/29),65% (13/20),100% (2/2),38% (13/34),64% (16/25),50% (4/8),5,73% (36/49),49% (29/59),60% (65/108),3,100% (8/8),50% (4/8),75% (12/16),"['2', '0', '6', '2']","['3', '1', '6', '2']",[],[],[],1.34
16.03. 16:35,Agamenone F.,0,2,2,,,,0,4,58%,62% (21/34),36% (9/25),50% (4/8),21% (6/29),35% (7/20),0% (0/2),3,51% (30/59),27% (13/49),40% (43/108),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.08
15.03. 16:40,Droguet T.,2,4,6,6,,,6,1,52%,63% (31/49),51% (23/45),56% (5/9),45% (25/55),54% (20/37),43% (6/14),8,57% (54/94),49% (45/92),53% (99/186),6,71% (10/14),46% (6/13),59% (16/27),"['3', '3']","['2', '0', '3', '1', '5', '1']","['1', '0', '3', '2']",[],[],1.78
15.03. 16:40,Piros Z.,1,6,1,4,,,2,2,60%,55% (30/55),46% (17/37),57% (8/14),37% (18/49),49% (22/45),44% (4/9),7,51% (47/92),43% (40/94),47% (87/186),3,54% (7/13),29% (4/14),41% (11/27),"['2', '1', '5', '4']","['1', '2']","['2', '2']",[],[],1.94
14.03. 15:40,Droguet T.,2,6,7^7,,,,5,0,63%,73% (33/45),67% (18/27),100% (1/1),30% (11/37),38% (13/34),17% (1/6),5,71% (51/72),34% (24/71),52% (75/143),3,100% (11/11),9% (1/11),55% (12/22),"['6', '4']",[],[],[],[],1.49
14.03. 15:40,Kovalik J.,0,4,6^5,,,,2,3,52%,70% (26/37),62% (21/34),83% (5/6),27% (12/45),33% (9/27),0% (0/1),7,66% (47/71),29% (21/72),48% (68/143),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.53
12.03. 14:40,Droguet T.,2,6,6,,,,2,2,52%,87% (20/23),57% (12/21),50% (1/2),47% (17/36),90% (9/10),83% (5/6),8,73% (32/44),57% (26/46),64% (58/90),9,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['2', '0', '5', '3']",[],[],[],1.31
12.03. 14:40,Dalla Valle E.,0,0,3,,,,2,2,78%,53% (19/36),10% (1/10),17% (1/6),13% (3/23),43% (9/21),50% (1/2),4,43% (20/46),27% (12/44),36% (32/90),3,29% (2/7),13% (1/8),20% (3/15),[],"['2', '3']",[],[],[],3.31
CHALLENGER MEN - SINGLES :  Lille (France),hard,header
29.02. 17:15,Droguet T.,0,6^3,6^2,,,,12,4,63%,67% (36/54),53% (17/32),0% (0/1),19% (9/47),42% (13/31),20% (1/5),4,62% (53/86),28% (22/78),46% (75/164),2,92% (11/12),8% (1/12),50% (12/24),"['1', '2']",[],[],[],[],1.55
29.02. 17:15,De Loore J.,2,7^7,7^7,,,,5,2,60%,81% (38/47),58% (18/31),80% (4/5),33% (18/54),47% (15/32),100% (1/1),7,72% (56/78),38% (33/86),54% (89/164),2,92% (11/12),8% (1/12),50% (12/24),"['2', '0']",[],[],[],[],2.37
27.02. 18:25,Droguet T.,2,7^7,6,,,,7,0,63%,70% (26/37),68% (15/22),33% (1/3),40% (19/47),59% (19/32),36% (4/11),7,69% (41/59),48% (38/79),57% (79/138),3,80% (8/10),40% (4/10),60% (12/20),"['1', '1', '2', '2']","['2', '1', '5', '2']",[],[],[],1.61
27.02. 18:25,Guinard M.,0,6^2,2,,,,6,4,59%,60% (28/47),41% (13/32),64% (7/11),30% (11/37),32% (7/22),67% (2/3),4,52% (41/79),31% (18/59),43% (59/138),1,60% (6/10),20% (2/10),40% (8/20),"['1', '0', '2', '1']",[],[],[],[],2.24
CHALLENGER MEN - SINGLES :  Pau (France),hard,header
23.02. 17:45,Droguet T.,1,5,6,5,,,8,3,61%,71% (50/70),34% (15/44),50% (6/12),32% (22/68),55% (23/42),29% (5/17),6,57% (65/114),41% (45/110),49% (110/224),3,65% (11/17),31% (5/16),48% (16/33),"['2', '0']","['2', '0', '4', '2']","['3', '4', '4', '5']",[],[],1.50
23.02. 17:45,Chidekh C.,2,7,3,7,,,1,4,62%,68% (46/68),45% (19/42),71% (12/17),29% (20/70),66% (29/44),50% (6/12),7,59% (65/110),43% (49/114),51% (114/224),3,69% (11/16),35% (6/17),52% (17/33),"['3', '4', '6', '5']","['2', '3']","['3', '1', '5', '3', '7', '5']",[],[],2.45
22.02. 20:50,Droguet T.,2,6,7,,,,4,0,60%,91% (31/34),61% (14/23),100% (2/2),25% (9/36),33% (6/18),50% (2/4),6,79% (45/57),28% (15/54),54% (60/111),3,100% (11/11),20% (2/10),62% (13/21),"['3', '1']","['6', '5']",[],[],[],2.50
22.02. 20:50,Halys Q.,0,3,5,,,,6,1,67%,75% (27/36),67% (12/18),50% (2/4),9% (3/34),39% (9/23),0% (0/2),5,72% (39/54),21% (12/57),46% (51/111),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],1.50
CHALLENGER MEN - SINGLES :  Cherbourg (France),hard,header
16.02. 23:10,Droguet T.,1,5,6,3,,,3,4,53%,73% (35/48),48% (20/42),33% (2/6),27% (16/60),53% (25/47),25% (3/12),6,61% (55/90),38% (41/107),49% (96/197),3,73% (11/15),19% (3/16),45% (14/31),[],"['1', '2', '2', '3', '5', '4']",[],[],[],2.83
