Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Caniato C. A.,2,,,,,,8,3,56%,75% (36/48),57% (21/37),80% (4/5),38% (20/52),48% (11/23),57% (4/7),67% (57/85),41% (31/75),55% (88/160),7,0,92% (12/13),31% (4/13),62% (16/26),[],"['2', '0']","['1', '0', '3', '0', '6', '1']",[],[],1.59
25.08.,Rodriguez Taverna S.,1,,,,,,7,0,69%,62% (32/52),52% (12/23),43% (3/7),25% (12/48),43% (16/37),20% (1/5),59% (44/75),33% (28/85),45% (72/160),3,1,69% (9/13),8% (1/13),38% (10/26),"['5', '4']",[],[],[],[],2.27
22.08.,Nikles J.,2,,,,,,"['2', '3', '3', '4', '5', '4']","['2', '1', '5', '2']",[],[],[],2.99
26.06.,Rahmani K.,2,,,,,,"['2', '0']",[],[],[],[],3.81
26.06.,Caniato C. A.,0,,,,,,"['1', '2']",[],[],[],[],1.23
24.06.,Caniato C. A.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.62
24.06.,Vincent Ruggeri S.,0,,,,,,[],[],[],[],[],2.18
22.06.,Mazza M.,2,,,,,,"['5', '4']","['3', '2']",[],[],[],1.69
22.06.,Caniato C. A.,0,,,,,,[],[],[],[],[],2.07
21.06.,Caniato C. A.,2,,,,,,"['4', '4']","['1', '0', '5', '4']",[],[],[],1.67
21.06.,Oradini G.,0,,,,,,"['3', '2']","['1', '1']",[],[],[],2.10
20.06.,Caniato C. A.,2,,,,,,"['4', '2', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.68
20.06.,Castagnola L.,0,,,,,,[],[],[],[],[],2.09
19.06.,Caniato C. A.,2,,,,,,"['4', '5']","['6', '4']",[],[],[],1.65
19.06.,Lopez Montagud C.,0,,,,,,"['4', '2']",[],[],[],[],2.13
16.06.,Caniato C. A.,2,,,,,,"['7', '5']","['4', '2']",[],[],[],1.28
16.06.,D'Agostino S.,0,,,,,,[],[],[],[],[],3.40
05.06.,Gima S.,2,,,,,,"['5', '4', '6', '5']","['2', '0', '3', '1', '6', '4']",[],[],[],2.24
05.06.,Caniato C. A.,0,,,,,,"['5', '5', '6', '6']","['1', '2', '2', '3']",[],[],[],1.59
03.06.,Caniato C. A.,2,,,,,,"['5', '3']",[],"['3', '1', '5', '1']",[],[],1.39
03.06.,Petkovic M.,1,,,,,,[],"['5', '3']","['2', '5', '4', '5']",[],[],2.81
30.05.,Dominko S.,2,,,,,,"['3', '2', '5', '2']","['1', '0']",[],[],[],1.62
30.05.,Caniato C. A.,0,,,,,,[],"['1', '1']",[],[],[],2.18
30.05.,Caniato C. A.,2,,,,,,"['1', '1', '3', '1', '5', '1']","['1', '0', '3', '0', '4', '3']",[],[],[],1.46
30.05.,Kupcic J.,0,,,,,,"['1', '0', '2', '5']","['1', '3', '3', '3']",[],[],[],2.56
27.05.,Caniato C. A.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.27
27.05.,Ferrari F.,0,,,,,,[],[],[],[],[],3.46
22.05.,Berrettini J.,2,,,,,,"['1', '0', '6', '3']","['2', '0', '6', '4']",[],[],[],-
22.05.,Caniato C. A.,0,,,,,,[],"['2', '3']",[],[],[],-
20.05.,Caniato C. A.,2,,,,,,"['7', '5']","['4', '2']",[],[],[],1.50
20.05.,Pieri S.,0,,,,,,[],[],[],[],[],2.44
17.04.,Krutykh O.,2,,,,,,"['7', '5']","['2', '0', '5', '1']",[],[],[],1.36
17.04.,Caniato C. A.,0,,,,,,[],[],[],[],[],2.94
16.04.,Caniato C. A.,2,,,,,,"['3', '3', '5', '3', '7', '5']",[],[],[],[],1.85
16.04.,Paulson A.,0,,,,,,"['2', '1', '4', '5']",[],[],[],[],1.85
27.02.,Damm M.,2,,,,,,[],[],[],[],[],1.10
27.02.,Caniato C. A.,0,,,,,,[],[],[],[],[],5.80
26.02.,Caniato C. A.,2,,,,,,"['2', '0', '5', '3']","['1', '0', '3', '0']",[],[],[],1.59
26.02.,Tkemaladze Z.,0,,,,,,"['3', '4']",[],[],[],[],2.24
21.02.,Arutiunian E.,2,,,,,,[],"['4', '2']",[],[],[],1.64
21.02.,Caniato C. A.,0,,,,,,[],[],[],[],[],2.14
20.02.,Caniato C. A.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['4', '4', '7', '5']",[],[],[],1.63
20.02.,Balshaw F.,0,,,,,,[],"['3', '2']",[],[],[],2.16
12.02.,Almazan Valiente I.,2,,,,,,"['5', '4']","['3', '2']",[],[],[],1.99
12.02.,Caniato C. A.,0,,,,,,[],"['3', '3']",[],[],[],1.73
15.11.2024,Tabacco F.,2,,,,,,"['1', '0', '3', '0', '4', '1', '5', '2']","['1', '0', '2', '1', '4', '1', '5', '2']",[],[],[],2.13
15.11.2024,Caniato C. A.,0,,,,,,"['1', '3', '2', '4']","['1', '1', '2', '4']",[],[],[],1.65
15.11.2024,Caniato C. A.,2,,,,,,"['2', '3']","['2', '0', '5', '1']",[],[],[],1.68
15.11.2024,Romano F.,0,,,,,,"['2', '0']",[],[],[],[],2.06
