31.05.,Draper J.,3,,,,,,8,4,59%,93% (37/40),61% (17/28),100% (2/2),201 km/h,162 km/h,37% (22/59),64% (16/25),45% (5/11),32,20,89% (8/9),79% (54/68),45% (38/84),61% (92/152),6,0,100% (13/13),38% (5/13),69% (18/26),"['2', '1', '5', '2']","['4', '3']","['1', '0', '3', '0']",[],[],1.46
31.05.,Fonseca J.,0,,,,,,6,0,70%,63% (37/59),36% (9/25),55% (6/11),194 km/h,162 km/h,8% (3/40),39% (11/28),0% (0/2),23,38,63% (10/16),55% (46/84),21% (14/68),39% (60/152),4,0,62% (8/13),0% (0/13),31% (8/26),[],[],[],[],[],2.77
29.05.,Draper J.,3,,,,,,5,4,65%,72% (54/75),59% (24/41),60% (6/10),193 km/h,155 km/h,33% (29/88),63% (41/65),32% (7/22),59,33,61% (17/28),67% (78/116),46% (70/153),55% (148/269),7,0,80% (16/20),35% (7/20),57% (23/40),"['2', '1', '6', '3']","['3', '5']","['2', '0', '4', '2']","['4', '5', '6', '5']",[],1.14
29.05.,Monfils G.,1,,,,,,8,7,58%,67% (59/88),37% (24/65),68% (15/22),195 km/h,161 km/h,28% (21/75),41% (17/41),40% (4/10),45,46,54% (22/41),54% (83/153),33% (38/116),45% (121/269),3,0,65% (13/20),20% (4/20),43% (17/40),[],"['3', '2', '5', '2']","['2', '3']","['4', '2']",[],5.76
27.05.,Draper J.,3,,,,,,11,7,68%,74% (51/69),59% (19/32),67% (4/6),196 km/h,159 km/h,38% (24/63),50% (24/48),33% (6/18),43,26,67% (14/21),69% (70/101),43% (48/111),56% (118/212),8,0,88% (15/17),35% (6/17),62% (21/34),"['2', '5']","['2', '0', '5', '1']","['2', '1']","['3', '2', '5', '2']",[],1.02
27.05.,Bellucci M.,1,,,,,,9,1,57%,62% (39/63),50% (24/48),67% (12/18),188 km/h,161 km/h,26% (18/69),41% (13/32),33% (2/6),39,41,43% (6/14),57% (63/111),31% (31/101),44% (94/212),2,0,65% (11/17),12% (2/17),38% (13/34),"['3', '1', '5', '1']",[],[],[],[],14.80
14.05.,Alcaraz C.,2,,,,,,1,3,61%,61% (30/49),58% (18/31),75% (6/8),192 km/h,162 km/h,44% (14/32),53% (8/15),100% (4/4),24,29,76% (13/17),60% (50/84),47% (22/47),55% (72/131),9,0,80% (8/10),40% (4/10),60% (12/20),"['3', '4', '5', '4']","['1', '0', '5', '4']",[],[],[],1.34
14.05.,Draper J.,0,,,,,,1,2,68%,56% (18/32),47% (7/15),0% (0/4),201 km/h,164 km/h,39% (19/49),42% (13/31),25% (2/8),8,17,60% (3/5),53% (25/47),40% (34/84),45% (59/131),1,0,60% (6/10),20% (2/10),40% (8/20),"['4', '2']","['1', '1']",[],[],[],3.31
13.05.,Draper J.,2,,,,,,2,2,63%,71% (32/45),56% (15/27),25% (1/4),196 km/h,161 km/h,33% (14/43),42% (15/36),38% (3/8),23,31,66% (21/32),65% (47/72),37% (29/79),50% (76/151),6,0,77% (10/13),23% (3/13),50% (13/26),[],"['5', '3', '6', '4']","['5', '3']",[],[],1.11
13.05.,Moutet C.,1,,,,,,2,3,54%,67% (29/43),58% (21/36),63% (5/8),180 km/h,146 km/h,29% (13/45),48% (13/27),75% (3/4),27,21,91% (10/11),63% (50/79),35% (25/72),50% (75/151),4,0,77% (10/13),23% (3/13),50% (13/26),"['3', '1', '5', '1']","['4', '5']",[],[],[],6.70
11.05.,Draper J.,2,,,,,,3,2,59%,83% (24/29),70% (14/20),100% (4/4),197 km/h,151 km/h,37% (16/43),47% (17/36),23% (3/13),21,37,100% (6/6),78% (38/49),42% (33/79),55% (71/128),7,0,100% (9/9),30% (3/10),63% (12/19),"['4', '3']","['1', '0', '6', '3']",[],[],[],1.10
11.05.,Kopriva V.,0,,,,,,1,5,54%,63% (27/43),53% (19/36),77% (10/13),178 km/h,151 km/h,17% (5/29),30% (6/20),0% (0/4),10,27,80% (4/5),58% (46/79),22% (11/49),45% (57/128),3,2,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],7.03
09.05.,Draper J.,2,,,,,,7,0,71%,76% (35/46),42% (8/19),100% (7/7),200 km/h,158 km/h,40% (12/30),61% (14/23),80% (4/5),33,21,86% (6/7),66% (43/65),49% (26/53),58% (69/118),8,0,100% (8/8),44% (4/9),71% (12/17),"['1', '0', '4', '1', '6', '1']","['6', '4']",[],[],[],1.26
09.05.,Darderi L.,0,,,,,,2,1,57%,60% (18/30),39% (9/23),20% (1/5),194 km/h,152 km/h,24% (11/46),58% (11/19),0% (0/7),8,18,67% (2/3),51% (27/53),34% (22/65),42% (49/118),2,1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],3.94
04.05.,Ruud C.,2,,,,,,9,7,59%,81% (46/57),38% (15/39),57% (4/7),199 km/h,173 km/h,28% (18/65),54% (20/37),30% (3/10),40,33,73% (8/11),64% (61/96),37% (38/102),50% (99/198),6,0,81% (13/16),20% (3/15),52% (16/31),"['5', '5', '7', '5']",[],"['3', '2']",[],[],2.81
04.05.,Draper J.,1,,,,,,6,3,64%,72% (47/65),46% (17/37),70% (7/10),202 km/h,156 km/h,19% (11/57),62% (24/39),43% (3/7),43,30,78% (14/18),63% (64/102),36% (35/96),50% (99/198),4,0,80% (12/15),19% (3/16),48% (15/31),"['2', '1']","['4', '3', '6', '3']",[],[],[],1.45
02.05.,Draper J.,2,,,,,,3,1,67%,78% (38/49),58% (14/24),67% (2/3),205 km/h,154 km/h,30% (16/53),50% (10/20),33% (2/6),19,19,73% (8/11),71% (52/73),36% (26/73),53% (78/146),7,0,91% (10/11),20% (2/10),57% (12/21),"['2', '0', '3', '1']",[],[],[],[],1.59
02.05.,Musetti L.,0,,,,,,3,2,73%,70% (37/53),50% (10/20),67% (4/6),195 km/h,157 km/h,22% (11/49),42% (10/24),33% (1/3),22,25,89% (8/9),64% (47/73),29% (21/73),47% (68/146),3,0,80% (8/10),9% (1/11),43% (9/21),"['1', '2']",[],[],[],[],2.39
01.05.,Draper J.,2,,,,,,4,1,67%,76% (22/29),79% (11/14),0% (0/0),204 km/h,158 km/h,46% (12/26),52% (16/31),40% (4/10),17,15,67% (6/9),77% (33/43),49% (28/57),61% (61/100),5,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['3', '2']",[],[],[],1.31
01.05.,Arnaldi M.,0,,,,,,3,1,46%,54% (14/26),48% (15/31),60% (6/10),194 km/h,160 km/h,24% (7/29),21% (3/14),0% (0/0),14,25,83% (5/6),51% (29/57),23% (10/43),39% (39/100),5,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.76
30.04.,Draper J.,2,,,,,,4,1,51%,86% (18/21),70% (14/20),0% (0/0),194 km/h,160 km/h,47% (16/34),60% (12/20),67% (4/6),19,11,100% (2/2),78% (32/41),52% (28/54),63% (60/95),8,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '5', '2']","['3', '2', '5', '2']",[],[],[],1.54
30.04.,Paul T.,0,,,,,,0,1,63%,53% (18/34),40% (8/20),33% (2/6),192 km/h,156 km/h,14% (3/21),30% (6/20),0% (0/0),7,31,67% (8/12),48% (26/54),22% (9/41),37% (35/95),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.51
29.04.,Draper J.,1,,,,,,3,0,73%,73% (22/30),55% (6/11),50% (1/2),203 km/h,159 km/h,23% (7/30),85% (11/13),17% (1/6),10,12,75% (3/4),68% (28/41),42% (18/43),55% (46/84),8,0,83% (5/6),17% (1/6),50% (6/12),"['3', '3']",[],[],[],[],1.59
29.04.,Berrettini M.,0,,,,,,2,1,70%,77% (23/30),15% (2/13),83% (5/6),198 km/h,170 km/h,27% (8/30),45% (5/11),50% (1/2),16,20,83% (5/6),58% (25/43),32% (13/41),45% (38/84),2,0,83% (5/6),17% (1/6),50% (6/12),"['1', '0']",[],[],[],[],2.37
26.04.,Draper J.,2,,,,,,5,2,51%,85% (23/27),69% (18/26),100% (1/1),203 km/h,166 km/h,29% (11/38),50% (6/12),50% (2/4),21,12,80% (4/5),77% (41/53),34% (17/50),56% (58/103),5,0,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['2', '1']",[],[],[],1.63
26.04.,Griekspoor T.,0,,,,,,3,2,76%,71% (27/38),50% (6/12),50% (2/4),202 km/h,170 km/h,15% (4/27),31% (8/26),0% (0/1),14,8,56% (5/9),66% (33/50),23% (12/53),44% (45/103),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.32
10.04.,Davidovich Fokina A.,2,,,,,,1,0,63%,59% (44/74),59% (26/44),75% (12/16),186 km/h,154 km/h,36% (17/47),51% (26/51),46% (6/13),30,57,78% (18/23),59% (70/118),44% (43/98),52% (113/216),7,0,75% (12/16),40% (6/15),58% (18/31),"['2', '0', '5', '3']","['1', '0']","['2', '0', '3', '1', '6', '4']",[],[],2.92
10.04.,Draper J.,1,,,,,,5,10,48%,64% (30/47),49% (25/51),54% (7/13),194 km/h,148 km/h,41% (30/74),41% (18/44),25% (4/16),32,46,71% (12/17),56% (55/98),41% (48/118),48% (103/216),3,1,60% (9/15),25% (4/16),42% (13/31),"['1', '2']","['3', '3']","['1', '2', '2', '3']",[],[],1.42
08.04.,Draper J.,2,,,,,,5,2,63%,81% (22/27),56% (9/16),100% (4/4),202 km/h,161 km/h,33% (7/21),76% (19/25),50% (5/10),21,17,70% (7/10),72% (31/43),57% (26/46),64% (57/89),7,0,100% (7/7),71% (5/7),86% (12/14),"['3', '1', '5', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],1.31
08.04.,Giron M.,0,,,,,,0,0,46%,67% (14/21),24% (6/25),50% (5/10),187 km/h,152 km/h,19% (5/27),44% (7/16),0% (0/4),9,14,50% (2/4),43% (20/46),28% (12/43),36% (32/89),3,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.53
22.03.,Mensik J.,2,,,,,,21,0,66%,86% (43/50),54% (14/26),50% (1/2),212 km/h,188 km/h,30% (18/60),47% (15/32),11% (1/9),44,25,88% (7/8),75% (57/76),34% (31/92),52% (88/168),7,0,92% (11/12),8% (1/12),50% (12/24),"['3', '3']",[],[],[],[],3.65
22.03.,Draper J.,0,,,,,,12,2,65%,73% (44/60),53% (17/32),89% (8/9),195 km/h,188 km/h,16% (8/50),46% (12/26),50% (1/2),27,28,83% (5/6),66% (61/92),25% (19/76),48% (80/168),3,1,92% (11/12),8% (1/12),50% (12/24),"['1', '0']",[],[],[],[],1.29
16.03.,Draper J.,2,,,,,,10,0,56%,92% (23/25),50% (10/20),0% (0/0),202 km/h,188 km/h,41% (14/34),61% (11/18),50% (3/6),21,16,60% (3/5),74% (34/46),48% (25/52),60% (59/98),8,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['1', '0', '5', '2']",[],[],[],1.59
16.03.,Rune H.,0,,,,,,1,2,65%,59% (20/34),39% (7/18),50% (3/6),193 km/h,166 km/h,8% (2/25),50% (10/20),0% (0/0),7,20,50% (3/6),52% (27/52),26% (12/46),40% (39/98),2,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.40
15.03.,Draper J.,2,,,,,,4,2,68%,64% (30/47),50% (11/22),56% (5/9),190 km/h,163 km/h,36% (14/39),55% (17/31),80% (4/5),13,24,75% (6/8),59% (41/69),44% (31/70),52% (72/139),5,0,67% (8/12),36% (4/11),52% (12/23),"['2', '0', '5', '1']",[],"['2', '1', '5', '2']",[],[],3.45
15.03.,Alcaraz C.,1,,,,,,3,4,56%,64% (25/39),45% (14/31),20% (1/5),191 km/h,184 km/h,36% (17/47),50% (11/22),44% (4/9),26,30,72% (13/18),56% (39/70),41% (28/69),48% (67/139),5,0,64% (7/11),33% (4/12),48% (11/23),[],"['2', '0', '4', '0', '6', '0']","['3', '5']",[],[],1.35
14.03.,Draper J.,2,,,,,,3,1,72%,67% (33/49),74% (14/19),0% (0/1),190 km/h,151 km/h,33% (14/42),52% (17/33),60% (3/5),20,9,73% (11/15),69% (47/68),41% (31/75),55% (78/143),7,0,91% (10/11),27% (3/11),59% (13/22),"['4', '3']","['2', '3', '6', '5']",[],[],[],1.50
14.03.,Shelton B.,0,,,,,,3,5,56%,67% (28/42),48% (16/33),40% (2/5),199 km/h,178 km/h,33% (16/49),26% (5/19),100% (1/1),27,33,63% (17/27),59% (44/75),31% (21/68),45% (65/143),3,0,73% (8/11),9% (1/11),41% (9/22),[],"['2', '0']",[],[],[],2.64
12.03.,Draper J.,2,,,,,,8,2,61%,91% (32/35),45% (10/22),0% (0/1),206 km/h,157 km/h,25% (10/40),53% (9/17),75% (3/4),23,17,100% (7/7),74% (42/57),33% (19/57),54% (61/114),5,0,91% (10/11),27% (3/11),59% (13/22),"['6', '5']","['1', '0', '3', '0']",[],[],[],1.82
12.03.,Fritz T.,0,,,,,,6,0,70%,75% (30/40),47% (8/17),25% (1/4),198 km/h,162 km/h,9% (3/35),55% (12/22),100% (1/1),19,19,100% (7/7),67% (38/57),26% (15/57),46% (53/114),5,0,73% (8/11),9% (1/11),41% (9/22),[],"['3', '5']",[],[],[],2.02
10.03.,Draper J.,2,,,,,,4,3,54%,90% (27/30),62% (16/26),50% (1/2),199 km/h,182 km/h,43% (19/44),43% (16/37),60% (3/5),21,26,89% (8/9),77% (43/56),43% (35/81),57% (78/137),5,0,91% (10/11),27% (3/11),59% (13/22),"['3', '4', '6', '5']","['4', '3']",[],[],[],1.21
10.03.,Brooksby J.,0,,,,,,1,4,54%,57% (25/44),57% (21/37),40% (2/5),182 km/h,175 km/h,10% (3/30),38% (10/26),50% (1/2),16,32,83% (10/12),57% (46/81),23% (13/56),43% (59/137),5,0,73% (8/11),9% (1/11),41% (9/22),"['2', '0']",[],[],[],[],4.54
08.03.,Draper J.,2,,,,,,6,6,55%,76% (25/33),44% (12/27),86% (6/7),200 km/h,182 km/h,42% (10/24),64% (14/22),63% (5/8),19,16,60% (3/5),62% (37/60),52% (24/46),58% (61/106),6,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '5', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],1.50
08.03.,Fonseca J.,0,,,,,,0,1,52%,58% (14/24),36% (8/22),38% (3/8),192 km/h,182 km/h,24% (8/33),56% (15/27),14% (1/7),11,31,58% (7/12),48% (22/46),38% (23/60),42% (45/106),4,1,38% (3/8),13% (1/8),25% (4/16),"['2', '2']",[],[],[],[],2.65
22.02.,Rublev A.,2,,,,,,10,0,67%,79% (45/57),68% (19/28),67% (2/3),31% (18/59),45% (14/31),43% (3/7),75% (64/85),36% (32/90),55% (96/175),6,0,94% (15/16),20% (3/15),58% (18/31),"['7', '5']",[],"['2', '0', '4', '0']",[],[],2.02
22.02.,Draper J.,1,,,,,,12,2,66%,69% (41/59),55% (17/31),57% (4/7),21% (12/57),32% (9/28),33% (1/3),64% (58/90),25% (21/85),45% (79/175),4,0,80% (12/15),6% (1/16),42% (13/31),[],"['6', '5']",[],[],[],1.82
21.02.,Draper J.,2,,,,,,14,1,62%,88% (45/51),42% (13/31),0% (0/2),32% (23/72),52% (27/52),30% (3/10),71% (58/82),40% (50/124),52% (108/206),7,0,86% (12/14),19% (3/16),50% (15/30),[],"['3', '1']","['4', '3', '6', '3']",[],[],1.74
21.02.,Lehecka J.,1,,,,,,7,1,58%,68% (49/72),48% (25/52),70% (7/10),12% (6/51),58% (18/31),100% (2/2),60% (74/124),29% (24/82),48% (98/206),3,1,81% (13/16),14% (2/14),50% (15/30),"['5', '3']","['2', '3']",[],[],[],2.10
20.02.,Draper J.,2,,,,,,8,3,72%,76% (45/59),65% (15/23),75% (3/4),33% (28/84),48% (13/27),15% (2/13),73% (60/82),37% (41/111),52% (101/193),4,0,93% (14/15),14% (2/14),55% (16/29),[],"['6', '4']","['3', '1']",[],[],1.66
20.02.,Berrettini M.,1,,,,,,16,0,76%,67% (56/84),52% (14/27),85% (11/13),24% (14/59),35% (8/23),25% (1/4),63% (70/111),27% (22/82),48% (92/193),6,1,86% (12/14),7% (1/15),45% (13/29),"['4', '3']",[],[],[],[],2.24
19.02.,Draper J.,2,,,,,,5,1,55%,83% (15/18),87% (13/15),0% (0/0),50% (19/38),65% (11/17),56% (5/9),85% (28/33),55% (30/55),66% (58/88),9,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '5', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],1.22
19.02.,O'Connell C.,0,,,,,,5,0,69%,50% (19/38),35% (6/17),44% (4/9),17% (3/18),13% (2/15),0% (0/0),45% (25/55),15% (5/33),34% (30/88),1,0,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],4.32
17.02.,Draper J.,2,,,,,,8,0,71%,76% (34/45),67% (12/18),100% (1/1),34% (14/41),32% (6/19),50% (2/4),73% (46/63),33% (20/60),54% (66/123),7,0,100% (10/10),20% (2/10),60% (12/20),"['3', '2', '5', '2']",[],[],[],[],1.43
17.02.,Popyrin A.,0,,,,,,4,1,68%,66% (27/41),68% (13/19),50% (2/4),24% (11/45),33% (6/18),0% (0/1),67% (40/60),27% (17/63),46% (57/123),3,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.84
19.01.,Alcaraz C.,2,,,,,,6,5,68%,83% (33/40),37% (7/19),67% (2/3),194 km/h,154 km/h,45% (18/40),57% (16/28),33% (4/12),38,28,86% (18/21),68% (40/59),50% (34/68),58% (74/127),9,0,90% (9/10),44% (4/9),68% (13/19),"['4', '2', '7', '5']","['2', '0', '5', '1']",[],[],[],1.10
19.01.,Draper J.,0,,,,,,5,2,59%,55% (22/40),43% (12/28),67% (8/12),185 km/h,150 km/h,18% (7/40),63% (12/19),33% (1/3),14,16,44% (4/9),50% (34/68),32% (19/59),42% (53/127),1,0,56% (5/9),10% (1/10),32% (6/19),"['4', '5']",[],[],[],[],7.56
17.01.,Draper J.,3,,,,,,29,4,68%,75% (84/112),52% (27/52),57% (8/14),185 km/h,145 km/h,22% (26/119),59% (41/69),22% (4/18),74,45,76% (32/42),68% (111/164),36% (67/188),51% (178/352),6,0,78% (21/27),15% (4/27),46% (25/54),"['4', '4', '6', '4']","['1', '5']",[],[],"['2', '1']",1.23
17.01.,Vukic A.,2,,,,,,22,6,63%,78% (93/119),41% (28/69),78% (14/18),185 km/h,150 km/h,25% (28/112),48% (25/52),43% (6/14),81,53,66% (29/44),64% (121/188),32% (53/164),49% (174/352),4,1,85% (23/27),22% (6/27),54% (29/54),"['1', '0']","['1', '0', '3', '0', '5', '0']","['6', '5']",[],"['3', '3']",4.34
15.01.,Draper J.,3,,,,,,12,4,62%,71% (69/97),67% (40/60),57% (4/7),25% (29/115),61% (30/49),45% (5/11),65,30,75% (27/36),69% (109/157),36% (59/164),52% (168/321),8,0,88% (23/26),20% (5/25),55% (28/51),[],"['2', '0', '5', '3']",[],"['5', '5', '7', '5']","['5', '3']",1.46
15.01.,Kokkinakis T.,2,,,,,,11,4,70%,75% (86/115),39% (19/49),55% (6/11),29% (28/97),33% (20/60),43% (3/7),69,68,69% (29/42),64% (105/164),31% (48/157),48% (153/321),2,0,80% (20/25),12% (3/26),45% (23/51),[],"['2', '3']","['5', '3']","['2', '1']",[],2.78
13.01.,Draper J.,3,,,,,,13,3,58%,67% (62/93),48% (32/67),71% (12/17),41% (44/108),48% (25/52),41% (7/17),54,88,66% (29/44),59% (94/160),43% (69/160),51% (163/320),4,0,78% (18/23),32% (7/22),56% (25/45),[],"['2', '0', '5', '1']","['1', '0']","['2', '0', '5', '3']","['2', '1', '4', '1']",1.05
13.01.,Navone M.,2,,,,,,5,4,68%,59% (64/108),52% (27/52),59% (10/17),33% (31/93),52% (35/67),29% (5/17),36,53,55% (18/33),57% (91/160),41% (66/160),49% (157/320),6,0,68% (15/22),22% (5/23),44% (20/45),"['2', '1']","['2', '5']","['1', '1', '3', '1']","['1', '2']",[],11.00
31.10.2024,De Minaur A.,2,,,,,,4,1,49%,77% (30/39),50% (20/40),25% (1/4),33% (15/46),62% (24/39),67% (6/9),17,13,100% (6/6),63% (50/79),46% (39/85),54% (89/164),8,0,79% (11/14),40% (6/15),59% (17/29),"['4', '5']","['2', '1', '5', '2']","['1', '0', '3', '2', '6', '3']",[],[],2.24
31.10.2024,Draper J.,1,,,,,,10,5,54%,67% (31/46),38% (15/39),33% (3/9),23% (9/39),50% (20/40),75% (3/4),24,25,67% (4/6),54% (46/85),37% (29/79),46% (75/164),2,0,60% (9/15),21% (3/14),41% (12/29),"['4', '2', '7', '5']",[],"['2', '2']",[],[],1.66
30.10.2024,Draper J.,2,,,,,,14,3,58%,77% (40/52),61% (23/38),0% (0/2),32% (20/63),40% (23/57),20% (2/10),38,53,80% (8/10),70% (63/90),36% (43/120),50% (106/210),7,0,88% (14/16),13% (2/16),50% (16/32),"['2', '1']",[],"['6', '4']",[],[],1.87
30.10.2024,Fritz T.,1,,,,,,8,4,53%,68% (43/63),60% (34/57),80% (8/10),23% (12/52),39% (15/38),100% (2/2),27,37,78% (7/9),64% (77/120),30% (27/90),50% (104/210),3,0,88% (14/16),13% (2/16),50% (16/32),"['5', '5']","['4', '3']",[],[],[],1.93
29.10.2024,Draper J.,2,,,,,,6,4,53%,96% (25/26),65% (15/23),0% (0/0),19% (5/27),57% (16/28),43% (3/7),8,19,67% (2/3),82% (40/49),36% (20/55),58% (60/104),7,0,100% (10/10),30% (3/10),65% (13/20),"['6', '5']","['3', '2', '5', '2']",[],[],[],1.50
29.10.2024,Lehecka J.,0,,,,,,5,4,49%,81% (22/27),43% (12/28),57% (4/7),4% (1/26),35% (8/23),0% (0/0),12,28,60% (6/10),64% (35/55),18% (9/49),42% (44/104),3,0,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],2.61
