Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
20.07.,De Schepper K.,2,,,,,,7,4,67%,87% (26/30),40% (6/15),0% (0/1),58% (14/24),61% (14/23),56% (5/9),21,19,75% (6/8),71% (32/45),60% (28/47),65% (60/92),9,0,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['3', '3', '5', '3']",[],[],[],1.04
20.07.,Carou I.,0,,,,,,0,7,51%,42% (10/24),39% (9/23),44% (4/9),13% (4/30),60% (9/15),100% (1/1),8,22,50% (2/4),40% (19/47),29% (13/45),35% (32/92),1,0,29% (2/7),13% (1/8),20% (3/15),[],"['3', '2']",[],[],[],8.50
18.02.,Pereira J.,2,,,,,,[],"['2', '0', '4', '0']","['2', '1', '5', '4']",[],[],1.32
18.02.,Carou I.,1,,,,,,"['4', '3']","['1', '4']","['2', '2']",[],[],3.14
14.02.,Vallejo D.,2,,,,,,"['3', '1', '6', '2']","['4', '2', '7', '5']",[],[],[],1.05
14.02.,Carou I.,0,,,,,,[],"['4', '5']",[],[],[],7.60
13.02.,Carou I.,2,,,,,,"['1', '0', '3', '0']","['2', '1', '4', '1', '6', '1']",[],[],[],1.18
13.02.,Acosta D.,0,,,,,,[],[],[],[],[],4.43
19.01.,Olivo R.,2,,,,,,1,2,69%,65% (30/46),52% (11/21),86% (6/7),59% (16/27),46% (11/24),63% (5/8),61% (41/67),53% (27/51),58% (68/118),6,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '1', '6', '1']","['2', '2', '4', '2']",[],[],[],1.14
19.01.,Carou I.,0,,,,,,0,4,53%,41% (11/27),54% (13/24),38% (3/8),35% (16/46),48% (10/21),14% (1/7),47% (24/51),39% (26/67),42% (50/118),4,5,38% (3/8),13% (1/8),25% (4/16),[],"['1', '0']",[],[],[],5.15
28.11.2024,Del Pino M.,2,,,,,,"['2', '0', '4', '0']","['4', '3']","['1', '0', '3', '0', '5', '0']",[],[],-
28.11.2024,Carou I.,1,,,,,,"['2', '5']","['4', '4', '7', '5']",[],[],[],-
27.11.2024,Carou I.,2,,,,,,"['2', '2', '5', '5', '6', '6']","['1', '0', '5', '4']",[],[],[],-
27.11.2024,Lehmann N.,0,,,,,,"['1', '0', '5', '4', '6', '5']","['1', '1']",[],[],[],-
21.11.2024,Kuperstein A.,2,,,,,,"['1', '1']","['3', '1', '6', '4']","['2', '0', '4', '4', '7', '5']",[],[],-
21.11.2024,Carou I.,1,,,,,,"['1', '0', '3', '2']","['3', '4']","['1', '2', '4', '3']",[],[],-
20.11.2024,Otegui J. B.,0,,,,,,"['3', '4', '4', '5']",[],[],[],[],-
20.11.2024,Carou I.,0,,,,,,"['3', '1', '5', '3']",[],[],[],[],-
10.11.2024,Alves M.,2,,,,,,1,2,64%,75% (46/61),59% (20/34),89% (8/9),34% (18/53),48% (13/27),43% (3/7),69% (66/95),39% (31/80),55% (97/175),7,0,93% (14/15),21% (3/14),59% (17/29),[],"['6', '4']","['3', '1', '5', '1']",[],[],1.05
10.11.2024,Carou I.,1,,,,,,3,6,66%,66% (35/53),52% (14/27),57% (4/7),25% (15/61),41% (14/34),11% (1/9),61% (49/80),31% (29/95),45% (78/175),3,0,79% (11/14),7% (1/15),41% (12/29),"['6', '5']",[],[],[],[],8.75
03.11.2024,Campana Lee G.,2,,,,,,1,0,53%,95% (19/20),72% (13/18),0% (0/0),38% (13/34),70% (16/23),33% (4/12),84% (32/38),51% (29/57),64% (61/95),6,0,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '6', '2']","['3', '1', '6', '2']",[],[],[],1.04
03.11.2024,Carou I.,0,,,,,,2,1,60%,62% (21/34),30% (7/23),67% (8/12),5% (1/20),28% (5/18),0% (0/0),49% (28/57),16% (6/38),36% (34/95),4,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],9.10
27.10.2024,Barrena A.,2,,,,,,0,0,72%,70% (31/44),59% (10/17),60% (3/5),34% (13/38),64% (21/33),44% (4/9),67% (41/61),48% (34/71),57% (75/132),8,0,80% (8/10),44% (4/9),63% (12/19),"['2', '0', '4', '0']","['3', '2', '6', '5']",[],[],[],1.15
27.10.2024,Carou I.,0,,,,,,1,8,54%,66% (25/38),36% (12/33),56% (5/9),30% (13/44),41% (7/17),40% (2/5),52% (37/71),33% (20/61),43% (57/132),2,2,56% (5/9),20% (2/10),37% (7/19),[],"['5', '5', '6', '6']",[],[],[],5.08
16.09.2024,Gomez J. S.,1,,,,,,4,2,56%,93% (13/14),45% (5/11),0% (0/1),55% (6/11),79% (15/19),80% (4/5),72% (18/25),70% (21/30),71% (39/55),7,0,80% (4/5),80% (4/5),80% (8/10),"['1', '0', '3', '0', '5', '2']","['1', '0']",[],[],[],1.34
16.09.2024,Carou I.,0,,,,,,1,6,37%,45% (5/11),21% (4/19),20% (1/5),7% (1/14),55% (6/11),100% (1/1),30% (9/30),28% (7/25),29% (16/55),3,0,20% (1/5),20% (1/5),20% (2/10),"['1', '3']",[],[],[],[],3.13
15.09.2024,Carou I.,2,,,,,,2,11,52%,68% (25/37),56% (19/34),67% (6/9),38% (12/32),71% (25/35),38% (5/13),62% (44/71),55% (37/67),59% (81/138),10,0,70% (7/10),56% (5/9),63% (12/19),"['1', '0', '2', '1', '4', '5']","['3', '1', '5', '1']",[],[],[],1.55
15.09.2024,Urrea A.,0,,,,,,2,9,48%,63% (20/32),29% (10/35),62% (8/13),32% (12/37),44% (15/34),33% (3/9),45% (30/67),38% (27/71),41% (57/138),0,0,44% (4/9),30% (3/10),37% (7/19),"['1', '1', '2', '2', '4', '2']",[],[],[],[],2.38
11.08.2024,Kingsley C.,2,,,,,,2,6,55%,63% (29/46),50% (19/38),44% (4/9),0 km/h,0 km/h,47% (20/43),55% (21/38),88% (7/8),58% (48/83),52% (41/79),55% (89/162),7,0,62% (8/13),54% (7/13),58% (15/26),"['4', '2', '6', '2']","['3', '5']","['1', '0', '3', '2', '5', '2', '6', '3']",[],[],1.03
11.08.2024,Carou I.,1,,,,,,0,9,53%,53% (23/43),45% (17/38),13% (1/8),0 km/h,0 km/h,37% (17/46),50% (19/38),56% (5/9),48% (38/79),42% (35/83),45% (73/162),3,4,46% (6/13),38% (5/13),42% (11/26),[],"['1', '0', '5', '2', '6', '3']","['2', '2', '3', '5']",[],[],10.70
21.07.2024,Giacomini L.,2,,,,,,0,0,81%,65% (22/34),88% (7/8),100% (1/1),48% (12/25),89% (17/19),46% (6/13),69% (29/42),66% (29/44),67% (58/86),7,0,100% (6/6),100% (6/6),100% (12/12),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '0']",[],[],[],-
21.07.2024,Carou I.,0,,,,,,1,4,57%,52% (13/25),11% (2/19),54% (7/13),35% (12/34),13% (1/8),0% (0/1),34% (15/44),31% (13/42),33% (28/86),3,0,0% (0/6),0% (0/6),0% (0/12),[],[],[],[],[],-
16.06.2024,Leite W.,2,,,,,,2,0,77%,70% (30/43),85% (11/13),100% (6/6),39% (21/54),73% (24/33),22% (4/18),73% (41/56),52% (45/87),60% (86/143),6,0,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['4', '3', '6', '3']",[],[],[],1.26
16.06.2024,Carou I.,0,,,,,,0,8,62%,61% (33/54),27% (9/33),78% (14/18),30% (13/43),15% (2/13),0% (0/6),48% (42/87),27% (15/56),40% (57/143),4,4,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.66
02.06.2024,De La Fuente S.,2,,,,,,1,4,58%,71% (27/38),37% (10/27),43% (3/7),53% (24/45),62% (21/34),47% (7/15),57% (37/65),57% (45/79),57% (82/144),10,0,64% (7/11),64% (7/11),64% (14/22),"['2', '0']","['2', '0', '5', '1', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],1.78
02.06.2024,Carou I.,1,,,,,,0,3,57%,47% (21/45),38% (13/34),53% (8/15),29% (11/38),63% (17/27),57% (4/7),43% (34/79),43% (28/65),43% (62/144),0,0,36% (4/11),36% (4/11),36% (8/22),"['1', '2', '3', '2', '5', '2']","['2', '5']",[],[],[],1.97
07.05.2024,Olivo R.,2,,,,,,0,1,62%,73% (19/26),69% (11/16),0% (0/1),35% (6/17),71% (17/24),63% (5/8),71% (30/42),56% (23/41),64% (53/83),5,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '5', '2']","['1', '0', '3', '0']",[],[],[],1.06
07.05.2024,Carou I.,0,,,,,,0,1,41%,65% (11/17),29% (7/24),38% (3/8),27% (7/26),31% (5/16),100% (1/1),44% (18/41),29% (12/42),36% (30/83),5,1,38% (3/8),13% (1/8),25% (4/16),"['1', '3']",[],[],[],[],7.95
06.05.2024,Carou I.,2,,,,,,1,2,44%,76% (26/34),58% (25/43),67% (2/3),14% (5/37),70% (16/23),67% (2/3),66% (51/77),35% (21/60),53% (72/137),5,0,91% (10/11),20% (2/10),57% (12/21),"['3', '4']","['4', '2']",[],[],[],2.50
06.05.2024,Ribero F.,0,,,,,,1,2,62%,86% (32/37),30% (7/23),33% (1/3),24% (8/34),42% (18/43),33% (1/3),65% (39/60),34% (26/77),47% (65/137),5,2,80% (8/10),9% (1/11),43% (9/21),"['2', '0']",[],[],[],[],1.51
05.05.2024,Carou I.,2,,,,,,1,3,42%,89% (16/18),56% (14/25),67% (2/3),50% (13/26),83% (15/18),75% (6/8),70% (30/43),64% (28/44),67% (58/87),6,0,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '3', '2', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.55
05.05.2024,Franco T.,0,,,,,,0,5,59%,50% (13/26),17% (3/18),25% (2/8),11% (2/18),44% (11/25),33% (1/3),36% (16/44),30% (13/43),33% (29/87),4,2,14% (1/7),14% (1/7),14% (2/14),"['2', '2']",[],[],[],[],2.36
28.04.2024,Justo G. I.,2,,,,,,0,2,68%,74% (25/34),44% (7/16),50% (1/2),45% (21/47),61% (23/38),29% (5/17),64% (32/50),52% (44/85),56% (76/135),7,0,88% (7/8),56% (5/9),71% (12/17),"['1', '2', '5', '4']","['1', '0', '4', '1', '6', '1']",[],[],[],1.09
28.04.2024,Carou I.,0,,,,,,0,7,55%,55% (26/47),39% (15/38),71% (12/17),26% (9/34),56% (9/16),50% (1/2),48% (41/85),36% (18/50),44% (59/135),3,1,44% (4/9),13% (1/8),29% (5/17),"['2', '0']",[],[],[],[],7.23
21.04.2024,Sakellaridis S.,1,,,,,,3,0,54%,84% (16/19),81% (13/16),0% (0/0),44% (15/34),57% (8/14),43% (3/7),83% (29/35),48% (23/48),63% (52/83),8,0,100% (7/7),50% (3/6),77% (10/13),"['5', '3']","['1', '0', '3', '0']",[],[],[],1.32
21.04.2024,Carou I.,0,,,,,,0,2,71%,56% (19/34),43% (6/14),57% (4/7),16% (3/19),19% (3/16),0% (0/0),52% (25/48),17% (6/35),37% (31/83),2,0,50% (3/6),0% (0/7),23% (3/13),[],[],[],[],[],3.20
16.04.2024,Kestelboim M.,2,,,,,,1,3,66%,81% (25/31),44% (7/16),0% (0/1),63% (20/32),46% (12/26),63% (5/8),68% (32/47),55% (32/58),61% (64/105),8,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '3', '2', '6', '3']","['2', '0', '5', '1']",[],[],[],1.12
16.04.2024,Carou I.,0,,,,,,0,2,55%,38% (12/32),54% (14/26),38% (3/8),19% (6/31),56% (9/16),100% (1/1),45% (26/58),32% (15/47),39% (41/105),2,0,38% (3/8),13% (1/8),25% (4/16),"['2', '2']",[],[],[],[],5.80
15.04.2024,Carou I.,2,,,,,,4,7,58%,61% (47/77),33% (18/55),56% (10/18),51% (48/94),63% (27/43),43% (10/23),49% (65/132),55% (75/137),52% (140/269),7,0,50% (8/16),59% (10/17),55% (18/33),"['1', '0', '2', '1', '3', '2', '4', '3', '6', '5']","['2', '2', '4', '4']","['3', '2', '5', '2', '6', '3']",[],[],1.70
15.04.2024,Franco T.,1,,,,,,0,10,69%,49% (46/94),37% (16/43),57% (13/23),39% (30/77),67% (37/55),44% (8/18),45% (62/137),51% (67/132),48% (129/269),3,0,41% (7/17),50% (8/16),45% (15/33),"['1', '1', '2', '2', '3', '3', '5', '5', '6', '6']","['1', '0', '3', '2']","['3', '5']",[],[],2.09
14.04.2024,Carou I.,2,,,,,,1,2,65%,77% (27/35),47% (9/19),75% (3/4),35% (8/23),67% (20/30),50% (4/8),67% (36/54),53% (28/53),60% (64/107),9,0,89% (8/9),50% (4/8),71% (12/17),"['2', '2', '5', '3']","['1', '0', '5', '2']",[],[],[],1.04
14.04.2024,Hernandez-Fernandez J.,0,,,,,,0,8,43%,65% (15/23),33% (10/30),50% (4/8),23% (8/35),53% (10/19),25% (1/4),47% (25/53),33% (18/54),40% (43/107),1,0,50% (4/8),11% (1/9),29% (5/17),"['2', '1']",[],[],[],[],9.80
31.03.2024,Cukierman D.,2,,,,,,3,4,50%,95% (19/20),65% (13/20),0% (0/0),43% (17/40),61% (14/23),27% (4/15),80% (32/40),49% (31/63),61% (63/103),7,0,100% (8/8),50% (4/8),75% (12/16),"['2', '0', '5', '1']","['4', '3', '6', '3']",[],[],[],1.10
31.03.2024,Carou I.,0,,,,,,0,5,63%,57% (23/40),39% (9/23),73% (11/15),5% (1/20),35% (7/20),0% (0/0),51% (32/63),20% (8/40),39% (40/103),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],6.44
17.03.2024,Villanueva G.,2,,,,,,0,2,76%,79% (23/29),67% (6/9),100% (3/3),55% (16/29),63% (12/19),56% (5/9),76% (29/38),58% (28/48),66% (57/86),6,0,100% (7/7),71% (5/7),86% (12/14),"['3', '1', '5', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.06
17.03.2024,Carou I.,0,,,,,,0,4,60%,45% (13/29),37% (7/19),44% (4/9),21% (6/29),33% (3/9),0% (0/3),42% (20/48),24% (9/38),34% (29/86),4,1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],7.95
03.03.2024,Rybakov A.,2,,,,,,2,7,57%,76% (25/33),56% (14/25),75% (3/4),41% (9/22),52% (13/25),67% (4/6),67% (39/58),47% (22/47),58% (61/105),4,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.07
03.03.2024,Carou I.,0,,,,,,3,6,47%,59% (13/22),48% (12/25),33% (2/6),24% (8/33),44% (11/25),25% (1/4),53% (25/47),33% (19/58),42% (44/105),6,2,50% (4/8),11% (1/9),29% (5/17),[],"['3', '5']",[],[],[],7.55
21.01.2024,Sakamoto P.,2,,,,,,4,0,68%,66% (21/32),40% (6/15),50% (2/4),71% (12/17),59% (13/22),100% (6/6),57% (27/47),64% (25/39),60% (52/86),8,0,75% (6/8),75% (6/8),75% (12/16),"['2', '2', '4', '2']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],[],1.10
21.01.2024,Carou I.,0,,,,,,1,3,44%,29% (5/17),41% (9/22),0% (0/6),34% (11/32),60% (9/15),50% (2/4),36% (14/39),43% (20/47),40% (34/86),2,0,25% (2/8),25% (2/8),25% (4/16),"['2', '1']","['1', '3']",[],[],[],6.22
27.11.2023,Buse I.,2,,,,,,3,5,48%,77% (20/26),39% (11/28),25% (1/4),48% (14/29),77% (20/26),67% (6/9),57% (31/54),62% (34/55),60% (65/109),67% (6/9),75% (6/8),71% (12/17),"['1', '1', '3', '3', '5', '3', '6', '4']","['2', '0', '5', '1']",[],[],[],1.19
27.11.2023,Carou I.,0,,,,,,1,5,53%,52% (15/29),23% (6/26),33% (3/9),23% (6/26),61% (17/28),75% (3/4),38% (21/55),43% (23/54),40% (44/109),25% (2/8),33% (3/9),29% (5/17),"['1', '0', '2', '1', '4', '5']",[],[],[],[],4.41
26.11.2023,Carou I.,2,,,,,,3,4,51%,94% (17/18),53% (9/17),0% (0/1),57% (16/28),69% (11/16),60% (6/10),74% (26/35),61% (27/44),67% (53/79),86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['1', '1', '4', '2', '6', '2']",[],[],[],1.19
26.11.2023,Menzel T.,0,,,,,,0,3,64%,43% (12/28),31% (5/16),40% (4/10),6% (1/18),47% (8/17),100% (1/1),39% (17/44),26% (9/35),33% (26/79),14% (1/7),14% (1/7),14% (2/14),[],"['1', '0']",[],[],[],4.44
19.11.2023,Lama G.,2,,,,,,9,3,58%,85% (35/41),67% (20/30),100% (2/2),28% (14/50),51% (18/35),10% (1/10),77% (55/71),38% (32/85),56% (87/156),100% (11/11),10% (1/10),57% (12/21),"['5', '3']",[],[],[],[],1.39
19.11.2023,Carou I.,0,,,,,,7,4,59%,72% (36/50),49% (17/35),90% (9/10),15% (6/41),33% (10/30),0% (0/2),62% (53/85),23% (16/71),44% (69/156),90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.87
