05.03.2023,Erhard M.,2,6,6,,,,0,3,70%,75% (24/32),50% (7/14),50% (1/2),49% (21/43),58% (14/24),38% (5/13),7,67% (31/46),52% (35/67),58% (66/113),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '6', '3']","['2', '0', '4', '2', '6', '2']",[],[],[],1.69
05.03.2023,Topo M.,0,3,2,,,,1,0,64%,51% (22/43),42% (10/24),62% (8/13),25% (8/32),50% (7/14),50% (1/2),4,48% (32/67),33% (15/46),42% (47/113),2,44% (4/9),13% (1/8),29% (5/17),[],"['2', '3']",[],[],[],2.08
ITF MEN - SINGLES :  M25 Loule (Portugal),hard,header
ITF MEN - SINGLES :  M25 Antalya (Turkey),clay,header
CHALLENGER MEN - SINGLES :  Piracicaba (Brazil) - Qualification,clay,header
15.01.2023,Erhard M.,0,4,4,,,,5,3,58%,74% (25/34),52% (13/25),60% (3/5),31% (12/39),36% (13/36),0% (0/4),4,64% (38/59),33% (25/75),47% (63/134),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.05
15.01.2023,Luz O.,2,6,6,,,,10,4,52%,69% (27/39),64% (23/36),100% (4/4),26% (9/34),48% (12/25),40% (2/5),5,67% (50/75),36% (21/59),53% (71/134),3,100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['3', '2']",[],[],[],1.71
CHALLENGER MEN - SINGLES :  Tigre 2 (Argentina) - Qualification,clay,header
08.01.2023,Erhard M.,0,3,2,,,,1,5,64%,43% (16/37),43% (9/21),54% (7/13),42% (13/31),45% (9/20),33% (2/6),5,43% (25/58),43% (22/51),43% (47/109),1,33% (3/9),25% (2/8),29% (5/17),"['3', '5']","['1', '0']",[],[],[],1.43
08.01.2023,Bueno G.,2,6,6,,,,0,1,61%,58% (18/31),55% (11/20),67% (4/6),57% (21/37),57% (12/21),46% (6/13),6,57% (29/51),57% (33/58),57% (62/109),4,75% (6/8),67% (6/9),71% (12/17),"['3', '2', '5', '2', '6', '3']","['1', '1', '3', '1', '6', '2']",[],[],[],2.71
CHALLENGER MEN - SINGLES :  Tigre (Argentina),clay,header
04.01.2023,Erhard M.,0,0,4,,,,2,2,54%,36% (8/22),58% (11/19),20% (1/5),15% (4/27),39% (7/18),0% (0/3),6,46% (19/41),24% (11/45),35% (30/86),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.36
04.01.2023,Londero J. I.,2,6,6,,,,5,3,60%,85% (23/27),61% (11/18),100% (3/3),64% (14/22),42% (8/19),80% (4/5),9,76% (34/45),54% (22/41),65% (56/86),6,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['4', '3']",[],[],[],1.30
CHALLENGER MEN - SINGLES :  Andria (Italy),hard,header
22.11.2022,Erhard M.,0,3,2,,,,2,1,73%,50% (24/48),50% (9/18),67% (8/12),26% (9/34),43% (6/14),100% (1/1),5,50% (33/66),31% (15/48),42% (48/114),1,50% (4/8),11% (1/9),29% (5/17),"['1', '0']",[],[],[],[],2.89
22.11.2022,Paulson A.,2,6,6,,,,7,0,71%,74% (25/34),57% (8/14),0% (0/1),50% (24/48),50% (9/18),33% (4/12),5,69% (33/48),50% (33/66),58% (66/114),5,89% (8/9),50% (4/8),71% (12/17),"['1', '1', '4', '2']","['2', '1', '4', '1']",[],[],[],1.38
CHALLENGER MEN - SINGLES :  Andria (Italy) - Qualification,hard,header
21.11.2022,Erhard M.,2,2,6,7,,,4,6,64%,67% (49/73),41% (17/41),73% (11/15),33% (22/66),52% (23/44),31% (4/13),6,58% (66/114),41% (45/110),50% (111/224),3,73% (11/15),27% (4/15),50% (15/30),[],"['1', '0', '3', '0']","['3', '2', '6', '5']",[],[],1.95
21.11.2022,Poljak D.,1,6,4,5,,,4,3,60%,67% (44/66),48% (21/44),69% (9/13),33% (24/73),59% (24/41),27% (4/15),7,59% (65/110),42% (48/114),50% (113/224),3,73% (11/15),27% (4/15),50% (15/30),"['2', '0', '6', '2']","['1', '3']","['5', '5']",[],[],1.78
20.11.2022,Erhard M.,2,6,6,,,,4,1,61%,83% (25/30),68% (13/19),100% (2/2),33% (9/27),58% (15/26),50% (3/6),7,78% (38/49),45% (24/53),61% (62/102),5,100% (9/9),38% (3/8),71% (12/17),"['2', '0']","['1', '0', '3', '0']",[],[],[],1.51
20.11.2022,Gima S.,0,3,2,,,,1,2,51%,67% (18/27),42% (11/26),50% (3/6),17% (5/30),32% (6/19),0% (0/2),4,55% (29/53),22% (11/49),39% (40/102),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.46
ITF MEN - SINGLES :  M25 Monastir 9 (Tunisia),hard,header
