Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
31.07.,Zink T.,2,,,,,,"['4', '5']","['1', '0', '4', '3', '6', '3']",[],[],[],1.30
30.04.2024,Razeghi A.,0,,,,,,[],"['1', '0', '3', '2']",[],[],[],2.08
25.04.2024,Johns G.,2,,,,,,"['4', '3', '6', '3']","['6', '4']",[],[],[],1.30
25.04.2024,Razeghi A.,0,,,,,,[],[],[],[],[],3.34
24.04.2024,Razeghi A.,2,,,,,,"['1', '0', '3', '0', '4', '1', '5', '2']","['1', '0', '3', '0']",[],[],[],1.21
24.04.2024,Filin N.,0,,,,,,"['1', '3', '2', '4', '3', '5']","['1', '3']",[],[],[],4.08
14.04.2024,Andrade A.,2,,,,,,5,3,54%,58% (26/45),59% (23/39),56% (5/9),48% (25/52),53% (16/30),64% (7/11),58% (49/84),50% (41/82),54% (90/166),8,0,69% (9/13),50% (7/14),59% (16/27),"['1', '0']","['1', '0', '4', '1', '6', '3']","['2', '0', '4', '0', '6', '2']",[],[],1.15
14.04.2024,Razeghi A.,1,,,,,,0,6,63%,52% (27/52),47% (14/30),36% (4/11),42% (19/45),41% (16/39),44% (4/9),50% (41/82),42% (35/84),46% (76/166),2,0,50% (7/14),31% (4/13),41% (11/27),"['3', '3', '6', '4']","['2', '4']","['1', '4']",[],[],5.16
20.02.2024,Gimenez I.,2,,,,,,[],"['1', '0', '3', '0', '4', '1', '6', '1']","['2', '0', '3', '1', '5', '1', '6', '4']",[],[],2.11
20.02.2024,Razeghi A.,1,,,,,,"['2', '0', '4', '0', '6', '0']","['1', '3']","['1', '2', '2', '5', '4', '5']",[],[],1.67
14.02.2024,Popko D.,2,,,,,,"['1', '0', '3', '2', '4', '3']","['1', '0', '4', '3']",[],[],[],1.43
14.02.2024,Razeghi A.,0,,,,,,"['2', '2', '3', '3']","['1', '1']",[],[],[],2.68
24.01.2024,Kumstat J.,2,,,,,,"['4', '5']","['2', '0', '6', '2']",[],[],[],-
24.01.2024,Razeghi A.,0,,,,,,"['2', '0']",[],[],[],[],-
22.01.2024,Razeghi A.,2,,,,,,"['3', '1', '4', '2', '5', '3']","['2', '1', '4', '1', '6', '1']",[],[],[],-
22.01.2024,Jeong Y.,0,,,,,,"['2', '3', '3', '4']",[],[],[],[],-
21.01.2024,Razeghi A.,2,,,,,,"['1', '1', '3', '1', '6', '2']","['2', '0']",[],[],[],-
21.01.2024,Hewitt C.,0,,,,,,"['1', '0']",[],[],[],[],-
08.11.2023,Borisiouk M.,2,,,,,,[],"['6', '4']","['2', '0', '3', '1']",[],[],2.38
08.11.2023,Razeghi A.,1,,,,,,"['2', '0']",[],"['1', '2']",[],[],1.53
27.10.2023,Vale D.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.68
27.10.2023,Razeghi A.,0,,,,,,[],[],[],[],[],2.06
26.10.2023,Razeghi A.,2,,,,,,"['4', '2', '6', '2']","['1', '1', '4', '2']",[],[],[],1.54
26.10.2023,Bigun K.,0,,,,,,[],"['1', '0', '3', '4']",[],[],[],2.36
20.10.2023,Dominko S.,2,,,,,,"['3', '5', '5', '5']","['4', '3']",[],[],[],1.79
20.10.2023,Razeghi A.,0,,,,,,"['2', '1', '4', '1']",[],[],[],[],1.92
19.10.2023,Razeghi A.,2,,,,,,"['2', '2', '4', '2']","['3', '2', '4', '3', '6', '5']",[],[],[],2.57
19.10.2023,Grant W.,0,,,,,,"['1', '0']","['3', '3', '4', '4']",[],[],[],1.46
17.10.2023,Razeghi A.,2,,,,,,"['7', '5']","['2', '0', '4', '0', '6', '0']",[],[],[],4.67
17.10.2023,Langmo C.,0,,,,,,[],[],[],[],[],1.16
27.09.2023,Nefve A.,2,,,,,,"['1', '1', '3', '1', '5', '1', '6', '4']","['3', '5']","['1', '0', '5', '2']",[],[],1.33
27.09.2023,Razeghi A.,1,,,,,,"['1', '0', '2', '5', '4', '5']","['1', '0', '4', '1', '6', '3']",[],[],[],3.10
03.09.2023,Caniato C. A.,2,,,,,,[],"['1', '0', '3', '0']","['3', '2', '6', '3']",[],[],-
03.09.2023,Razeghi A.,1,,,,,,"['2', '0', '6', '2']",[],[],[],[],-
08.07.2023,Bondioli F.,2,,,,,,"['2', '1']","['4', '3']","['2', '3', '6', '5']",[],[],-
08.07.2023,Razeghi A.,1,,,,,,"['4', '4', '7', '5']",[],"['2', '0']",[],[],-
04.06.2023,Matsuoka H.,2,,,,,,"['1', '0', '3', '2', '5', '4']","['1', '0', '4', '1']",[],[],[],-
04.06.2023,Razeghi A.,0,,,,,,"['1', '1', '3', '3']","['3', '5']",[],[],[],-
04.09.2022,Pieczkowski O.,2,,,,,,"['2', '1']","['1', '0', '3', '0', '4', '1']",[],[],[],-
04.09.2022,Razeghi A.,0,,,,,,[],"['1', '3']",[],[],[],-
07.09.2021,Lajal M.,2,,,,,,"['2', '0', '6', '2']","['1', '1', '3', '3']","['3', '3', '5', '3']",[],[],-
07.09.2021,Razeghi A.,1,,,,,,[],"['1', '0', '3', '2', '5', '4']","['2', '1']",[],[],-
06.09.2021,Razeghi A.,2,,,,,,[],"['6', '4']","['3', '1']",[],[],-
06.09.2021,Li C.,1,,,,,,"['4', '3']",[],"['3', '4']",[],[],-
