Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
02.07.,Dussin L.,2,,,,,,"['2', '1']","['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],1.65
23.07.2024,Musitelli F.,0,,,,,,"['3', '3']",[],[],[],[],1.13
07.09.2023,Han Seon Yong,2,,,,,,[],[],[],[],[],2.74
07.09.2023,Musitelli F.,1,,,,,,[],[],[],[],[],1.41
05.09.2023,Musitelli F.,2,,,,,,[],[],[],[],[],1.04
05.09.2023,Koaykul K.,0,,,,,,[],[],[],[],[],9.25
31.08.2023,Pearson K.,2,,,,,,[],[],[],[],[],2.21
31.08.2023,Musitelli F.,1,,,,,,[],[],[],[],[],1.61
29.08.2023,Musitelli F.,2,,,,,,[],[],[],[],[],1.55
29.08.2023,Wang C.,0,,,,,,[],[],[],[],[],2.33
23.08.2023,Taguchi R.,2,,,,,,[],[],[],[],[],2.38
23.08.2023,Musitelli F.,0,,,,,,[],[],[],[],[],1.53
18.07.2023,Hurrion M.,2,,,,,,"['3', '1', '6', '2']","['5', '5', '7', '5']",[],[],[],1.56
18.07.2023,Musitelli F.,0,,,,,,[],"['2', '1']",[],[],[],2.31
30.06.2023,Barton H.,2,,,,,,"['2', '0', '3', '1', '5', '1']","['4', '3']",[],[],[],1.29
30.06.2023,Musitelli F.,0,,,,,,"['1', '2']",[],[],[],[],3.34
29.06.2023,Musitelli F.,2,,,,,,"['3', '2', '5', '2', '6', '3']","['6', '4']",[],[],[],1.50
29.06.2023,Cubelic K.,0,,,,,,"['3', '5']",[],[],[],[],2.45
27.06.2023,Musitelli F.,2,,,,,,"['2', '3', '5', '4']","['1', '0', '5', '2']",[],[],[],1.86
27.06.2023,Elsayed A.,0,,,,,,"['2', '0']",[],[],[],[],1.86
07.06.2023,Justo G. I.,2,,,,,,[],[],[],[],[],1.57
07.06.2023,Musitelli F.,0,,,,,,[],[],[],[],[],2.29
19.04.2023,Bowden L.,2,,,,,,"['1', '0', '5', '4']","['3', '4', '4', '5', '6', '5']",[],[],[],4.12
19.04.2023,Musitelli F.,0,,,,,,"['1', '1']","['2', '0', '5', '3']",[],[],[],1.20
