Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Fernandez B.,2,,,,,,"['1', '0']","['5', '4']",[],[],[],1.77
08.06.,Ribero F.,0,,,,,,4,0,71%,64% (37/58),42% (10/24),63% (5/8),19% (7/36),30% (3/10),0% (0/0),57% (47/82),22% (10/46),45% (57/128),2,0,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],3.37
26.05.,Ambrogi L. E.,2,,,,,,"['3', '3']","['5', '3']","['2', '1', '4', '1', '6', '1']",[],[],1.17
26.05.,Ribero F.,1,,,,,,"['3', '2', '4', '3']",[],[],[],[],4.57
19.05.,De La Fuente S.,2,,,,,,"['1', '0', '3', '0', '5', '0', '6', '1']","['2', '0', '4', '2', '6', '2']",[],[],[],1.42
19.05.,Ribero F.,0,,,,,,"['1', '5']","['2', '3']",[],[],[],2.69
14.05.,Rodriguez Taverna S.,2,,,,,,"['3', '2', '6', '3']","['1', '1']","['3', '1']",[],[],1.14
14.05.,Ribero F.,1,,,,,,[],"['1', '0', '4', '3']",[],[],[],4.90
08.05.,Jauregui Sainz De Rozas R.,2,,,,,,[],"['2', '0', '4', '0', '6', '0']",[],[],[],3.62
08.05.,Ribero F.,0,,,,,,[],[],[],[],[],1.25
08.05.,Ribero F.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '3', '0', '6', '1']",[],[],[],1.02
08.05.,Martinez Mora Esdras W.,0,,,,,,"['2', '5']",[],[],[],[],9.70
21.04.,Tenti F.,2,,,,,,2,0,71%,63% (44/70),46% (13/28),50% (6/12),39% (30/76),52% (16/31),56% (5/9),58% (57/98),43% (46/106),50% (103/204),6,0,60% (9/15),33% (5/15),47% (14/30),"['1', '1', '3', '5', '5', '5']",[],"['1', '0', '3', '0']",[],[],3.10
21.04.,Ribero F.,1,,,,,,1,4,71%,61% (46/76),48% (15/31),44% (4/9),37% (26/70),54% (15/28),50% (6/12),57% (60/106),42% (41/98),50% (101/204),4,2,67% (10/15),40% (6/15),53% (16/30),"['1', '0', '2', '1', '4', '1']","['4', '2', '6', '2']","['2', '4']",[],[],1.34
01.04.,Otegui J. B.,2,,,,,,"['2', '1', '4', '1', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.51
01.04.,Ribero F.,0,,,,,,"['2', '4']",[],[],[],[],2.42
23.03.,Torrealba B.,2,,,,,,6,6,63%,76% (35/46),59% (16/27),50% (2/4),39% (24/62),47% (15/32),19% (3/16),70% (51/73),41% (39/94),54% (90/167),5,0,83% (10/12),25% (3/12),54% (13/24),"['6', '5']","['1', '0', '2', '1']",[],[],[],2.04
23.03.,Ribero F.,0,,,,,,1,7,66%,61% (38/62),53% (17/32),81% (13/16),24% (11/46),41% (11/27),50% (2/4),59% (55/94),30% (22/73),46% (77/167),5,0,75% (9/12),17% (2/12),46% (11/24),[],"['1', '1', '5', '5']",[],[],[],1.71
02.03.,Justo G. I.,2,,,,,,4,2,69%,63% (30/48),73% (16/22),60% (3/5),48% (25/52),46% (13/28),44% (4/9),66% (46/70),48% (38/80),56% (84/150),6,0,80% (8/10),40% (4/10),60% (12/20),"['3', '5', '5', '5']","['1', '0', '3', '0']",[],[],[],1.18
02.03.,Ribero F.,0,,,,,,3,2,65%,52% (27/52),54% (15/28),56% (5/9),38% (18/48),27% (6/22),40% (2/5),53% (42/80),34% (24/70),44% (66/150),4,4,60% (6/10),20% (2/10),40% (8/20),"['1', '0', '3', '0']",[],[],[],[],4.51
27.02.,Sakamoto P.,2,,,,,,"['3', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.09
27.02.,Ribero F.,0,,,,,,[],[],[],[],[],5.74
26.02.,Ribero F.,2,,,,,,"['1', '0', '3', '0', '4', '1', '6', '1']","['2', '2', '4', '2']",[],[],[],3.04
26.02.,La Serna J. M.,0,,,,,,"['1', '3']","['1', '0']",[],[],[],1.34
19.02.,Rodriguez Taverna S.,2,,,,,,"['4', '4', '6', '4']","['3', '1']",[],[],[],1.11
19.02.,Ribero F.,0,,,,,,"['2', '1']",[],[],[],[],5.50
12.02.,Rodriguez Taverna S.,2,,,,,,"['1', '0']","['1', '0']","['2', '0', '6', '2']",[],[],1.09
12.02.,Ribero F.,1,,,,,,[],"['1', '1', '5', '3']",[],[],[],6.15
23.01.,Kuzuhara B.,2,,,,,,"['3', '3', '6', '4']","['2', '0', '4', '0']",[],[],[],1.20
23.01.,Ribero F.,0,,,,,,"['3', '2']",[],[],[],[],4.18
21.01.,Ribero F.,2,,,,,,"['6', '4']","['2', '2', '6', '4']",[],[],[],1.18
21.01.,Bancalari A.,0,,,,,,[],"['1', '0']",[],[],[],4.43
14.01.,Salazar A.,2,,,,,,"['1', '0', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],-
14.01.,Ribero F.,0,,,,,,"['3', '5']",[],[],[],[],-
24.11.2024,Huertas Del Pino C.,2,,,,,,7,1,65%,82% (37/45),54% (13/24),33% (1/3),37% (25/68),50% (14/28),29% (4/14),72% (50/69),41% (39/96),54% (89/165),6,0,85% (11/13),29% (4/14),56% (15/27),"['4', '3']",[],"['2', '2', '4', '2', '6', '2']",[],[],1.58
24.11.2024,Ribero F.,1,,,,,,2,1,71%,63% (43/68),50% (14/28),71% (10/14),18% (8/45),46% (11/24),67% (2/3),59% (57/96),28% (19/69),46% (76/165),4,2,71% (10/14),15% (2/13),44% (12/27),[],"['4', '2']","['1', '0']",[],[],2.29
21.11.2024,Ribeiro de Almeida G.,2,,,,,,"['3', '2', '6', '3']","['2', '0', '4', '0']",[],[],[],2.18
21.11.2024,Ribero F.,0,,,,,,[],[],[],[],[],1.62
20.11.2024,Ribero F.,2,,,,,,"['2', '0', '3', '1', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.27
20.11.2024,De Dios F.,0,,,,,,"['1', '2']",[],[],[],[],3.46
10.11.2024,Johns G.,2,,,,,,1,0,58%,72% (28/39),54% (15/28),50% (2/4),34% (14/41),52% (11/21),67% (4/6),64% (43/67),40% (25/62),53% (68/129),8,0,82% (9/11),33% (4/12),57% (13/23),[],"['2', '0', '5', '1']","['3', '2', '6', '3']",[],[],1.43
10.11.2024,Ribero F.,1,,,,,,0,5,66%,66% (27/41),48% (10/21),33% (2/6),28% (11/39),46% (13/28),50% (2/4),60% (37/62),36% (24/67),47% (61/129),2,0,67% (8/12),18% (2/11),43% (10/23),"['2', '0', '5', '1']",[],[],[],[],2.69
03.11.2024,Torres J. B.,2,,,,,,0,2,66%,74% (23/31),63% (10/16),100% (3/3),50% (12/24),71% (10/14),83% (5/6),70% (33/47),58% (22/38),65% (55/85),8,0,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.06
03.11.2024,Ribero F.,0,,,,,,0,0,63%,50% (12/24),29% (4/14),17% (1/6),26% (8/31),38% (6/16),0% (0/3),42% (16/38),30% (14/47),35% (30/85),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],7.60
06.10.2024,Villanueva G.,2,,,,,,2,0,59%,86% (19/22),67% (10/15),100% (3/3),49% (23/47),76% (13/17),33% (5/15),78% (29/37),56% (36/64),64% (65/101),8,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '6', '1']","['2', '0', '6', '2']",[],[],[],1.24
06.10.2024,Ribero F.,0,,,,,,1,1,73%,51% (24/47),24% (4/17),67% (10/15),14% (3/22),33% (5/15),0% (0/3),44% (28/64),22% (8/37),36% (36/101),2,0,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.80
02.10.2024,Vilicich B.,2,,,,,,"['3', '1', '6', '6']","['2', '1', '6', '3']",[],[],[],1.85
02.10.2024,Ribero F.,0,,,,,,"['2', '3', '6', '5']",[],[],[],[],1.85
28.09.2024,Boscardin Dias P.,2,,,,,,"['1', '0', '4', '1']","['4', '3']",[],[],[],1.32
28.09.2024,Ribero F.,0,,,,,,[],[],[],[],[],3.14
27.09.2024,Ribero F.,2,,,,,,"['4', '3', '6', '5']","['2', '1']",[],[],[],-
27.09.2024,Nunez Vera A. S.,0,,,,,,"['4', '4']",[],[],[],[],-
26.09.2024,Ribero F.,2,,,,,,"['1', '0', '3', '0', '5', '0']",[],"['2', '1']",[],[],1.56
26.09.2024,Ribeiro de Almeida G.,1,,,,,,"['1', '5']","['6', '4']",[],[],[],2.30
24.09.2024,Ribero F.,2,,,,,,"['1', '1', '4', '2']",[],"['1', '0', '3', '0', '5', '0']",[],[],-
24.09.2024,Fishback R.,1,,,,,,"['1', '0']","['2', '0', '6', '2']",[],[],[],-
11.09.2024,Egea F. E.,2,,,,,,"['2', '4']","['3', '1', '6', '2']","['1', '1', '4', '2', '6', '4']",[],[],1.72
11.09.2024,Ribero F.,1,,,,,,"['2', '1', '4', '1', '5', '2']",[],"['1', '0', '3', '4']",[],[],2.02
