Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Callejon H. S.,2,,,,,,1,1,62%,66% (27/41),72% (18/25),100% (5/5),36% (16/45),54% (13/24),29% (2/7),18,18,80% (4/5),68% (45/66),42% (29/69),55% (74/135),5,0,100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['3', '2']",[],[],[],-
25.08.,Pichler D.,0,,,,,,6,5,65%,64% (29/45),46% (11/24),71% (5/7),34% (14/41),28% (7/25),0% (0/5),16,32,57% (4/7),58% (40/69),32% (21/66),45% (61/135),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],-
18.09.2024,Blancaneaux G.,2,,,,,,8,2,57%,65% (51/78),60% (36/60),77% (10/13),27% (20/75),49% (18/37),31% (4/13),63% (87/138),34% (38/112),50% (125/250),8,0,82% (14/17),24% (4/17),53% (18/34),"['4', '4']","['2', '3', '4', '5']","['6', '4']",[],[],1.41
18.09.2024,Pichler D.,1,,,,,,3,1,67%,73% (55/75),51% (19/37),69% (9/13),35% (27/78),40% (24/60),23% (3/13),66% (74/112),37% (51/138),50% (125/250),2,2,76% (13/17),18% (3/17),47% (16/34),"['3', '2']","['2', '0', '5', '3']",[],[],[],2.80
17.09.2024,Pichler D.,2,,,,,,6,2,74%,79% (27/34),58% (7/12),0% (0/1),50% (17/34),47% (8/17),67% (4/6),74% (34/46),49% (25/51),61% (59/97),8,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '5', '2']","['4', '3', '5', '4']",[],[],[],2.66
17.09.2024,Oberleitner N.,0,,,,,,1,1,67%,50% (17/34),53% (9/17),33% (2/6),21% (7/34),42% (5/12),100% (1/1),51% (26/51),26% (12/46),39% (38/97),2,0,56% (5/9),11% (1/9),33% (6/18),[],"['4', '4']",[],[],[],1.45
15.09.2024,Pichler D.,2,,,,,,1,1,88%,78% (29/37),40% (2/5),0% (0/1),52% (17/33),69% (11/16),50% (5/10),74% (31/42),57% (28/49),65% (59/91),6,0,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '1']",[],[],[],3.19
15.09.2024,Krumich M.,0,,,,,,1,2,67%,48% (16/33),31% (5/16),50% (5/10),22% (8/37),60% (3/5),100% (1/1),43% (21/49),26% (11/42),35% (32/91),4,3,29% (2/7),13% (1/8),20% (3/15),[],"['2', '5']",[],[],[],1.33
09.09.2024,Wiskandt M.,2,,,,,,10,2,62%,89% (39/44),52% (14/27),0% (0/1),26% (12/46),52% (14/27),67% (2/3),75% (53/71),36% (26/73),55% (79/144),10,0,92% (11/12),17% (2/12),54% (13/24),[],"['4', '5', '6', '5']",[],[],[],1.49
09.09.2024,Pichler D.,0,,,,,,2,0,63%,74% (34/46),48% (13/27),33% (1/3),11% (5/44),48% (13/27),100% (1/1),64% (47/73),25% (18/71),45% (65/144),0,0,83% (10/12),8% (1/12),46% (11/24),[],"['4', '2']",[],[],[],2.53
08.09.2024,Pichler D.,2,,,,,,4,1,64%,74% (25/34),53% (10/19),0% (0/2),27% (8/30),64% (21/33),38% (5/13),66% (35/53),46% (29/63),55% (64/116),7,0,80% (8/10),50% (5/10),65% (13/20),"['2', '1', '4', '1']","['1', '0', '4', '1', '6', '5']",[],[],[],1.32
08.09.2024,Trochu P.,0,,,,,,2,6,48%,73% (22/30),36% (12/33),62% (8/13),26% (9/34),47% (9/19),100% (2/2),54% (34/63),34% (18/53),45% (52/116),3,1,50% (5/10),20% (2/10),35% (7/20),[],"['2', '4', '4', '4']",[],[],[],3.24
01.09.2024,Gueymard Wayenburg S.,2,,,,,,16,4,51%,79% (30/38),43% (16/37),80% (8/10),47% (24/51),54% (14/26),50% (4/8),61% (46/75),49% (38/77),55% (84/152),8,0,80% (8/10),40% (4/10),60% (12/20),"['2', '2', '6', '6']","['3', '2', '5', '2']",[],[],[],1.35
01.09.2024,Pichler D.,0,,,,,,0,4,66%,53% (27/51),46% (12/26),50% (4/8),21% (8/38),57% (21/37),20% (2/10),51% (39/77),39% (29/75),45% (68/152),2,0,60% (6/10),20% (2/10),40% (8/20),"['1', '0', '6', '5']",[],[],[],[],3.07
26.08.2024,Marie J.,2,,,,,,9,0,65%,84% (37/44),46% (11/24),50% (1/2),0 km/h,0 km/h,30% (11/37),68% (15/22),100% (3/3),71% (48/68),44% (26/59),58% (74/127),9,0,90% (9/10),33% (3/9),63% (12/19),"['5', '4']","['3', '1', '5', '1']",[],[],[],1.38
26.08.2024,Pichler D.,0,,,,,,2,2,63%,70% (26/37),32% (7/22),0% (0/3),0 km/h,0 km/h,16% (7/44),54% (13/24),50% (1/2),56% (33/59),29% (20/68),42% (53/127),1,0,67% (6/9),10% (1/10),37% (7/19),"['5', '5']",[],[],[],[],2.93
19.08.2024,Donski A.,2,,,,,,13,5,60%,81% (35/43),59% (17/29),86% (6/7),0 km/h,0 km/h,24% (12/50),50% (12/24),50% (2/4),72% (52/72),32% (24/74),52% (76/146),5,0,91% (10/11),18% (2/11),55% (12/22),"['5', '3']","['4', '3']",[],[],[],2.53
19.08.2024,Pichler D.,0,,,,,,7,2,68%,76% (38/50),50% (12/24),50% (2/4),0 km/h,0 km/h,19% (8/43),41% (12/29),14% (1/7),68% (50/74),28% (20/72),48% (70/146),5,0,82% (9/11),9% (1/11),45% (10/22),"['4', '5']",[],[],[],[],1.49
18.08.2024,Pichler D.,2,,,,,,5,0,69%,78% (51/65),45% (13/29),86% (6/7),0 km/h,0 km/h,32% (24/74),52% (17/33),25% (3/12),68% (64/94),38% (41/107),52% (105/201),6,0,93% (14/15),20% (3/15),57% (17/30),"['1', '0', '5', '2']",[],"['4', '3']",[],[],1.29
18.08.2024,Zielinski M.,1,,,,,,1,2,69%,68% (50/74),48% (16/33),75% (9/12),0 km/h,0 km/h,22% (14/65),55% (16/29),14% (1/7),62% (66/107),32% (30/94),48% (96/201),4,1,80% (12/15),7% (1/15),43% (13/30),[],"['7', '5']",[],[],[],3.43
09.07.2024,Skatov T.,2,,,,,,1,7,47%,81% (26/32),50% (18/36),33% (1/3),27% (9/33),63% (19/30),50% (4/8),65% (44/68),44% (28/63),55% (72/131),7,0,80% (8/10),44% (4/9),63% (12/19),"['1', '0', '4', '3']","['2', '0', '5', '1']",[],[],[],1.11
09.07.2024,Pichler D.,0,,,,,,5,7,52%,73% (24/33),37% (11/30),50% (4/8),19% (6/32),50% (18/36),67% (2/3),56% (35/63),35% (24/68),45% (59/131),3,0,56% (5/9),20% (2/10),37% (7/19),"['3', '3', '5', '5']",[],[],[],[],6.12
08.07.2024,Pichler D.,2,,,,,,8,0,66%,74% (26/35),72% (13/18),0% (0/1),33% (14/43),58% (15/26),50% (3/6),74% (39/53),42% (29/69),56% (68/122),5,0,90% (9/10),30% (3/10),60% (12/20),"['2', '1']","['1', '0', '3', '2']",[],[],[],1.44
08.07.2024,Hipfl N.,0,,,,,,5,2,62%,67% (29/43),42% (11/26),50% (3/6),26% (9/35),28% (5/18),100% (1/1),58% (40/69),26% (14/53),44% (54/122),5,0,70% (7/10),10% (1/10),40% (8/20),[],"['1', '1']",[],[],[],2.52
08.07.2024,Pichler D.,2,,,,,,3,3,53%,78% (45/58),53% (27/51),43% (3/7),31% (20/65),48% (25/52),60% (3/5),66% (72/109),38% (45/117),52% (117/226),6,5,76% (13/17),18% (3/17),47% (16/34),"['2', '2']","['4', '5']","['1', '0']",[],[],1.87
08.07.2024,Sorger S.,1,,,,,,3,9,56%,69% (45/65),52% (27/52),40% (2/5),22% (13/58),47% (24/51),57% (4/7),62% (72/117),34% (37/109),48% (109/226),4,0,82% (14/17),24% (4/17),53% (18/34),"['2', '1']","['5', '3', '6', '4']","['5', '5']",[],[],1.87
23.04.2024,Faria J.,2,,,,,,6,6,50%,78% (28/36),44% (16/36),67% (2/3),43% (9/21),57% (16/28),100% (4/4),61% (44/72),51% (25/49),57% (69/121),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['2', '1', '4', '3']",[],[],[],1.23
23.04.2024,Pichler D.,0,,,,,,0,6,43%,57% (12/21),43% (12/28),0% (0/4),22% (8/36),56% (20/36),33% (1/3),49% (24/49),39% (28/72),43% (52/121),5,0,50% (4/8),11% (1/9),29% (5/17),[],"['2', '2']",[],[],[],3.95
22.04.2024,Pichler D.,2,,,,,,2,3,68%,64% (35/55),58% (15/26),89% (8/9),32% (8/25),63% (15/24),57% (4/7),62% (50/81),47% (23/49),56% (73/130),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['2', '1', '4', '1']",[],[],[],3.50
22.04.2024,Michalski D.,0,,,,,,2,4,51%,68% (17/25),38% (9/24),43% (3/7),36% (20/55),42% (11/26),11% (1/9),53% (26/49),38% (31/81),44% (57/130),4,5,50% (4/8),11% (1/9),29% (5/17),[],"['3', '5']",[],[],[],1.28
22.04.2024,Pichler D.,2,,,,,,4,1,59%,76% (29/38),46% (12/26),75% (3/4),33% (13/40),50% (12/24),43% (3/7),64% (41/64),39% (25/64),52% (66/128),8,0,90% (9/10),30% (3/10),60% (12/20),"['2', '1', '5', '4']","['5', '4']",[],[],[],2.09
22.04.2024,Ferreira Silva F.,0,,,,,,0,1,63%,68% (27/40),50% (12/24),57% (4/7),24% (9/38),54% (14/26),25% (1/4),61% (39/64),36% (23/64),48% (62/128),2,0,70% (7/10),10% (1/10),40% (8/20),"['3', '3']",[],[],[],[],1.63
31.03.2024,Lock B.,2,,,,,,9,1,56%,77% (27/35),48% (13/27),80% (4/5),55% (17/31),43% (10/23),40% (4/10),65% (40/62),50% (27/54),58% (67/116),9,0,89% (8/9),44% (4/9),67% (12/18),"['5', '3']","['1', '0', '4', '3', '6', '3']",[],[],[],1.98
31.03.2024,Pichler D.,0,,,,,,1,4,57%,45% (14/31),57% (13/23),60% (6/10),23% (8/35),52% (14/27),20% (1/5),50% (27/54),35% (22/62),42% (49/116),1,0,56% (5/9),11% (1/9),33% (6/18),[],"['2', '2']",[],[],[],1.77
24.03.2024,Boitan G. A.,2,,,,,,4,6,65%,75% (40/53),46% (13/28),33% (1/3),20% (11/55),60% (24/40),43% (3/7),65% (53/81),37% (35/95),50% (88/176),6,0,86% (12/14),20% (3/15),52% (15/29),[],"['2', '0', '6', '4']","['6', '4']",[],[],1.34
24.03.2024,Pichler D.,1,,,,,,0,11,58%,80% (44/55),40% (16/40),57% (4/7),25% (13/53),54% (15/28),67% (2/3),63% (60/95),35% (28/81),50% (88/176),4,0,80% (12/15),14% (2/14),48% (14/29),"['5', '3']","['1', '2']",[],[],[],3.13
20.03.2024,Cid Subervi R.,2,,,,,,1,2,80%,74% (42/57),57% (8/14),0% (0/2),32% (17/53),63% (17/27),44% (4/9),70% (50/71),43% (34/80),56% (84/151),7,0,86% (12/14),29% (4/14),57% (16/28),"['4', '2', '6', '2']","['3', '1']","['6', '4']",[],[],1.40
20.03.2024,Pichler D.,1,,,,,,1,5,66%,68% (36/53),37% (10/27),56% (5/9),26% (15/57),43% (6/14),100% (2/2),57% (46/80),30% (21/71),44% (67/151),3,0,71% (10/14),14% (2/14),43% (12/28),[],"['3', '4', '5', '4']",[],[],[],2.84
19.03.2024,Pichler D.,2,,,,,,4,3,64%,78% (40/51),66% (19/29),50% (1/2),23% (13/56),53% (17/32),50% (2/4),74% (59/80),34% (30/88),53% (89/168),6,0,93% (13/14),14% (2/14),54% (15/28),"['2', '1']",[],"['3', '1']",[],[],1.91
19.03.2024,Langmo C.,1,,,,,,9,2,64%,77% (43/56),47% (15/32),50% (2/4),22% (11/51),34% (10/29),50% (1/2),66% (58/88),26% (21/80),47% (79/168),4,0,86% (12/14),7% (1/14),46% (13/28),[],"['3', '1']",[],[],[],1.83
07.03.2024,Majchrzak K.,2,,,,,,4,0,63%,80% (24/30),72% (13/18),100% (2/2),32% (10/31),53% (8/15),60% (3/5),77% (37/48),39% (18/46),59% (55/94),6,0,100% (9/9),38% (3/8),71% (12/17),"['5', '3']","['2', '1', '4', '1']",[],[],[],1.03
07.03.2024,Pichler D.,0,,,,,,3,1,67%,68% (21/31),47% (7/15),40% (2/5),20% (6/30),28% (5/18),0% (0/2),61% (28/46),23% (11/48),41% (39/94),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],10.70
06.03.2024,Pichler D.,2,,,,,,1,0,73%,69% (20/29),64% (7/11),0% (0/2),48% (21/44),62% (16/26),55% (6/11),68% (27/40),53% (37/70),58% (64/110),5,0,75% (6/8),67% (6/9),71% (12/17),"['1', '0', '3', '0', '5', '2']","['1', '0', '5', '2', '6', '3']",[],[],[],1.08
06.03.2024,El Sallaly A.,0,,,,,,3,3,63%,52% (23/44),38% (10/26),45% (5/11),31% (9/29),36% (4/11),100% (2/2),47% (33/70),33% (13/40),42% (46/110),5,0,33% (3/9),25% (2/8),29% (5/17),"['1', '3']","['3', '5']",[],[],[],6.97
27.02.2024,Hemery C.,2,,,,,,9,1,62%,76% (22/29),72% (13/18),50% (1/2),37% (13/35),73% (16/22),57% (4/7),74% (35/47),51% (29/57),62% (64/104),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '2', '6', '2']","['4', '2']",[],[],[],1.28
27.02.2024,Pichler D.,0,,,,,,2,2,61%,63% (22/35),27% (6/22),43% (3/7),24% (7/29),28% (5/18),50% (1/2),49% (28/57),26% (12/47),38% (40/104),4,1,50% (4/8),11% (1/9),29% (5/17),"['1', '2']",[],[],[],[],3.50
12.02.2024,Lokoli L.,1,,,,,,5,1,69%,80% (20/25),73% (8/11),100% (1/1),37% (13/35),33% (3/9),20% (1/5),78% (28/36),36% (16/44),55% (44/80),6,0,100% (6/6),17% (1/6),58% (7/12),"['7', '5']",[],[],[],[],1.30
12.02.2024,Pichler D.,0,,,,,,1,0,80%,63% (22/35),67% (6/9),80% (4/5),20% (5/25),27% (3/11),0% (0/1),64% (28/44),22% (8/36),45% (36/80),4,0,83% (5/6),0% (0/6),42% (5/12),[],[],[],[],[],3.40
12.02.2024,Pichler D.,2,,,,,,6,1,78%,75% (24/32),56% (5/9),0% (0/1),61% (20/33),68% (13/19),46% (6/13),71% (29/41),63% (33/52),67% (62/93),8,0,86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '2', '6', '2']",[],[],[],2.97
12.02.2024,Michalski D.,0,,,,,,0,1,63%,39% (13/33),32% (6/19),54% (7/13),25% (8/32),44% (4/9),100% (1/1),37% (19/52),29% (12/41),33% (31/93),2,1,14% (1/7),14% (1/7),14% (2/14),[],"['2', '3']",[],[],[],1.37
