02.10.2023,Jung J.,1,,,,,,3,1,64%,65% (33/51),66% (19/29),40% (2/5),22% (13/59),45% (13/29),25% (1/4),16,21,50% (9/18),65% (52/80),30% (26/88),46% (78/168),79% (11/14),7% (1/14),43% (12/28),"['2', '1']",[],[],[],[],1.69
26.08.2023,Weber A.,2,,,,,,2,2,70%,63% (39/62),46% (12/26),40% (4/10),36% (25/70),72% (33/46),67% (8/12),58% (51/88),50% (58/116),53% (109/204),60% (9/15),53% (8/15),57% (17/30),"['3', '2', '6', '3']","['2', '0', '3', '3', '5', '5']","['1', '1', '3', '1', '4', '2']",[],[],3.22
26.08.2023,Jung J.,1,,,,,,3,4,60%,64% (45/70),28% (13/46),33% (4/12),37% (23/62),54% (14/26),60% (6/10),50% (58/116),42% (37/88),47% (95/204),47% (7/15),40% (6/15),43% (13/30),[],"['1', '2', '3', '2', '5', '4', '6', '5']","['1', '0', '2', '3']",[],[],1.33
25.08.2023,Jung J.,2,,,,,,5,2,73%,84% (37/44),63% (10/16),100% (4/4),34% (12/35),30% (7/23),29% (2/7),78% (47/60),33% (19/58),56% (66/118),100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '4', '0']",[],[],[],1.41
25.08.2023,Li Z.,0,,,,,,8,2,60%,66% (23/35),70% (16/23),71% (5/7),16% (7/44),38% (6/16),0% (0/4),67% (39/58),22% (13/60),44% (52/118),78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.83
24.08.2023,Jung J.,2,,,,,,3,0,66%,85% (28/33),47% (8/17),75% (3/4),50% (19/38),50% (12/24),44% (4/9),72% (36/50),50% (31/62),60% (67/112),89% (8/9),44% (4/9),67% (12/18),"['3', '2']","['1', '0', '2', '1', '4', '1']",[],[],[],1.37
24.08.2023,Strombachs R.,0,,,,,,2,2,61%,50% (19/38),50% (12/24),56% (5/9),15% (5/33),53% (9/17),25% (1/4),50% (31/62),28% (14/50),40% (45/112),56% (5/9),11% (1/9),33% (6/18),[],"['1', '1']",[],[],[],3.01
23.08.2023,Jung J.,2,,,,,,1,5,62%,69% (40/58),54% (19/35),50% (4/8),30% (19/64),59% (20/34),50% (4/8),63% (59/93),40% (39/98),51% (98/191),73% (11/15),27% (4/15),50% (15/30),"['2', '0', '4', '0']","['1', '0']","['5', '5']",[],[],1.44
23.08.2023,Sun F.,1,,,,,,4,2,65%,70% (45/64),41% (14/34),50% (4/8),31% (18/58),46% (16/35),50% (4/8),60% (59/98),37% (34/93),49% (93/191),73% (11/15),27% (4/15),50% (15/30),"['1', '4']","['2', '2', '5', '3']","['2', '1']",[],[],2.67
22.08.2023,Jung J.,2,,,,,,1,5,65%,77% (30/39),48% (10/21),83% (5/6),39% (12/31),67% (14/21),57% (4/7),67% (40/60),50% (26/52),59% (66/112),89% (8/9),50% (4/8),71% (12/17),"['1', '1', '4', '2', '6', '2']","['5', '3']",[],[],[],1.40
22.08.2023,Bai Y.,0,,,,,,4,6,60%,61% (19/31),33% (7/21),43% (3/7),23% (9/39),52% (11/21),17% (1/6),50% (26/52),33% (20/60),41% (46/112),50% (4/8),11% (1/9),29% (5/17),"['1', '0']",[],[],[],[],2.82
14.08.2023,Svrcina D.,2,,,,,,0,3,73%,64% (30/47),47% (8/17),67% (4/6),48% (21/44),100% (9/9),100% (5/5),59% (38/64),55% (29/53),57% (67/117),78% (7/9),56% (5/9),67% (12/18),"['1', '0', '4', '1', '5', '2']","['1', '0', '3', '0']",[],[],[],1.87
14.08.2023,Jung J.,0,,,,,,2,2,83%,55% (24/44),0% (0/9),0% (0/5),40% (19/47),53% (9/17),33% (2/6),45% (24/53),41% (26/64),43% (50/117),44% (4/9),22% (2/9),33% (6/18),"['2', '4', '3', '5']",[],[],[],[],1.86
13.08.2023,Jung J.,2,,,,,,3,1,59%,67% (37/55),58% (22/38),67% (6/9),36% (20/55),44% (12/27),36% (5/14),63% (59/93),39% (32/82),52% (91/175),80% (12/15),36% (5/14),59% (17/29),"['5', '5']","['3', '1', '6', '4']","['2', '0', '4', '0']",[],[],1.34
13.08.2023,Smith K.,1,,,,,,11,4,67%,64% (35/55),56% (15/27),64% (9/14),33% (18/55),42% (16/38),33% (3/9),61% (50/82),37% (34/93),48% (84/175),64% (9/14),20% (3/15),41% (12/29),"['5', '4', '6', '5']","['3', '4']",[],[],[],3.12
12.08.2023,Jung J.,2,,,,,,2,0,54%,84% (21/25),62% (13/21),100% (1/1),42% (11/26),65% (13/20),67% (4/6),74% (34/46),52% (24/46),63% (58/92),100% (8/8),57% (4/7),80% (12/15),"['3', '1', '5', '1']","['2', '1', '4', '1']",[],[],[],1.01
12.08.2023,Asaba A.,0,,,,,,2,9,57%,58% (15/26),35% (7/20),33% (2/6),16% (4/25),38% (8/21),0% (0/1),48% (22/46),26% (12/46),37% (34/92),43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],13.00
03.08.2023,Coric B.,2,,,,,,5,0,64%,79% (22/28),69% (11/16),0% (0/0),48% (12/25),63% (10/16),57% (4/7),20,6,89% (8/9),75% (33/44),54% (22/41),65% (55/85),100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['2', '1', '4', '1']",[],[],[],1.15
03.08.2023,Jung J.,0,,,,,,0,4,61%,52% (13/25),38% (6/16),43% (3/7),21% (6/28),31% (5/16),0% (0/0),5,7,36% (4/11),46% (19/41),25% (11/44),35% (30/85),43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],5.55
02.08.2023,Jung J.,2,,,,,,2,2,61%,66% (35/53),62% (21/34),50% (3/6),33% (21/64),53% (18/34),36% (4/11),36,15,92% (11/12),64% (56/87),40% (39/98),51% (95/185),79% (11/14),27% (4/15),52% (15/29),[],"['5', '3']","['1', '0', '3', '0', '5', '2']",[],[],2.02
02.08.2023,Escobedo E.,1,,,,,,9,3,65%,67% (43/64),47% (16/34),64% (7/11),34% (18/53),38% (13/34),50% (3/6),20,9,62% (8/13),60% (59/98),36% (31/87),49% (90/185),73% (11/15),21% (3/14),48% (14/29),"['2', '0']","['4', '5']","['2', '4']",[],[],1.82
31.07.2023,Kumar O.,2,,,,,,6,3,44%,69% (33/48),61% (38/62),77% (10/13),30% (19/64),42% (16/38),38% (3/8),30,17,50% (5/10),65% (71/110),34% (35/102),50% (106/212),81% (13/16),19% (3/16),50% (16/32),"['4', '4', '6', '4']","['3', '3']",[],[],[],2.82
31.07.2023,Jung J.,1,,,,,,1,3,63%,70% (45/64),58% (22/38),63% (5/8),31% (15/48),39% (24/62),23% (3/13),29,13,62% (16/26),66% (67/102),35% (39/110),50% (106/212),81% (13/16),19% (3/16),50% (16/32),"['3', '2']","['1', '0', '5', '4']",[],[],[],1.40
30.07.2023,Jung J.,2,,,,,,2,3,72%,85% (22/26),50% (5/10),100% (2/2),36% (5/14),79% (23/29),86% (6/7),9,5,80% (4/5),75% (27/36),65% (28/43),70% (55/79),100% (6/6),86% (6/7),92% (12/13),"['1', '0', '3', '0', '5', '0']","['2', '1', '4', '1', '6', '1']",[],[],[],1.30
30.07.2023,Cozbinov A.,0,,,,,,2,9,33%,64% (9/14),21% (6/29),14% (1/7),15% (4/26),50% (5/10),0% (0/2),5,19,50% (2/4),35% (15/43),25% (9/36),30% (24/79),14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],3.54
25.07.2023,Wolf J.J.,2,,,,,,7,3,48%,81% (21/26),61% (17/28),100% (1/1),47% (15/32),60% (15/25),57% (4/7),16,71% (5/7),70% (38/54),53% (30/57),61% (68/111),100% (8/8),57% (4/7),80% (12/15),"['3', '1', '6', '2']","['2', '0', '5', '1']",[],[],[],1.18
25.07.2023,Jung J.,0,,,,,,2,1,56%,53% (17/32),40% (10/25),43% (3/7),19% (5/26),39% (11/28),0% (0/1),6,33% (2/6),47% (27/57),30% (16/54),39% (43/111),43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],5.05
23.07.2023,Jung J.,2,,,,,,4,2,68%,70% (52/74),69% (24/35),67% (4/6),18% (11/61),57% (23/40),67% (2/3),26,9,50% (4/8),70% (76/109),34% (34/101),52% (110/210),88% (15/17),12% (2/17),50% (17/34),"['4', '5']","['6', '5']",[],[],[],2.87
23.07.2023,Diallo G.,1,,,,,,20,7,60%,82% (50/61),43% (17/40),33% (1/3),30% (22/74),31% (11/35),33% (2/6),47,20,74% (14/19),66% (67/101),30% (33/109),48% (100/210),88% (15/17),12% (2/17),50% (17/34),"['4', '2', '6', '4']",[],[],[],[],1.39
22.07.2023,Jung J.,2,,,,,,3,2,68%,74% (34/46),59% (13/22),71% (5/7),22% (8/37),56% (18/32),60% (3/5),14,7,63% (10/16),69% (47/68),38% (26/69),53% (73/137),82% (9/11),27% (3/11),55% (12/22),[],"['2', '4', '4', '4', '6', '4']",[],[],[],2.41
22.07.2023,Mochizuki S.,0,,,,,,2,6,54%,78% (29/37),44% (14/32),40% (2/5),26% (12/46),41% (9/22),29% (2/7),27,15,80% (16/20),62% (43/69),31% (21/68),47% (64/137),73% (8/11),18% (2/11),45% (10/22),[],"['1', '0', '4', '1']",[],[],[],1.53
17.07.2023,Janvier M.,2,,,,,,5,11,50%,80% (32/40),50% (20/40),80% (8/10),31% (11/36),50% (16/32),75% (3/4),65% (52/80),40% (27/68),53% (79/148),82% (9/11),30% (3/10),57% (12/21),"['1', '2']","['2', '0', '3', '1']",[],[],[],2.71
17.07.2023,Jung J.,0,,,,,,2,2,53%,69% (25/36),50% (16/32),25% (1/4),20% (8/40),50% (20/40),20% (2/10),60% (41/68),35% (28/80),47% (69/148),70% (7/10),18% (2/11),43% (9/21),"['2', '0']","['1', '2']",[],[],[],1.43
14.07.2023,Shimizu Y.,2,,,,,,2,2,56%,66% (25/38),50% (15/30),71% (5/7),46% (25/54),64% (14/22),42% (5/12),59% (40/68),51% (39/76),55% (79/144),80% (8/10),50% (5/10),65% (13/20),"['1', '0', '3', '2', '5', '2']","['1', '2', '6', '5']",[],[],[],2.16
14.07.2023,Jung J.,0,,,,,,3,4,71%,54% (29/54),36% (8/22),58% (7/12),34% (13/38),50% (15/30),29% (2/7),49% (37/76),41% (28/68),45% (65/144),50% (5/10),20% (2/10),35% (7/20),"['1', '1']","['2', '0']",[],[],[],1.67
13.07.2023,Jung J.,2,,,,,,7,6,58%,70% (37/53),53% (20/38),63% (5/8),38% (24/64),46% (19/41),29% (4/14),64% (58/91),40% (42/105),51% (100/196),79% (11/14),27% (4/15),52% (15/29),"['1', '0']","['4', '4']","['2', '1', '5', '2']",[],[],1.40
13.07.2023,Basavareddy N.,1,,,,,,3,1,61%,63% (40/64),54% (22/41),71% (10/14),30% (16/53),47% (18/38),38% (3/8),60% (63/105),36% (33/91),49% (96/196),73% (11/15),21% (3/14),48% (14/29),"['1', '1', '5', '3']","['1', '0']",[],[],[],2.82
13.07.2023,Jung J.,2,,,,,,3,5,60%,85% (29/34),48% (11/23),83% (5/6),37% (16/43),53% (19/36),33% (4/12),70% (40/57),44% (35/79),55% (75/136),90% (9/10),36% (4/11),62% (13/21),"['2', '1', '6', '5']","['4', '3', '6', '3']",[],[],[],2.15
13.07.2023,Tomic B.,0,,,,,,4,2,54%,63% (27/43),47% (17/36),67% (8/12),15% (5/34),52% (12/23),17% (1/6),56% (44/79),30% (17/57),45% (61/136),64% (7/11),10% (1/10),38% (8/21),"['3', '3']",[],[],[],[],1.66
