Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
14.08.,Zhang T.,2,,,,,,"['2', '0', '5', '1']","['1', '2']","['2', '0', '4', '0', '6', '0']",[],[],21.0
26.02.,Hazawa S.,1,,,,,,[],"['2', '0', '5', '1']",[],[],[],1.71
25.02.,Hazawa S.,2,,,,,,"['3', '1', '5', '1']","['5', '4']",[],[],[],1.31
25.02.,Ochi M.,0,,,,,,[],[],[],[],[],3.20
20.02.,Kumasaka T.,2,,,,,,"['3', '1', '6', '2']","['4', '2', '6', '4']",[],[],[],1.87
20.02.,Hazawa S.,0,,,,,,[],"['3', '4']",[],[],[],1.83
12.02.,Langmo C.,2,,,,,,"['2', '0', '5', '1', '6', '2']","['2', '0', '4', '2', '5', '3', '6', '4']",[],[],[],1.29
12.02.,Hazawa S.,0,,,,,,"['2', '5']","['2', '3', '3', '4', '4', '5']",[],[],[],3.32
10.02.,Hazawa S.,2,,,,,,"['2', '2', '5', '5']",[],"['3', '4', '5', '4']",[],[],1.18
10.02.,Sach T.,1,,,,,,"['2', '1', '3', '2']","['2', '0', '6', '2']","['2', '0']",[],[],4.38
02.02.,Weber A.,2,,,,,,0,1,73%,61% (41/67),76% (19/25),40% (2/5),23% (14/62),53% (16/30),40% (2/5),65% (60/92),33% (30/92),49% (90/184),10,0,81% (13/16),13% (2/16),47% (15/32),[],"['5', '5']","['6', '5']",[],[],1.69
02.02.,Hazawa S.,1,,,,,,9,2,67%,77% (48/62),47% (14/30),60% (3/5),39% (26/67),24% (6/25),60% (3/5),67% (62/92),35% (32/92),51% (94/184),0,0,88% (14/16),19% (3/16),53% (17/32),"['1', '0', '4', '1']","['4', '3']",[],[],[],2.09
29.01.,Walton A.,2,,,,,,7,1,74%,78% (29/37),54% (7/13),50% (1/2),35% (13/37),57% (13/23),67% (4/6),72% (36/50),43% (26/60),56% (62/110),8,0,89% (8/9),40% (4/10),63% (12/19),"['3', '2', '5', '4']","['3', '2', '6', '3']",[],[],[],1.06
29.01.,Hazawa S.,0,,,,,,5,2,62%,65% (24/37),43% (10/23),33% (2/6),22% (8/37),46% (6/13),50% (1/2),57% (34/60),28% (14/50),44% (48/110),2,0,60% (6/10),11% (1/9),37% (7/19),"['3', '3']",[],[],[],[],7.90
28.01.,Hazawa S.,1,,,,,,10,1,74%,87% (20/23),50% (4/8),0% (0/0),30% (7/23),63% (5/8),100% (1/1),77% (24/31),39% (12/31),58% (36/62),8,0,100% (6/6),20% (1/5),64% (7/11),"['6', '4']",[],[],[],[],2.69
28.01.,Isomura K.,0,,,,,,0,0,74%,70% (16/23),38% (3/8),0% (0/1),13% (3/23),50% (4/8),0% (0/0),61% (19/31),23% (7/31),42% (26/62),2,0,80% (4/5),0% (0/6),36% (4/11),[],[],[],[],[],1.43
27.01.,Hazawa S.,2,,,,,,5,1,65%,78% (40/51),52% (14/27),100% (6/6),27% (13/49),48% (15/31),17% (1/6),69% (54/78),35% (28/80),52% (82/158),6,0,100% (11/11),9% (1/11),55% (12/22),"['6', '4']",[],[],[],[],1.62
27.01.,Vithoontien L.,0,,,,,,9,1,61%,73% (36/49),52% (16/31),83% (5/6),22% (11/51),48% (13/27),0% (0/6),65% (52/80),31% (24/78),48% (76/158),4,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.21
26.01.,Hazawa S.,2,,,,,,5,1,68%,84% (38/45),52% (11/21),0% (0/0),36% (20/56),36% (8/22),17% (1/6),74% (49/66),36% (28/78),53% (77/144),7,0,100% (11/11),9% (1/11),55% (12/22),"['1', '0']",[],[],[],[],2.63
26.01.,Weber A.,0,,,,,,3,3,72%,64% (36/56),64% (14/22),83% (5/6),16% (7/45),48% (10/21),0% (0/0),64% (50/78),26% (17/66),47% (67/144),3,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.45
30.12.2024,Vacherot V.,2,,,,,,11,2,67%,74% (32/43),57% (12/21),75% (3/4),33% (12/36),67% (10/15),75% (3/4),69% (44/64),43% (22/51),57% (66/115),6,0,90% (9/10),33% (3/9),63% (12/19),"['3', '1']","['1', '2', '3', '2']",[],[],[],1.13
30.12.2024,Hazawa S.,0,,,,,,2,2,71%,67% (24/36),33% (5/15),25% (1/4),26% (11/43),43% (9/21),25% (1/4),57% (29/51),31% (20/64),43% (49/115),4,0,67% (6/9),10% (1/10),37% (7/19),[],"['2', '0']",[],[],[],5.30
29.12.2024,Hazawa S.,2,,,,,,3,0,46%,79% (15/19),55% (12/22),0% (0/1),52% (13/25),64% (18/28),55% (6/11),63% (27/43),58% (31/53),60% (58/96),7,0,86% (6/7),75% (6/8),80% (12/15),"['1', '0', '2', '1', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],1.15
29.12.2024,Bataljin L.,0,,,,,,0,3,47%,48% (12/25),36% (10/28),45% (5/11),21% (4/19),45% (10/22),100% (1/1),42% (22/53),37% (16/43),40% (38/96),3,0,25% (2/8),14% (1/7),20% (3/15),"['1', '1']",[],[],[],[],4.90
24.11.2024,Negritu Ch.,2,,,,,,5,1,57%,64% (25/39),66% (19/29),60% (3/5),46% (25/54),53% (10/19),44% (4/9),65% (44/68),48% (35/73),56% (79/141),6,0,82% (9/11),40% (4/10),62% (13/21),"['4', '4', '7', '5']","['2', '2', '5', '3']",[],[],[],1.14
24.11.2024,Hazawa S.,0,,,,,,0,0,74%,54% (29/54),47% (9/19),56% (5/9),36% (14/39),34% (10/29),40% (2/5),52% (38/73),35% (24/68),44% (62/141),4,0,60% (6/10),18% (2/11),38% (8/21),"['3', '2']","['2', '1']",[],[],[],5.13
01.11.2024,Kikuchi Y.,2,,,,,,[],[],"['1', '0', '3', '0']",[],[],1.83
01.11.2024,Hazawa S.,1,,,,,,"['2', '1']",[],"['2', '4']",[],[],1.87
31.10.2024,Hazawa S.,2,,,,,,"['1', '0', '6', '5']","['1', '0', '4', '3', '6', '5']",[],[],[],1.16
31.10.2024,Oki Y.,0,,,,,,"['5', '5']","['1', '1', '5', '5']",[],[],[],4.67
30.10.2024,Hazawa S.,2,,,,,,"['3', '3']","['3', '2', '5', '4']",[],[],[],1.79
30.10.2024,Honda N.,0,,,,,,"['3', '2']","['3', '3']",[],[],[],1.91
24.10.2024,Matsumura R.,2,,,,,,"['1', '1', '3', '1', '6', '2']","['5', '5']","['3', '3', '5', '3']",[],[],2.59
24.10.2024,Hazawa S.,1,,,,,,"['1', '0']","['4', '3', '6', '5']","['3', '2']",[],[],1.45
23.10.2024,Hazawa S.,2,,,,,,"['4', '2']","['1', '0', '3', '0']",[],[],[],1.18
23.10.2024,Nakamura R.,0,,,,,,[],[],[],[],[],4.43
19.09.2024,Bonding O.,2,,,,,,[],"['3', '1']","['1', '2', '3', '2']",[],[],2.24
19.09.2024,Hazawa S.,1,,,,,,"['5', '4']","['4', '5']","['2', '0']",[],[],1.60
10.09.2024,Imamura M.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '4', '1']",[],[],[],1.31
10.09.2024,Hazawa S.,0,,,,,,[],[],[],[],[],3.24
05.09.2024,Oliveira G.,2,,,,,,"['3', '1', '5', '1']","['2', '1', '4', '1']",[],[],[],1.18
05.09.2024,Hazawa S.,0,,,,,,[],[],[],[],[],4.42
03.09.2024,Hazawa S.,2,,,,,,"['3', '4', '6', '5']","['2', '2', '4', '2']",[],[],[],1.27
03.09.2024,Sakagawa H.,0,,,,,,"['3', '1', '6', '6']","['2', '1']",[],[],[],3.51
14.08.2024,Polukhin S.,2,,,,,,"['3', '1', '6', '2']","['2', '0', '3', '1']",[],[],[],1.18
14.08.2024,Hazawa S.,0,,,,,,[],"['1', '2']",[],[],[],4.46
03.08.2024,Hamza Reguig S.,2,,,,,,"['2', '0', '6', '2']","['2', '4']","['3', '1']",[],[],2.75
03.08.2024,Hazawa S.,1,,,,,,[],"['1', '0', '4', '1']",[],[],[],1.41
02.08.2024,Badenhorst D.,1,,,,,,"['1', '1']","['3', '1']",[],[],[],1.62
02.08.2024,Hazawa S.,1,,,,,,"['1', '0', '6', '5']",[],"['2', '0']",[],[],2.20
01.08.2024,Hazawa S.,2,,,,,,"['1', '0', '6', '5']","['6', '5']",[],[],[],1.50
01.08.2024,Trouve N.,0,,,,,,"['4', '4']",[],[],[],[],2.47
31.07.2024,Hazawa S.,2,,,,,,"['2', '1', '6', '3']",[],"['1', '0']",[],[],1.31
31.07.2024,Alkotop M.,1,,,,,,[],[],"['4', '4']",[],[],3.24
