Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
13.07.,Cassone M.,2,,,,,,2,9,58%,70% (32/46),45% (15/33),67% (8/12),37% (16/43),61% (27/44),36% (5/14),23,53,50% (3/6),59% (47/79),49% (43/87),54% (90/166),7,0,69% (9/13),42% (5/12),56% (14/25),"['3', '1', '5', '1']","['1', '0']","['2', '1', '4', '1']",[],[],1.13
13.07.,Zhu E.,1,,,,,,2,6,49%,63% (27/43),39% (17/44),64% (9/14),30% (14/46),55% (18/33),33% (4/12),14,42,58% (7/12),51% (44/87),41% (32/79),46% (76/166),3,1,58% (7/12),31% (4/13),44% (11/25),[],"['1', '1', '3', '1', '6', '2']","['3', '5']",[],[],6.02
07.07.,Spizzirri E.,2,,,,,,10,1,75%,73% (30/41),36% (5/14),33% (1/3),52% (17/33),60% (15/25),83% (5/6),22,16,67% (4/6),64% (35/55),55% (32/58),59% (67/113),5,0,80% (8/10),50% (5/10),65% (13/20),"['1', '0', '4', '3', '6', '5']","['1', '0', '3', '0']",[],[],[],1.10
07.07.,Zhu E.,0,,,,,,2,3,57%,48% (16/33),40% (10/25),17% (1/6),27% (11/41),64% (9/14),67% (2/3),14,26,58% (7/12),45% (26/58),36% (20/55),41% (46/113),5,3,50% (5/10),20% (2/10),35% (7/20),"['2', '2', '5', '5']",[],[],[],[],5.90
01.07.,Dickerson R.,2,,,,,,"['1', '1', '2', '2', '4', '2']","['3', '2', '4', '3', '5', '4']",[],[],[],2.37
06.05.,Bolt A.,2,,,,,,3,1,55%,81% (25/31),64% (16/25),0% (0/0),29% (8/28),38% (8/21),100% (2/2),73% (41/56),33% (16/49),54% (57/105),5,0,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['1', '0']",[],[],[],1.19
06.05.,Zhu E.,0,,,,,,3,3,57%,71% (20/28),62% (13/21),0% (0/2),19% (6/31),36% (9/25),0% (0/0),67% (33/49),27% (15/56),46% (48/105),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],4.41
05.05.,Zhu E.,2,,,,,,3,8,57%,66% (41/62),51% (24/47),60% (6/10),34% (24/71),58% (22/38),44% (4/9),60% (65/109),42% (46/109),51% (111/218),6,0,75% (12/16),27% (4/15),52% (16/31),"['2', '3']","['2', '2']","['1', '1', '5', '3']",[],[],1.95
05.05.,Delaney Ja.,1,,,,,,2,6,65%,66% (47/71),42% (16/38),56% (5/9),34% (21/62),49% (23/47),40% (4/10),58% (63/109),40% (44/109),49% (107/218),4,0,73% (11/15),25% (4/16),48% (15/31),"['2', '0']","['1', '0', '3', '2']","['1', '0']",[],[],1.78
04.05.,Zhu E.,2,,,,,,6,1,50%,68% (21/31),52% (16/31),67% (4/6),32% (10/31),80% (20/25),38% (5/13),60% (37/62),54% (30/56),57% (67/118),6,0,78% (7/9),56% (5/9),67% (12/18),"['3', '2', '5', '4']","['1', '0', '2', '1', '4', '1']",[],[],[],4.75
04.05.,Rosenkranz M.,0,,,,,,3,5,55%,68% (21/31),20% (5/25),62% (8/13),32% (10/31),48% (15/31),33% (2/6),46% (26/56),40% (25/62),43% (51/118),4,2,44% (4/9),22% (2/9),33% (6/18),"['3', '3']","['1', '1']",[],[],[],1.17
27.04.,Bouzige M.,2,,,,,,4,6,59%,83% (30/36),60% (15/25),100% (2/2),31% (14/45),65% (13/20),75% (3/4),74% (45/61),42% (27/65),57% (72/126),8,0,100% (10/10),30% (3/10),65% (13/20),"['6', '5']","['3', '2', '5', '2']",[],[],[],1.39
27.04.,Zhu E.,0,,,,,,5,2,69%,69% (31/45),35% (7/20),25% (1/4),17% (6/36),40% (10/25),0% (0/2),58% (38/65),26% (16/61),43% (54/126),2,0,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],2.85
25.04.,Benchetrit E.,2,,,,,,"['1', '0']","['4', '3', '6', '3']",[],[],[],1.34
25.04.,Zhu E.,0,,,,,,[],[],[],[],[],3.04
23.04.,Zhu E.,2,,,,,,"['2', '0', '5', '3']","['1', '0', '3', '0', '5', '2']",[],[],[],1.32
23.04.,Chen X. D.,0,,,,,,"['2', '3']","['1', '3']",[],[],[],3.14
16.04.,Sornlaksup P.,2,,,,,,"['1', '0', '3', '0', '6', '1']",[],"['1', '0', '3', '0', '6', '3']",[],[],1.62
16.04.,Zhu E.,1,,,,,,[],[],"['2', '4']",[],[],2.18
30.03.,Smith C.,2,,,,,,3,2,61%,68% (21/31),80% (16/20),100% (2/2),48% (11/23),60% (9/15),100% (4/4),16,18,75% (3/4),73% (37/51),53% (20/38),64% (57/89),5,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['1', '0', '4', '1']",[],[],[],1.06
30.03.,Zhu E.,0,,,,,,0,2,61%,52% (12/23),40% (6/15),0% (0/4),32% (10/31),20% (4/20),0% (0/2),2,23,50% (5/10),47% (18/38),27% (14/51),36% (32/89),5,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],7.70
24.03.,Neuchrist M.,2,,,,,,3,2,70%,78% (35/45),47% (9/19),80% (4/5),44% (16/36),42% (14/33),57% (4/7),69% (44/64),43% (30/69),56% (74/133),7,0,90% (9/10),36% (4/11),62% (13/21),"['6', '5']","['2', '3', '4', '3', '6', '3']",[],[],[],1.32
24.03.,Zhu E.,0,,,,,,0,7,52%,56% (20/36),58% (19/33),43% (3/7),22% (10/45),53% (10/19),20% (1/5),57% (39/69),31% (20/64),44% (59/133),3,2,64% (7/11),10% (1/10),38% (8/21),[],"['2', '0']",[],[],[],3.20
23.03.,Zhu E.,2,,,,,,3,4,44%,85% (29/34),55% (24/44),75% (3/4),26% (11/42),57% (26/46),50% (4/8),68% (53/78),42% (37/88),54% (90/166),7,0,92% (11/12),31% (4/13),60% (15/25),"['5', '4']",[],"['2', '0', '4', '0', '6', '0']",[],[],3.54
23.03.,Cressy M.,1,,,,,,14,21,48%,74% (31/42),43% (20/46),50% (4/8),15% (5/34),45% (20/44),25% (1/4),58% (51/88),32% (25/78),46% (76/166),3,0,69% (9/13),8% (1/12),40% (10/25),[],"['4', '2']",[],[],[],1.27
17.03.,Sheehy J.,2,,,,,,3,3,48%,72% (23/32),60% (21/35),86% (6/7),41% (21/51),33% (5/15),60% (3/5),66% (44/67),39% (26/66),53% (70/133),5,0,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '4', '3']","['2', '1']",[],[],[],2.01
17.03.,Zhu E.,0,,,,,,1,0,77%,59% (30/51),67% (10/15),40% (2/5),28% (9/32),40% (14/35),14% (1/7),61% (40/66),34% (23/67),47% (63/133),5,1,70% (7/10),10% (1/10),40% (8/20),"['3', '3']",[],[],[],[],1.73
16.03.,Zhu E.,2,,,,,,4,3,59%,75% (24/32),45% (10/22),80% (4/5),58% (11/19),68% (13/19),83% (5/6),63% (34/54),63% (24/38),63% (58/92),6,0,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '2']","['2', '0', '4', '0']",[],[],[],1.02
16.03.,Tunas G.,0,,,,,,0,6,50%,42% (8/19),32% (6/19),17% (1/6),25% (8/32),55% (12/22),20% (1/5),37% (14/38),37% (20/54),37% (34/92),4,1,29% (2/7),13% (1/8),20% (3/15),"['2', '5']",[],[],[],[],12.00
05.03.,Bazilevskiy V.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0']",[],[],[],4.95
05.03.,Zhu E.,0,,,,,,[],[],[],[],[],1.14
24.02.,Ponwith N.,2,,,,,,1,1,50%,66% (19/29),72% (21/29),75% (3/4),26% (8/31),53% (10/19),75% (3/4),69% (40/58),36% (18/50),54% (58/108),6,0,90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['1', '0', '3', '2']",[],[],[],2.25
24.02.,Zhu E.,0,,,,,,2,2,62%,74% (23/31),47% (9/19),25% (1/4),34% (10/29),28% (8/29),25% (1/4),64% (32/50),31% (18/58),46% (50/108),4,1,70% (7/10),10% (1/10),40% (8/20),[],"['2', '2']",[],[],[],1.51
19.02.,Goncalves V.,2,,,,,,"['3', '3', '5', '3']","['1', '0', '3', '0']",[],[],[],2.94
19.02.,Zhu E.,0,,,,,,"['3', '2']",[],[],[],[],1.36
06.02.,Escobedo E.,2,,,,,,"['4', '2']",[],"['2', '0', '4', '0']",[],[],1.17
06.02.,Zhu E.,1,,,,,,[],"['3', '1']","['1', '4']",[],[],4.57
04.02.,Zhu E.,2,,,,,,"['4', '5']","['2', '0', '5', '1']",[],[],[],2.73
04.02.,Gima S.,0,,,,,,"['4', '2']","['2', '5']",[],[],[],1.41
27.01.,Ross J.,2,,,,,,1,0,70%,73% (27/37),56% (9/16),0% (0/1),48% (14/29),48% (10/21),80% (4/5),68% (36/53),48% (24/50),58% (60/103),7,0,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '5', '2']","['3', '4', '5', '4']",[],[],[],2.81
27.01.,Zhu E.,0,,,,,,2,2,58%,52% (15/29),52% (11/21),20% (1/5),27% (10/37),44% (7/16),100% (1/1),52% (26/50),32% (17/53),42% (43/103),3,0,56% (5/9),11% (1/9),33% (6/18),[],"['2', '0']",[],[],[],1.40
27.01.,Zhu E.,2,,,,,,1,3,72%,56% (40/71),29% (8/28),53% (8/15),50% (25/50),66% (23/35),58% (7/12),48% (48/99),56% (48/85),52% (96/184),5,0,46% (6/13),58% (7/12),52% (13/25),"['1', '1', '3', '1', '4', '2', '6', '2']",[],"['1', '0', '2', '1', '3', '2']",[],[],1.45
27.01.,Xilas I.,1,,,,,,1,14,59%,50% (25/50),34% (12/35),42% (5/12),44% (31/71),71% (20/28),47% (7/15),44% (37/85),52% (51/99),48% (88/184),5,0,42% (5/12),54% (7/13),48% (12/25),"['1', '0', '2', '3']","['1', '0', '4', '1', '6', '1']","['1', '1', '2', '2']",[],[],2.63
17.01.,Aguilar J. C. M.,2,,,,,,"['1', '0', '3', '0']","['2', '5']","['1', '0', '4', '1']",[],[],1.32
17.01.,Zhu E.,1,,,,,,[],"['2', '0', '4', '0', '6', '2']",[],[],[],3.14
16.01.,Zhu E.,2,,,,,,"['1', '1', '2', '2', '4', '4', '7', '5']","['2', '0', '6', '2']",[],[],[],1.73
16.01.,Martin D.,0,,,,,,"['1', '0', '2', '1', '3', '2']",[],[],[],[],1.99
15.01.,Zhu E.,2,,,,,,"['2', '4', '4', '4', '7', '5']","['2', '0', '4', '2', '6', '2']",[],[],[],1.07
15.01.,Azoulay E.,0,,,,,,"['2', '1', '4', '1']","['2', '3']",[],[],[],6.60
09.01.,Martin D.,2,,,,,,"['4', '5', '6', '5']",[],"['1', '0', '4', '1']",[],[],4.47
09.01.,Zhu E.,1,,,,,,"['2', '0']","['3', '1', '6', '2']","['2', '4']",[],[],1.18
13.12.2024,Ayeni A.,2,,,,,,"['1', '0', '5', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.49
13.12.2024,Zhu E.,0,,,,,,[],[],[],[],[],2.48
12.12.2024,Zhu E.,2,,,,,,"['1', '1', '2', '2', '4', '2', '5', '3']","['1', '2', '2', '3', '3', '4', '4', '5']","['2', '0', '3', '1', '5', '1', '6', '2']",[],[],1.16
12.12.2024,Bynoe E.,1,,,,,,"['1', '0', '2', '1', '3', '4']","['2', '0', '3', '1', '4', '2', '5', '3']","['1', '2', '2', '5']",[],[],4.62
10.12.2024,Zhu E.,2,,,,,,"['3', '1', '5', '1']","['4', '3', '6', '5']",[],[],[],1.14
10.12.2024,Pinto L.,0,,,,,,[],"['5', '5']",[],[],[],5.15
06.12.2024,Smith K.,2,,,,,,"['2', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],1.18
06.12.2024,Zhu E.,0,,,,,,[],[],[],[],[],4.43
05.12.2024,Zhu E.,2,,,,,,[],"['1', '0', '3', '2', '5', '2', '6', '3']","['3', '1', '6', '4']",[],[],1.60
05.12.2024,Schachter N.,1,,,,,,"['1', '0', '3', '0', '6', '1']","['1', '1', '3', '5']","['2', '3']",[],[],2.22
