Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
14.09.2023,Merida Aguilar D.,2,,,,,,"['5', '3']","['4', '3', '6', '3']",[],[],[],1.53
28.04.2023,Haerteis J.,0,,,,,,"['4', '5']",[],[],[],[],2.67
27.04.2023,Haerteis J.,2,,,,,,"['2', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.79
27.04.2023,Mu T.,0,,,,,,[],[],[],[],[],1.92
26.04.2023,Haerteis J.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.02
26.04.2023,Kuklin G.,0,,,,,,[],[],[],[],[],11.00
30.03.2023,Oradini G.,2,,,,,,"['3', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.51
30.03.2023,Haerteis J.,0,,,,,,[],[],[],[],[],2.43
29.03.2023,Haerteis J.,2,,,,,,"['2', '0', '3', '1', '6', '2']","['4', '2', '6', '2']",[],[],[],1.51
29.03.2023,Bulitski A.,0,,,,,,"['1', '2']",[],[],[],[],2.43
19.03.2023,Forti F.,2,,,,,,12,2,65%,70% (43/61),61% (20/33),60% (3/5),33% (20/60),47% (17/36),38% (3/8),67% (63/94),39% (37/96),53% (100/190),88% (14/16),19% (3/16),53% (17/32),[],"['6', '4']","['5', '5', '7', '5']",[],[],1.55
19.03.2023,Haerteis J.,1,,,,,,7,3,63%,67% (40/60),53% (19/36),63% (5/8),30% (18/61),39% (13/33),40% (2/5),61% (59/96),33% (31/94),47% (90/190),81% (13/16),13% (2/16),47% (15/32),"['3', '2']",[],"['3', '2']",[],[],2.36
15.03.2023,Serafini M.,2,,,,,,[],[],[],[],[],2.21
15.03.2023,Haerteis J.,1,,,,,,[],[],[],[],[],1.61
15.02.2023,Veldheer M.,2,,,,,,[],"['3', '2', '5', '4']","['2', '3', '4', '3']",[],[],2.17
15.02.2023,Haerteis J.,1,,,,,,"['1', '0', '6', '3']","['3', '3']","['2', '0']",[],[],1.63
07.02.2023,Loffhagen G.,2,,,,,,"['1', '0', '3', '0', '6', '3']","['5', '3']",[],[],[],1.55
07.02.2023,Haerteis J.,0,,,,,,"['2', '4']",[],[],[],[],2.33
31.01.2023,Vatutin A.,2,,,,,,0,5,65%,78% (31/40),45% (10/22),67% (2/3),43% (18/42),56% (9/16),75% (3/4),66% (41/62),47% (27/58),57% (68/120),90% (9/10),33% (3/9),63% (12/19),"['2', '1']","['2', '0', '5', '1']",[],[],[],1.47
31.01.2023,Haerteis J.,0,,,,,,2,3,72%,57% (24/42),44% (7/16),25% (1/4),23% (9/40),55% (12/22),33% (1/3),53% (31/58),34% (21/62),43% (52/120),67% (6/9),10% (1/10),37% (7/19),"['3', '3']",[],[],[],[],2.57
30.01.2023,Haerteis J.,2,,,,,,1,2,58%,74% (28/38),56% (15/27),86% (6/7),36% (10/28),34% (11/32),50% (3/6),66% (43/65),35% (21/60),51% (64/125),90% (9/10),30% (3/10),60% (12/20),"['4', '3']","['2', '1', '4', '3']",[],[],[],1.87
30.01.2023,Jahn J.,0,,,,,,4,6,47%,64% (18/28),66% (21/32),50% (3/6),26% (10/38),44% (12/27),14% (1/7),65% (39/60),34% (22/65),49% (61/125),70% (7/10),10% (1/10),40% (8/20),[],"['3', '3']",[],[],[],1.86
29.01.2023,Haerteis J.,2,,,,,,7,1,76%,89% (33/37),58% (7/12),0% (0/0),31% (13/42),54% (15/28),25% (2/8),82% (40/49),40% (28/70),57% (68/119),100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['3', '2']",[],[],[],2.15
29.01.2023,Arnaboldi A.,0,,,,,,2,2,60%,69% (29/42),46% (13/28),75% (6/8),11% (4/37),42% (5/12),0% (0/0),60% (42/70),18% (9/49),43% (51/119),80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.66
25.01.2023,Ejupovic E.,2,,,,,,"['6', '5']",[],[],[],[],1.24
25.01.2023,Haerteis J.,0,,,,,,[],[],[],[],[],3.72
14.11.2022,Lapadat J.,1,,,,,,1,1,78%,83% (24/29),25% (2/8),100% (3/3),32% (6/19),80% (12/15),100% (2/2),70% (26/37),53% (18/34),62% (44/71),100% (6/6),40% (2/5),73% (8/11),"['4', '2', '6', '2']",[],[],[],[],2.27
14.11.2022,Haerteis J.,0,,,,,,1,1,56%,68% (13/19),20% (3/15),0% (0/2),17% (5/29),75% (6/8),0% (0/3),47% (16/34),30% (11/37),38% (27/71),60% (3/5),0% (0/6),27% (3/11),[],[],[],[],[],1.59
13.11.2022,Haerteis J.,2,,,,,,9,1,55%,78% (42/54),60% (27/45),75% (3/4),26% (12/46),51% (22/43),71% (5/7),70% (69/99),38% (34/89),55% (103/188),93% (13/14),36% (5/14),64% (18/28),[],"['1', '0', '3', '0', '5', '0']","['2', '1', '4', '1']",[],[],1.39
13.11.2022,King E.,1,,,,,,5,5,52%,74% (34/46),49% (21/43),29% (2/7),22% (12/54),40% (18/45),25% (1/4),62% (55/89),30% (30/99),45% (85/188),64% (9/14),7% (1/14),36% (10/28),[],"['1', '5']",[],[],[],2.85
09.11.2022,Decamps G.,2,,,,,,2,5,52%,88% (28/32),59% (17/29),67% (2/3),31% (15/49),65% (20/31),30% (3/10),74% (45/61),44% (35/80),57% (80/141),91% (10/11),27% (3/11),59% (13/22),"['1', '2', '6', '5']","['2', '1']",[],[],[],1.41
09.11.2022,Haerteis J.,0,,,,,,6,4,61%,69% (34/49),35% (11/31),70% (7/10),13% (4/32),41% (12/29),33% (1/3),56% (45/80),26% (16/61),43% (61/141),73% (8/11),9% (1/11),41% (9/22),"['2', '0']",[],[],[],[],2.76
07.11.2022,Haerteis J.,2,,,,,,6,2,60%,79% (27/34),48% (11/23),67% (2/3),35% (9/26),59% (23/39),40% (4/10),67% (38/57),49% (32/65),57% (70/122),89% (8/9),40% (4/10),63% (12/19),"['4', '3']","['1', '0', '3', '2', '6', '3']",[],[],[],4.49
07.11.2022,Ayeni A.,0,,,,,,3,9,40%,65% (17/26),41% (16/39),60% (6/10),21% (7/34),52% (12/23),33% (1/3),51% (33/65),33% (19/57),43% (52/122),60% (6/10),11% (1/9),37% (7/19),[],"['1', '1']",[],[],[],1.18
07.11.2022,Haerteis J.,2,,,,,,5,3,57%,79% (27/34),58% (15/26),100% (5/5),32% (10/31),64% (14/22),50% (3/6),70% (42/60),45% (24/53),58% (66/113),100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '3', '0']",[],[],[],1.83
07.11.2022,Florig P.,0,,,,,,3,6,58%,68% (21/31),36% (8/22),50% (3/6),21% (7/34),42% (11/26),0% (0/5),55% (29/53),30% (18/60),42% (47/113),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.89
