Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.11.2024,Bertola R.,2,,,,,,9,4,65%,67% (42/63),56% (19/34),56% (5/9),39% (27/70),57% (23/40),56% (5/9),63% (61/97),45% (50/110),54% (111/207),6,0,75% (12/16),33% (5/15),55% (17/31),"['5', '5', '7', '5']","['2', '2']","['3', '1', '4', '2']",[],[],1.39
27.11.2024,Lock B.,1,,,,,,3,4,64%,61% (43/70),43% (17/40),44% (4/9),33% (21/63),44% (15/34),44% (4/9),55% (60/110),37% (36/97),46% (96/207),4,0,67% (10/15),25% (4/16),45% (14/31),"['3', '2']","['1', '0', '3', '2']","['2', '3']",[],[],2.67
24.11.2024,Lock B.,2,,,,,,"['2', '1']","['5', '4']",[],[],[],1.31
09.10.2024,Lock B.,1,,,,,,6,1,67%,75% (30/40),65% (13/20),0% (0/2),21% (10/47),53% (20/38),40% (2/5),72% (43/60),35% (30/85),50% (73/145),5,0,83% (10/12),15% (2/13),48% (12/25),[],"['2', '0', '5', '1']",[],[],[],5.66
05.10.2024,Neuchrist M.,2,,,,,,"['2', '1', '6', '3']","['3', '1', '5', '3']",[],[],[],1.99
05.10.2024,Lock B.,0,,,,,,[],"['2', '3']",[],[],[],1.73
04.10.2024,Lock B.,2,,,,,,[],"['4', '2']","['1', '0', '6', '3']",[],[],1.27
04.10.2024,Steiner M.,1,,,,,,[],[],[],[],[],3.46
03.10.2024,Lock B.,2,,,,,,"['2', '0', '5', '1']","['3', '2', '5', '2']",[],[],[],1.02
03.10.2024,Kumaran B. N.,0,,,,,,[],[],[],[],[],10.50
01.10.2024,Lock B.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['4', '3']",[],[],[],1.22
01.10.2024,Iradukunda G.,0,,,,,,"['1', '5']",[],[],[],[],3.91
25.09.2024,Kalyanpur A.,2,,,,,,"['1', '0']","['2', '1', '4', '3']",[],[],[],7.50
25.09.2024,Lock B.,0,,,,,,[],"['3', '3']",[],[],[],1.06
10.09.2024,Denolly C.,2,,,,,,7,9,67%,69% (44/64),48% (15/31),82% (9/11),43% (27/63),45% (15/33),44% (4/9),62% (59/95),44% (42/96),53% (101/191),6,0,85% (11/13),31% (4/13),58% (15/26),"['1', '0', '3', '0']",[],"['3', '1', '5', '1']",[],[],1.98
10.09.2024,Lock B.,1,,,,,,3,0,66%,57% (36/63),55% (18/33),56% (5/9),31% (20/64),52% (16/31),18% (2/11),56% (54/96),38% (36/95),47% (90/191),4,2,69% (9/13),15% (2/13),42% (11/26),"['1', '3']","['5', '3']",[],[],[],1.77
05.09.2024,Pinnington Jones J.,2,,,,,,3,5,53%,76% (31/41),58% (21/36),71% (5/7),52% (26/50),57% (8/14),60% (6/10),68% (52/77),53% (34/64),61% (86/141),8,0,83% (10/12),55% (6/11),70% (16/23),[],"['2', '0', '4', '0', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],1.23
05.09.2024,Lock B.,1,,,,,,1,3,78%,48% (24/50),43% (6/14),40% (4/10),24% (10/41),42% (15/36),29% (2/7),47% (30/64),32% (25/77),39% (55/141),2,0,45% (5/11),17% (2/12),30% (7/23),"['3', '2']","['1', '4']",[],[],[],3.95
03.09.2024,Lock B.,2,,,,,,2,3,61%,79% (30/38),75% (18/24),100% (1/1),24% (10/41),67% (10/15),40% (2/5),77% (48/62),36% (20/56),58% (68/118),8,0,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '5', '1']",[],[],[],3.13
03.09.2024,Holmgren A.,0,,,,,,10,4,73%,76% (31/41),33% (5/15),60% (3/5),21% (8/38),25% (6/24),0% (0/1),64% (36/56),23% (14/62),42% (50/118),2,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.34
02.09.2024,Lock B.,2,,,,,,2,1,73%,75% (42/56),71% (15/21),80% (4/5),30% (20/67),53% (20/38),33% (3/9),74% (56/76),38% (39/104),53% (95/180),6,0,93% (13/14),20% (3/15),55% (16/29),"['2', '1']",[],"['1', '0', '6', '3']",[],[],1.72
02.09.2024,Wiskandt M.,1,,,,,,10,8,64%,72% (48/67),47% (18/38),67% (6/9),25% (14/56),29% (6/21),20% (1/5),63% (65/104),26% (20/76),47% (85/180),4,1,80% (12/15),7% (1/14),45% (13/29),[],"['6', '4']",[],[],[],2.04
01.09.2024,Lock B.,2,,,,,,0,2,71%,72% (34/47),58% (11/19),50% (1/2),30% (12/40),53% (17/32),25% (3/12),68% (45/66),40% (29/72),54% (74/138),7,0,60% (6/10),50% (5/10),55% (11/20),"['1', '0', '6', '5']","['5', '4']",[],[],[],1.11
01.09.2024,Cekirge K.,0,,,,,,3,3,56%,70% (28/40),47% (15/32),75% (9/12),28% (13/47),42% (8/19),50% (1/2),60% (43/72),32% (21/66),46% (64/138),3,0,50% (5/10),40% (4/10),45% (9/20),"['5', '5']",[],[],[],[],5.96
25.08.2024,Lock B.,2,,,,,,"['1', '0', '2', '1', '4', '1', '6', '1']","['3', '1']",[],[],[],2.68
25.08.2024,Soto M.,0,,,,,,"['1', '1']",[],[],[],[],1.43
24.08.2024,Lock B.,2,,,,,,"['1', '0', '3', '0']",[],"['4', '2', '7', '5']",[],[],1.53
24.08.2024,Bertran P.,1,,,,,,[],[],"['3', '4']",[],[],2.39
23.08.2024,Lock B.,2,,,,,,"['3', '2', '5', '2']","['4', '3', '6', '3']",[],[],[],1.62
23.08.2024,Farjat T.,0,,,,,,[],[],[],[],[],2.20
22.08.2024,Lock B.,2,,,,,,"['1', '2', '3', '2']","['3', '4']","['2', '0', '3', '1']",[],[],1.57
22.08.2024,Rodriguez J. A.,1,,,,,,"['2', '0']","['2', '0']","['1', '2']",[],[],2.30
21.08.2024,Lock B.,2,,,,,,"['3', '1']","['6', '5']",[],[],[],1.18
21.08.2024,Roberts J.,0,,,,,,[],[],[],[],[],4.42
16.08.2024,Lock B.,2,,,,,,"['3', '1']","['2', '1']",[],[],[],1.21
16.08.2024,Mbithi M.,0,,,,,,[],[],[],[],[],4.08
15.08.2024,Lock B.,2,,,,,,"['1', '0']",[],[],[],[],-
15.08.2024,Huertas Del Pino C.,0,,,,,,[],[],[],[],[],-
14.08.2024,Lock B.,2,,,,,,"['2', '0', '6', '2']","['3', '3', '7', '5']",[],[],[],1.08
14.08.2024,Ogura K.,0,,,,,,[],"['3', '2']",[],[],[],6.85
08.08.2024,Alves M.,2,,,,,,12,5,67%,91% (31/34),59% (10/17),0% (0/0),0 km/h,0 km/h,33% (13/39),50% (7/14),50% (2/4),80% (41/51),38% (20/53),59% (61/104),8,0,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['5', '4']",[],[],[],1.59
08.08.2024,Lock B.,0,,,,,,4,2,74%,67% (26/39),50% (7/14),50% (2/4),0 km/h,0 km/h,9% (3/34),41% (7/17),0% (0/0),62% (33/53),20% (10/51),41% (43/104),2,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.29
06.08.2024,Lock B.,2,,,,,,8,1,70%,73% (36/49),62% (13/21),75% (3/4),0 km/h,0 km/h,39% (11/28),43% (15/35),50% (2/4),70% (49/70),41% (26/63),56% (75/133),8,0,91% (10/11),20% (2/10),57% (12/21),"['3', '1']","['3', '2']",[],[],[],5.17
06.08.2024,Tirante T. A.,0,,,,,,5,4,44%,61% (17/28),57% (20/35),50% (2/4),0 km/h,0 km/h,27% (13/49),38% (8/21),25% (1/4),59% (37/63),30% (21/70),44% (58/133),2,0,80% (8/10),9% (1/11),43% (9/21),[],"['3', '3']",[],[],[],1.15
26.07.2024,Escoffier A.,2,,,,,,8,3,54%,88% (22/25),48% (10/21),83% (5/6),38% (13/34),88% (15/17),56% (5/9),70% (32/46),55% (28/51),62% (60/97),6,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '5', '2']","['2', '1', '4', '1']",[],[],[],1.25
26.07.2024,Lock B.,0,,,,,,4,1,67%,62% (21/34),12% (2/17),44% (4/9),12% (3/25),52% (11/21),17% (1/6),45% (23/51),30% (14/46),38% (37/97),4,0,38% (3/8),13% (1/8),25% (4/16),"['1', '3']",[],[],[],[],3.69
25.07.2024,Lock B.,2,,,,,,15,3,66%,74% (61/82),55% (23/42),88% (7/8),27% (23/85),38% (13/34),25% (2/8),68% (84/124),30% (36/119),49% (120/243),6,0,94% (17/18),11% (2/18),53% (19/36),[],"['5', '5', '7', '5']",[],[],[],2.59
25.07.2024,Damas M.,1,,,,,,3,6,71%,73% (62/85),62% (21/34),75% (6/8),26% (21/82),45% (19/42),13% (1/8),70% (83/119),32% (40/124),51% (123/243),4,0,89% (16/18),6% (1/18),47% (17/36),[],"['3', '2']",[],[],[],1.47
24.07.2024,Lock B.,2,,,,,,3,1,71%,84% (31/37),53% (8/15),100% (2/2),44% (19/43),58% (22/38),27% (4/15),75% (39/52),51% (41/81),60% (80/133),9,0,100% (8/8),50% (4/8),75% (12/16),"['3', '2', '6', '3']","['2', '0', '5', '1']",[],[],[],1.70
24.07.2024,Ursu V.,0,,,,,,4,5,53%,56% (24/43),42% (16/38),73% (11/15),16% (6/37),47% (7/15),0% (0/2),49% (40/81),25% (13/52),40% (53/133),1,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.07
20.07.2024,Lock B.,2,,,,,,"['2', '0', '5', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],-
20.07.2024,Gandonou P.,0,,,,,,[],[],[],[],[],-
20.07.2024,Lock B.,2,,,,,,"['3', '1', '5', '1']",[],"['4', '2']",[],[],1.29
20.07.2024,van Schalkwyk C. H.,1,,,,,,[],[],[],[],[],3.43
18.07.2024,Lock B.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '2', '1']",[],[],[],1.04
18.07.2024,Asaba A.,0,,,,,,[],"['1', '1']",[],[],[],9.35
17.07.2024,Lock B.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],-
17.07.2024,Kouame M. Y. H.,0,,,,,,[],[],[],[],[],-
16.07.2024,Bulus C.,2,,,,,,"['3', '5']","['2', '1', '4', '1', '5', '2']","['1', '0', '2', '1', '4', '1', '6', '3']",[],[],3.72
16.07.2024,Lock B.,1,,,,,,"['2', '1', '4', '1', '6', '3']","['2', '4']","['1', '1', '3', '5']",[],[],1.26
13.07.2024,Barroso Campos A.,2,,,,,,"['3', '1', '5', '1']","['2', '1', '6', '3']",[],[],[],1.45
13.07.2024,Lock B.,0,,,,,,[],[],[],[],[],2.61
