Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
28.07.,Martin Manzano J. C.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['3', '3', '6', '4']",[],[],[],1.90
03.03.,Serafini M.,2,,,,,,6,6,62%,71% (41/58),31% (11/35),57% (4/7),44% (25/57),57% (13/23),36% (4/11),56% (52/93),48% (38/80),52% (90/173),7,0,73% (8/11),40% (4/10),57% (12/21),"['2', '0', '4', '0']","['3', '2', '6', '5']",[],[],[],1.02
03.03.,Haupt H.,0,,,,,,0,4,71%,56% (32/57),43% (10/23),64% (7/11),29% (17/58),69% (24/35),43% (3/7),53% (42/80),44% (41/93),48% (83/173),3,1,60% (6/10),27% (3/11),43% (9/21),"['1', '4']","['4', '4', '6', '6']",[],[],[],11.00
02.03.,Serafini M.,2,,,,,,5,5,61%,76% (29/38),58% (14/24),75% (3/4),48% (24/50),52% (13/25),38% (3/8),69% (43/62),49% (37/75),58% (80/137),7,0,90% (9/10),33% (3/9),63% (12/19),"['3', '4']","['3', '1', '5', '1']",[],[],[],1.05
02.03.,Kypriotis E.,0,,,,,,0,4,67%,52% (26/50),48% (12/25),63% (5/8),24% (9/38),42% (10/24),25% (1/4),51% (38/75),31% (19/62),42% (57/137),3,2,67% (6/9),10% (1/10),37% (7/19),"['2', '0']",[],[],[],[],8.20
18.02.,Castagnola L.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['3', '1', '5', '1']",[],[],[],2.14
18.02.,Serafini M.,0,,,,,,[],[],[],[],[],1.64
11.02.,Poullain L.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['6', '4']",[],[],[],1.23
11.02.,Serafini M.,0,,,,,,[],[],[],[],[],3.81
30.01.,Gray A.,2,,,,,,"['2', '0', '7', '5']","['2', '0', '4', '0']",[],[],[],1.12
30.01.,Serafini M.,0,,,,,,"['3', '4']",[],[],[],[],5.40
28.01.,Brancaccio R.,1,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0']",[],[],[],1.30
28.01.,Serafini M.,1,,,,,,[],"['4', '5']",[],[],[],3.30
21.01.,Slavic N.,2,,,,,,"['2', '1', '4', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.99
21.01.,Serafini M.,0,,,,,,[],[],[],[],[],1.73
30.10.2024,Paldanius O.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['4', '2']",[],[],[],2.89
30.10.2024,Serafini M.,0,,,,,,[],[],[],[],[],1.37
29.10.2024,Serafini M.,2,,,,,,"['4', '2', '6', '2']","['5', '5']",[],[],[],1.10
29.10.2024,Fossati C.,0,,,,,,[],"['5', '4']",[],[],[],6.07
16.10.2024,Martin Tiffon P.,2,,,,,,"['3', '4', '6', '5']","['2', '0', '4', '0', '5', '1', '6', '4']",[],[],[],1.33
16.10.2024,Serafini M.,0,,,,,,"['3', '1', '6', '6']","['1', '4', '2', '5', '4', '5']",[],[],[],3.09
15.10.2024,Serafini M.,2,,,,,,"['6', '5']","['2', '3', '5', '4']","['2', '1', '4', '1', '6', '1']",[],[],1.60
15.10.2024,Andaloro F.,1,,,,,,[],"['3', '1', '5', '5', '7', '5']",[],[],[],2.22
07.10.2024,Fatic N.,2,,,,,,"['1', '1', '4', '2', '6', '2']","['3', '3', '4', '4', '6', '4']",[],[],[],1.37
07.10.2024,Serafini M.,0,,,,,,"['1', '0']","['2', '1', '4', '3']",[],[],[],2.89
02.10.2024,Bronzetti A.,2,,,,,,[],"['1', '0']","['1', '0', '2', '1', '5', '2']",[],[],2.99
02.10.2024,Serafini M.,1,,,,,,"['2', '1', '4', '1', '6', '1']",[],"['1', '1']",[],[],1.35
30.09.2024,Serafini M.,2,,,,,,"['2', '0', '6', '2']","['2', '0', '4', '0']","['3', '1', '5', '1']",[],[],1.24
30.09.2024,Bilardo J.,1,,,,,,[],"['1', '4', '3', '4', '5', '4']",[],[],[],3.72
24.09.2024,Bilardo J.,2,,,,,,"['1', '2', '4', '5', '6', '5']",[],"['2', '2', '4', '2']",[],[],3.62
24.09.2024,Serafini M.,1,,,,,,"['2', '0', '3', '1']","['3', '1']","['2', '1']",[],[],1.25
02.09.2024,Echargui M.,2,,,,,,1,3,57%,60% (28/47),50% (18/36),58% (7/12),43% (20/47),53% (19/36),50% (5/10),55% (46/83),47% (39/83),51% (85/166),6,0,62% (8/13),42% (5/12),52% (13/25),"['1', '3', '3', '3', '5', '3']",[],"['2', '2', '5', '3']",[],[],1.63
02.09.2024,Serafini M.,1,,,,,,0,3,57%,57% (27/47),47% (17/36),50% (5/10),40% (19/47),50% (18/36),42% (5/12),53% (44/83),45% (37/83),49% (81/166),4,0,58% (7/12),38% (5/13),48% (12/25),"['1', '0', '3', '0']","['2', '0', '5', '1']","['2', '1']",[],[],2.21
01.09.2024,Serafini M.,2,,,,,,6,3,53%,74% (25/34),53% (16/30),100% (4/4),26% (6/23),61% (19/31),57% (4/7),64% (41/64),46% (25/54),56% (66/118),4,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1']","['1', '0', '3', '0']",[],[],[],1.30
01.09.2024,Vulpitta G.,0,,,,,,0,5,43%,74% (17/23),39% (12/31),43% (3/7),26% (9/34),47% (14/30),0% (0/4),54% (29/54),36% (23/64),44% (52/118),6,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.37
28.08.2024,Vocel M.,2,,,,,,"['1', '0']","['2', '1']",[],[],[],3.86
28.08.2024,Serafini M.,1,,,,,,[],"['2', '2', '5', '3']",[],[],[],1.23
05.08.2024,Mikrut L.,1,,,,,,4,1,69%,80% (20/25),64% (7/11),100% (2/2),0 km/h,0 km/h,51% (19/37),35% (7/20),33% (3/9),75% (27/36),46% (26/57),57% (53/93),7,0,100% (6/6),43% (3/7),69% (9/13),"['1', '0']","['1', '0', '3', '0']",[],[],[],1.64
05.08.2024,Serafini M.,0,,,,,,0,4,65%,49% (18/37),65% (13/20),67% (6/9),0 km/h,0 km/h,20% (5/25),36% (4/11),0% (0/2),54% (31/57),25% (9/36),43% (40/93),3,0,57% (4/7),0% (0/6),31% (4/13),[],[],[],[],[],2.20
04.08.2024,Serafini M.,2,,,,,,4,6,54%,63% (34/54),43% (20/46),30% (3/10),0 km/h,0 km/h,40% (21/53),62% (31/50),50% (8/16),54% (54/100),50% (52/103),52% (106/203),7,0,56% (9/16),50% (8/16),53% (17/32),"['4', '4']","['1', '1', '2', '4', '5', '5', '7', '5']","['2', '0', '3', '1', '6', '4']",[],[],1.60
04.08.2024,Guerrieri A.,1,,,,,,2,14,51%,60% (32/53),38% (19/50),50% (8/16),0 km/h,0 km/h,37% (20/54),57% (26/46),70% (7/10),50% (51/103),46% (46/100),48% (97/203),3,0,50% (8/16),44% (7/16),47% (15/32),"['3', '2', '5', '4']","['1', '0', '2', '1', '4', '1']","['1', '2', '3', '4']",[],[],2.26
