Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
22.08.,Bielinskyi V.,2,,,,,,"['4', '2', '6', '2']","['2', '0', '4', '0', '6', '2']",[],[],[],1.40
24.05.,Vanshelboim E.,0,,,,,,[],[],[],[],[],1.78
23.05.,Vasa E.,2,,,,,,"['4', '3', '6', '3']","['2', '0', '6', '2']",[],[],[],1.53
23.05.,Raquillet L.,0,,,,,,[],[],[],[],[],2.37
22.05.,Vasa E.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '4', '3', '6', '3']",[],[],[],1.25
22.05.,Ciavarella N.,0,,,,,,[],"['2', '2']",[],[],[],3.62
21.05.,Vasa E.,2,,,,,,"['1', '0', '3', '0']","['1', '2', '3', '2', '5', '2']",[],[],[],1.13
21.05.,Kelm Y.,0,,,,,,"['3', '5']","['2', '0']",[],[],[],5.10
14.05.,Habib H.,2,,,,,,14,3,67%,75% (44/59),52% (15/29),80% (4/5),26% (11/43),46% (12/26),50% (2/4),67% (60/90),33% (23/69),52% (83/159),7,0,92% (11/12),17% (2/12),54% (13/24),"['6', '5']","['3', '4']",[],[],[],1.14
14.05.,Vasa E.,0,,,,,,11,0,62%,74% (32/43),54% (14/26),50% (2/4),25% (15/59),48% (14/29),20% (1/5),67% (46/69),33% (30/90),48% (76/159),3,0,83% (10/12),8% (1/12),46% (11/24),[],"['2', '0']",[],[],[],5.05
13.05.,Vasa E.,2,,,,,,4,2,53%,76% (19/25),64% (14/22),100% (2/2),45% (15/33),71% (12/17),56% (5/9),70% (33/47),54% (27/50),62% (60/97),7,0,100% (7/7),63% (5/8),80% (12/15),"['2', '1', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],2.54
13.05.,Domingues J.,0,,,,,,0,3,66%,55% (18/33),29% (5/17),44% (4/9),24% (6/25),36% (8/22),0% (0/2),46% (23/50),30% (14/47),38% (37/97),3,0,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],1.52
12.05.,Zeppieri G.,2,,,,,,5,1,72%,66% (35/53),71% (15/21),33% (1/3),41% (18/44),50% (19/38),56% (5/9),68% (50/74),45% (37/82),56% (87/156),5,0,85% (11/13),38% (5/13),62% (16/26),"['1', '0']","['1', '0', '4', '1']","['1', '0', '3', '0']",[],[],1.06
12.05.,Vasa E.,1,,,,,,6,2,54%,59% (26/44),50% (19/38),44% (4/9),34% (18/53),29% (6/21),67% (2/3),55% (45/82),32% (24/74),44% (69/156),5,0,62% (8/13),15% (2/13),38% (10/26),"['1', '1', '6', '4']",[],[],[],[],7.70
11.05.,Vasa E.,2,,,,,,4,8,56%,77% (44/57),36% (16/44),73% (8/11),29% (17/59),64% (16/25),100% (3/3),59% (60/101),39% (33/84),50% (93/185),5,0,75% (9/12),25% (3/12),50% (12/24),"['6', '6']","['1', '0', '4', '5']",[],[],[],1.49
11.05.,Heinonen A.,0,,,,,,3,6,70%,71% (42/59),36% (9/25),0% (0/3),23% (13/57),64% (28/44),27% (3/11),61% (51/84),41% (41/101),50% (92/185),5,2,75% (9/12),25% (3/12),50% (12/24),"['6', '5']","['1', '1', '4', '2']",[],[],[],2.51
01.05.,Negritu Ch.,2,,,,,,[],"['1', '0']",[],[],[],1.47
01.05.,Vasa E.,0,,,,,,[],"['4', '4']",[],[],[],2.53
29.04.,Vasa E.,2,,,,,,"['2', '3', '4', '3', '6', '3']",[],"['2', '0', '4', '2', '5', '3']",[],[],1.59
29.04.,Raynel A.,1,,,,,,"['2', '0']","['3', '2', '5', '2']","['2', '3', '3', '4']",[],[],2.24
23.04.,Perez Contri S.,2,,,,,,"['2', '1', '5', '4']","['1', '0', '6', '3']",[],[],[],1.33
23.04.,Vasa E.,0,,,,,,"['4', '4']",[],[],[],[],3.09
10.04.,Vatutin A.,2,,,,,,[],"['2', '0', '6', '2']","['4', '4', '7', '5']",[],[],1.14
10.04.,Vasa E.,1,,,,,,"['3', '2', '5', '2']",[],"['1', '0']",[],[],4.85
09.04.,Vasa E.,2,,,,,,"['4', '4', '7', '5']",[],"['5', '5']",[],[],3.72
09.04.,Paroulek T.,1,,,,,,"['1', '0']","['2', '1', '5', '2']","['1', '0']",[],[],1.24
03.04.,Michalski D.,2,,,,,,"['4', '4', '6', '6']","['4', '3']","['1', '0', '4', '1']",[],[],1.18
03.04.,Vasa E.,1,,,,,,"['3', '2', '6', '5']","['4', '4', '6', '4']",[],[],[],4.47
02.04.,Vasa E.,2,,,,,,"['4', '2']","['2', '3']","['3', '1']",[],[],1.88
02.04.,Turker M. N.,1,,,,,,[],"['3', '1']",[],[],[],1.82
05.03.,Gobat A.,2,,,,,,"['2', '0']",[],[],[],[],1.44
05.03.,Vasa E.,1,,,,,,[],[],[],[],[],2.62
26.02.,Luis T.,2,,,,,,"['3', '1']","['5', '4']",[],[],[],2.87
26.02.,Vasa E.,0,,,,,,[],[],[],[],[],1.34
06.02.,Barreto Sanchez D. A.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['1', '1', '4', '2']",[],[],[],-
06.02.,Vasa E.,0,,,,,,"['2', '1']","['1', '0']",[],[],[],-
05.02.,Vasa E.,2,,,,,,"['4', '5', '6', '5']","['3', '2']",[],[],[],2.22
05.02.,Gobat A.,0,,,,,,"['2', '0']",[],[],[],[],1.60
01.02.,Misolic F.,2,,,,,,2,2,52%,88% (22/25),57% (13/23),100% (3/3),31% (11/35),83% (19/23),50% (4/8),73% (35/48),52% (30/58),61% (65/106),7,0,100% (8/8),50% (4/8),75% (12/16),"['6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],-
01.02.,Vasa E.,0,,,,,,5,5,60%,69% (24/35),17% (4/23),50% (4/8),12% (3/25),43% (10/23),0% (0/3),48% (28/58),27% (13/48),39% (41/106),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],-
